ダウンロードした時刻：2019/10/10 15:39:11

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,4.9,7.7,2.8
1999/12/2,5.2,8.2,3.2
1999/12/3,2.0,4.4,0.0
1999/12/4,5.7,10.6,-1.2
1999/12/5,6.7,10.6,4.2
1999/12/6,4.9,8.5,3.0
1999/12/7,1.2,4.7,0.1
1999/12/8,2.8,8.2,-0.4
1999/12/9,3.9,10.7,-2.1
1999/12/10,7.3,11.9,3.0
1999/12/11,3.9,10.1,-0.2
1999/12/12,0.2,1.5,-0.9
1999/12/13,1.4,3.8,0.0
1999/12/14,0.9,4.1,-2.0
1999/12/15,-2.1,-0.2,-3.6
1999/12/16,-0.5,2.5,-3.1
1999/12/17,1.1,2.3,0.2
1999/12/18,1.5,3.1,0.2
1999/12/19,-0.2,1.1,-1.0
1999/12/20,-0.4,1.0,-1.7
1999/12/21,0.5,2.2,-1.2
1999/12/22,0.9,2.7,0.1
1999/12/23,0.6,3.7,-1.4
1999/12/24,0.8,6.7,-2.8
1999/12/25,1.0,5.9,-6.2
1999/12/26,1.6,4.5,-1.0
1999/12/27,2.3,4.8,-1.8
1999/12/28,6.0,10.3,0.7
1999/12/29,4.1,7.6,0.3
1999/12/30,0.6,2.9,-1.8
1999/12/31,0.6,2.3,-0.6
2000/1/1,1.3,3.8,-0.2
2000/1/2,1.5,4.7,-0.7
2000/1/3,2.4,5.5,0.0
2000/1/4,3.4,5.4,1.7
2000/1/5,2.7,7.9,-0.2
2000/1/6,3.4,7.0,-0.5
2000/1/7,5.2,9.3,2.7
2000/1/8,4.9,9.4,0.3
2000/1/9,3.4,6.4,1.5
2000/1/10,4.7,11.7,0.8
2000/1/11,0.2,3.0,-1.7
2000/1/12,0.5,4.5,-2.5
2000/1/13,2.1,4.4,0.0
2000/1/14,5.5,10.1,1.4
2000/1/15,2.9,6.8,0.7
2000/1/16,2.0,5.7,-1.1
2000/1/17,2.9,7.7,-0.1
2000/1/18,1.5,4.5,-1.2
2000/1/19,1.9,7.8,-2.9
2000/1/20,2.3,5.9,-0.6
2000/1/21,-1.9,-0.2,-2.9
2000/1/22,-1.4,1.8,-4.4
2000/1/23,0.4,6.1,-4.9
2000/1/24,1.1,2.8,-0.9
2000/1/25,-2.1,-0.5,-4.7
2000/1/26,-3.7,-1.5,-5.4
2000/1/27,-3.7,-0.1,-6.2
2000/1/28,-0.5,4.3,-6.8
2000/1/29,1.7,7.2,-1.4
2000/1/30,1.2,6.7,-4.1
2000/1/31,-0.7,2.7,-2.1
2000/2/1,0.3,3.6,-3.4
2000/2/2,2.8,5.5,0.1
2000/2/3,2.6,7.0,-0.4
2000/2/4,2.2,5.8,0.5
2000/2/5,2.8,5.7,-0.2
2000/2/6,0.9,3.7,-2.5
2000/2/7,2.4,6.2,-0.2
2000/2/8,3.8,9.5,0.8
2000/2/9,-0.1,2.2,-3.3
2000/2/10,-1.0,0.9,-3.8
2000/2/11,1.3,3.5,-1.2
2000/2/12,2.4,6.4,-0.6
2000/2/13,0.5,4.6,-2.2
2000/2/14,2.4,6.6,-1.6
2000/2/15,-1.6,1.3,-4.6
2000/2/16,-4.5,-3.4,-5.3
2000/2/17,-2.6,0.9,-6.8
2000/2/18,-1.7,0.9,-3.9
2000/2/19,-0.2,3.9,-4.0
2000/2/20,0.5,2.9,-2.0
2000/2/21,-1.5,1.3,-3.5
2000/2/22,-2.7,-0.2,-3.6
2000/2/23,-1.4,2.1,-3.7
2000/2/24,-1.9,0.8,-4.4
2000/2/25,-3.0,0.1,-5.9
2000/2/26,-0.3,2.9,-2.8
2000/2/27,0.0,3.6,-2.6
2000/2/28,-0.9,2.5,-2.4
2000/2/29,-2.4,-0.7,-4.2
2000/3/1,-1.2,2.2,-6.7
2000/3/2,3.6,7.7,-1.1
2000/3/3,4.7,10.4,0.0
2000/3/4,2.6,7.0,-1.7
2000/3/5,4.8,9.5,1.3
2000/3/6,2.4,8.0,-2.0
2000/3/7,0.8,3.9,-1.9
2000/3/8,-0.9,1.0,-2.4
2000/3/9,-2.7,0.2,-5.1
2000/3/10,-2.5,0.2,-5.1
2000/3/11,2.7,6.0,-2.8
2000/3/12,2.2,7.1,-1.7
2000/3/13,-0.1,4.8,-3.7
2000/3/14,-0.1,2.4,-2.5
2000/3/15,1.8,5.9,-2.3
2000/3/16,-0.3,0.8,-1.2
2000/3/17,1.1,6.7,-1.1
2000/3/18,5.2,10.9,-1.0
2000/3/19,9.6,15.8,1.8
2000/3/20,3.4,7.3,0.1
2000/3/21,3.3,7.6,-0.3
2000/3/22,2.9,8.1,0.0
2000/3/23,4.5,11.5,-1.9
2000/3/24,4.7,9.7,1.2
2000/3/25,1.1,4.8,-0.9
2000/3/26,-0.3,2.6,-1.6
2000/3/27,2.4,8.2,-1.9
2000/3/28,6.0,14.1,-1.8
2000/3/29,10.3,15.9,4.6
2000/3/30,6.4,10.6,4.1
2000/3/31,9.3,14.9,1.0
