ダウンロードした時刻：2019/10/10 16:21:55

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,7.7,10.5,3.7
2017/12/2,7.1,13.0,1.4
2017/12/3,10.0,17.0,4.1
2017/12/4,9.6,16.1,5.8
2017/12/5,5.7,9.4,2.0
2017/12/6,5.3,10.7,1.3
2017/12/7,6.3,11.0,1.3
2017/12/8,5.6,8.0,1.3
2017/12/9,5.2,9.3,0.7
2017/12/10,7.2,9.2,5.3
2017/12/11,6.4,8.2,4.0
2017/12/12,3.2,4.8,0.4
2017/12/13,3.0,7.2,-0.7
2017/12/14,5.7,10.1,1.5
2017/12/15,8.2,12.8,3.1
2017/12/16,7.2,9.1,3.6
2017/12/17,3.6,6.2,0.9
2017/12/18,4.0,6.1,0.7
2017/12/19,6.2,11.2,2.4
2017/12/20,4.2,9.1,-0.4
2017/12/21,4.7,10.4,-0.5
2017/12/22,5.8,12.7,1.3
2017/12/23,6.6,12.6,1.7
2017/12/24,8.9,13.0,4.6
2017/12/25,7.0,10.4,2.3
2017/12/26,6.2,10.8,1.0
2017/12/27,4.6,8.0,-0.1
2017/12/28,3.3,8.9,-1.8
2017/12/29,6.3,10.4,3.1
2017/12/30,7.5,12.6,2.4
2017/12/31,7.5,12.1,2.9
2018/1/1,4.1,8.3,0.4
2018/1/2,3.9,10.8,-1.5
2018/1/3,5.4,10.5,1.9
2018/1/4,5.2,8.9,1.1
2018/1/5,5.6,7.3,3.4
2018/1/6,5.5,11.0,1.0
2018/1/7,5.7,9.7,1.5
2018/1/8,9.9,12.9,7.0
2018/1/9,5.6,9.1,2.1
2018/1/10,2.4,7.1,0.4
2018/1/11,0.6,3.6,-0.7
2018/1/12,0.4,3.5,-1.9
2018/1/13,1.5,5.8,-3.2
2018/1/14,3.2,8.1,0.5
2018/1/15,3.9,8.4,-0.8
2018/1/16,9.9,16.7,1.9
2018/1/17,12.2,15.1,7.9
2018/1/18,8.4,13.6,5.1
2018/1/19,8.1,13.9,3.3
2018/1/20,7.0,13.1,2.6
2018/1/21,6.8,12.7,1.3
2018/1/22,6.0,8.5,3.5
2018/1/23,4.6,7.6,2.0
2018/1/24,1.0,3.5,-0.6
2018/1/25,1.1,4.9,-0.9
2018/1/26,0.5,3.6,-2.9
2018/1/27,2.5,7.7,-1.9
2018/1/28,3.4,6.4,0.8
2018/1/29,2.9,4.5,1.7
2018/1/30,2.6,6.7,-0.7
2018/1/31,2.9,8.3,-2.7
2018/2/1,5.4,9.6,2.8
2018/2/2,4.6,8.5,1.0
2018/2/3,3.9,8.5,1.4
2018/2/4,0.6,3.4,-1.3
2018/2/5,-0.3,3.5,-1.8
2018/2/6,0.1,3.2,-2.5
2018/2/7,0.8,6.0,-2.6
2018/2/8,1.7,8.4,-3.8
2018/2/9,5.9,13.6,-1.3
2018/2/10,6.8,8.7,4.0
2018/2/11,2.8,5.4,0.2
2018/2/12,1.7,6.0,-0.5
2018/2/13,2.7,8.1,-0.4
2018/2/14,6.3,13.9,-1.3
2018/2/15,7.9,10.2,4.6
2018/2/16,5.6,8.5,2.7
2018/2/17,5.4,11.1,-0.3
2018/2/18,6.1,12.7,-0.1
2018/2/19,7.5,9.7,6.1
2018/2/20,8.9,14.7,1.9
2018/2/21,8.8,12.7,6.0
2018/2/22,6.7,11.6,3.1
2018/2/23,6.1,13.0,-0.1
2018/2/24,8.1,16.0,-0.1
2018/2/25,8.7,11.1,6.7
2018/2/26,8.7,14.9,3.6
2018/2/27,9.2,17.0,2.2
2018/2/28,10.2,15.3,5.0
2018/3/1,10.4,15.4,5.9
2018/3/2,7.5,13.5,1.9
2018/3/3,7.9,14.7,3.5
2018/3/4,14.6,22.7,4.5
2018/3/5,13.4,19.5,8.9
2018/3/6,9.8,14.8,6.5
2018/3/7,11.0,16.4,5.9
2018/3/8,11.6,14.9,8.5
2018/3/9,7.0,9.0,5.5
2018/3/10,7.9,14.3,3.1
2018/3/11,9.4,16.8,3.0
2018/3/12,10.4,16.4,4.6
2018/3/13,13.6,20.8,6.0
2018/3/14,15.6,22.4,9.7
2018/3/15,15.6,19.4,11.2
2018/3/16,10.5,15.1,6.0
2018/3/17,10.0,17.8,3.8
2018/3/18,13.0,20.0,5.1
2018/3/19,14.7,16.3,12.8
2018/3/20,10.4,12.9,7.9
2018/3/21,8.5,10.0,7.3
2018/3/22,7.5,10.5,4.0
2018/3/23,8.3,16.4,1.7
2018/3/24,10.5,17.4,3.6
2018/3/25,12.1,19.2,6.0
2018/3/26,13.5,20.5,7.6
2018/3/27,14.9,22.6,7.9
2018/3/28,15.8,23.1,8.6
2018/3/29,16.3,24.3,9.5
2018/3/30,17.1,24.6,11.7
2018/3/31,16.8,23.6,10.1
