É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:29

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1997/12/1,10.8,15.3,6.6
1997/12/2,9.5,16.1,4.1
1997/12/3,3.1,8.2,-1.2
1997/12/4,1.9,8.8,-3.3
1997/12/5,3.3,11.3,-2.5
1997/12/6,4.6,12.7,-2.2
1997/12/7,9.1,14.0,4.6
1997/12/8,11.5,13.1,9.9
1997/12/9,11.2,13.4,8.5
1997/12/10,8.0,13.7,2.7
1997/12/11,3.3,8.8,-2.5
1997/12/12,6.2,11.2,1.0
1997/12/13,5.0,11.7,-1.7
1997/12/14,5.1,11.5,-0.8
1997/12/15,6.3,14.0,-0.6
1997/12/16,7.1,13.3,1.1
1997/12/17,6.2,10.5,2.1
1997/12/18,6.6,10.3,3.1
1997/12/19,6.3,14.3,1.4
1997/12/20,6.9,14.1,0.9
1997/12/21,7.0,15.1,1.5
1997/12/22,4.0,6.4,1.3
1997/12/23,4.7,7.1,1.5
1997/12/24,4.7,10.1,0.1
1997/12/25,2.6,10.4,-3.0
1997/12/26,3.2,8.3,-3.2
1997/12/27,5.4,10.4,2.0
1997/12/28,4.9,11.2,1.1
1997/12/29,5.4,10.7,-0.2
1997/12/30,4.1,5.7,2.4
1997/12/31,5.4,11.8,0.3
1998/1/1,3.8,9.1,-1.2
1998/1/2,4.9,12.3,-1.0
1998/1/3,4.8,12.4,-0.7
1998/1/4,5.7,11.9,0.4
1998/1/5,4.3,9.0,-0.7
1998/1/6,2.9,7.4,-3.0
1998/1/7,5.8,11.0,0.4
1998/1/8,0.4,3.0,-1.5
1998/1/9,2.3,7.6,-1.9
1998/1/10,-0.9,4.1,-4.8
1998/1/11,-0.9,2.2,-4.7
1998/1/12,0.6,1.6,-1.1
1998/1/13,0.2,6.0,-4.6
1998/1/14,1.5,5.1,-2.0
1998/1/15,0.4,2.6,0.2
1998/1/16,2.2,7.6,-1.3
1998/1/17,1.2,6.4,-4.1
1998/1/18,2.1,4.1,1.1
1998/1/19,2.7,9.9,-1.6
1998/1/20,0.3,7.1,-5.3
1998/1/21,0.7,8.5,-5.7
1998/1/22,1.5,8.2,-4.4
1998/1/23,0.9,2.4,-0.4
1998/1/24,0.5,3.9,-4.4
1998/1/25,-1.8,5.0,-6.9
1998/1/26,-0.6,8.7,-7.9
1998/1/27,1.6,8.3,-4.9
1998/1/28,1.6,6.9,-2.1
1998/1/29,0.5,6.6,-4.9
1998/1/30,-0.4,6.9,-6.4
1998/1/31,2.9,11.8,-4.8
1998/2/1,3.2,6.9,-1.6
1998/2/2,2.8,8.2,-3.0
1998/2/3,2.7,8.3,-2.8
1998/2/4,3.1,8.3,-0.5
1998/2/5,1.0,6.7,-4.3
1998/2/6,1.3,9.3,-5.0
1998/2/7,2.7,9.3,-3.8
1998/2/8,2.7,7.8,-0.5
1998/2/9,3.7,9.3,-1.6
1998/2/10,2.2,7.6,-1.1
1998/2/11,2.0,9.1,-4.5
1998/2/12,1.9,6.5,-3.4
1998/2/13,6.8,18.8,-1.0
1998/2/14,7.5,13.9,1.9
1998/2/15,3.9,8.4,1.9
1998/2/16,5.0,9.9,1.1
1998/2/17,3.7,10.1,0.0
1998/2/18,4.1,10.2,-1.1
1998/2/19,5.4,14.0,-2.2
1998/2/20,6.3,8.2,4.0
1998/2/21,8.9,14.5,1.6
1998/2/22,4.6,12.4,-1.2
1998/2/23,7.8,14.4,2.8
1998/2/24,5.8,8.2,3.7
1998/2/25,6.1,8.4,4.5
1998/2/26,7.5,12.0,4.3
1998/2/27,10.3,16.2,6.9
1998/2/28,9.7,15.1,5.5
1998/3/1,6.2,10.4,3.4
1998/3/2,7.4,15.7,1.0
1998/3/3,8.2,15.9,1.2
1998/3/4,8.5,17.3,1.4
1998/3/5,4.4,7.2,0.7
1998/3/6,5.9,13.1,1.1
1998/3/7,6.2,13.4,1.1
1998/3/8,5.0,12.7,-1.3
1998/3/9,8.6,18.0,0.2
1998/3/10,7.3,15.4,3.0
1998/3/11,6.9,13.0,1.4
1998/3/12,9.1,14.9,4.6
1998/3/13,10.8,16.8,5.7
1998/3/14,9.4,16.9,2.3
1998/3/15,5.7,10.7,0.5
1998/3/16,4.0,12.0,-3.3
1998/3/17,6.2,15.2,-1.0
1998/3/18,5.7,14.2,-1.7
1998/3/19,8.2,16.0,0.1
1998/3/20,13.3,17.0,9.0
1998/3/21,8.7,10.9,6.9
1998/3/22,7.2,10.1,3.2
1998/3/23,6.1,13.3,-0.6
1998/3/24,8.2,15.9,1.7
1998/3/25,9.8,16.7,4.1
1998/3/26,10.9,19.6,2.5
1998/3/27,11.5,15.8,9.0
1998/3/28,14.6,22.3,9.8
1998/3/29,14.9,24.8,7.3
1998/3/30,15.9,26.3,7.4
1998/3/31,14.7,25.7,7.9
