ダウンロードした時刻：2019/10/10 16:25:08

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,12.5,15.1,9.0
1999/12/2,13.7,18.3,10.3
1999/12/3,11.7,17.5,6.9
1999/12/4,13.6,18.7,8.1
1999/12/5,15.6,18.6,13.5
1999/12/6,12.1,14.2,9.1
1999/12/7,9.3,14.2,5.7
1999/12/8,10.3,16.5,4.5
1999/12/9,13.2,20.0,8.9
1999/12/10,11.7,18.1,6.0
1999/12/11,12.0,17.3,8.1
1999/12/12,9.2,15.8,2.8
1999/12/13,9.6,13.9,5.8
1999/12/14,10.7,16.0,6.5
1999/12/15,9.6,15.2,5.3
1999/12/16,10.1,16.2,3.6
1999/12/17,11.2,13.2,9.8
1999/12/18,8.0,9.9,6.0
1999/12/19,7.0,11.0,5.1
1999/12/20,4.0,6.5,1.2
1999/12/21,4.3,8.9,1.3
1999/12/22,5.0,9.4,1.8
1999/12/23,5.6,11.9,0.0
1999/12/24,7.9,13.2,1.6
1999/12/25,9.4,13.4,7.2
1999/12/26,7.7,11.9,4.1
1999/12/27,8.1,14.5,1.6
1999/12/28,10.5,16.9,5.9
1999/12/29,10.5,17.3,5.2
1999/12/30,11.2,15.2,6.3
1999/12/31,12.7,18.7,7.4
2000/1/1,12.3,17.4,6.1
2000/1/2,13.3,17.1,10.5
2000/1/3,11.4,16.2,7.8
2000/1/4,10.2,17.8,3.6
2000/1/5,12.7,17.0,6.8
2000/1/6,15.9,21.2,12.1
2000/1/7,9.8,14.2,3.8
2000/1/8,7.8,12.5,3.3
2000/1/9,11.4,14.3,7.7
2000/1/10,12.8,16.7,8.5
2000/1/11,11.2,15.3,6.8
2000/1/12,14.5,15.8,12.9
2000/1/13,14.1,16.8,10.6
2000/1/14,9.4,13.5,6.5
2000/1/15,9.6,13.7,3.4
2000/1/16,12.3,15.1,10.2
2000/1/17,11.5,16.7,7.4
2000/1/18,10.5,16.0,5.5
2000/1/19,8.0,12.4,3.1
2000/1/20,4.3,8.5,2.2
2000/1/21,4.0,8.6,1.4
2000/1/22,9.1,14.0,1.8
2000/1/23,13.7,19.3,9.9
2000/1/24,13.2,15.3,11.4
2000/1/25,8.2,11.5,4.4
2000/1/26,4.3,6.0,1.8
2000/1/27,3.7,8.1,0.4
2000/1/28,5.3,10.5,0.6
2000/1/29,7.6,14.1,1.5
2000/1/30,8.6,12.1,5.8
2000/1/31,5.3,9.4,1.8
2000/2/1,4.5,8.4,0.5
2000/2/2,7.4,12.3,4.0
2000/2/3,7.0,11.3,2.2
2000/2/4,8.2,13.3,2.3
2000/2/5,11.4,16.0,5.2
2000/2/6,11.7,16.0,6.4
2000/2/7,8.5,14.5,3.0
2000/2/8,4.8,9.0,-0.2
2000/2/9,4.0,9.6,-0.2
2000/2/10,6.2,13.4,0.2
2000/2/11,8.2,14.2,3.6
2000/2/12,9.0,16.0,3.3
2000/2/13,9.6,16.4,3.4
2000/2/14,10.8,13.9,8.2
2000/2/15,5.2,9.3,2.6
2000/2/16,4.4,8.0,2.2
2000/2/17,6.1,9.6,3.2
2000/2/18,7.7,13.6,2.0
2000/2/19,9.2,13.0,5.6
2000/2/20,11.0,14.6,8.0
2000/2/21,8.3,13.0,4.3
2000/2/22,7.2,11.8,4.2
2000/2/23,8.1,11.7,3.4
2000/2/24,8.5,14.2,3.6
2000/2/25,7.2,12.4,2.6
2000/2/26,7.8,11.3,5.8
2000/2/27,8.2,12.9,5.8
2000/2/28,7.8,14.9,3.2
2000/2/29,7.2,13.5,2.9
2000/3/1,8.4,15.2,1.8
2000/3/2,10.0,13.8,5.7
2000/3/3,13.0,17.1,8.1
2000/3/4,16.4,21.6,13.6
2000/3/5,14.1,17.6,10.6
2000/3/6,12.7,19.5,8.6
2000/3/7,11.0,16.9,6.5
2000/3/8,8.1,12.3,4.2
2000/3/9,9.1,13.5,6.3
2000/3/10,10.9,16.4,5.5
2000/3/11,10.4,13.0,8.9
2000/3/12,12.0,16.3,8.1
2000/3/13,12.6,19.6,6.6
2000/3/14,12.4,19.1,6.0
2000/3/15,12.8,18.0,5.9
2000/3/16,14.0,18.8,9.5
2000/3/17,11.4,17.6,5.8
2000/3/18,13.3,18.7,5.6
2000/3/19,14.2,18.1,10.4
2000/3/20,12.6,17.9,8.0
2000/3/21,14.4,20.5,7.6
2000/3/22,15.3,19.2,12.4
2000/3/23,15.3,17.7,13.1
2000/3/24,12.1,15.9,9.7
2000/3/25,10.7,16.3,6.7
2000/3/26,12.6,18.7,6.7
2000/3/27,14.4,20.8,7.6
2000/3/28,15.6,20.1,12.5
2000/3/29,12.2,16.0,8.6
2000/3/30,12.9,18.0,8.4
2000/3/31,14.8,20.8,7.7
