ダウンロードした時刻：2019/10/10 16:15:20

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,13.0,17.5,7.6
1994/12/2,14.4,18.2,10.1
1994/12/3,10.6,13.9,6.5
1994/12/4,7.7,10.9,3.9
1994/12/5,10.9,14.7,6.6
1994/12/6,7.8,13.8,3.2
1994/12/7,11.8,18.4,4.4
1994/12/8,12.1,16.9,6.5
1994/12/9,14.3,18.2,11.9
1994/12/10,11.5,14.7,9.0
1994/12/11,10.3,11.4,9.0
1994/12/12,13.1,17.3,9.3
1994/12/13,12.4,14.3,8.9
1994/12/14,7.2,10.3,3.5
1994/12/15,9.5,12.1,6.7
1994/12/16,5.4,6.9,3.7
1994/12/17,5.9,9.7,2.4
1994/12/18,5.9,10.3,2.3
1994/12/19,6.1,10.9,2.2
1994/12/20,7.8,12.4,4.2
1994/12/21,8.8,10.9,6.0
1994/12/22,7.1,13.0,2.8
1994/12/23,8.5,15.4,3.4
1994/12/24,10.6,15.0,5.3
1994/12/25,11.5,16.6,8.2
1994/12/26,8.5,10.8,6.1
1994/12/27,9.4,15.2,4.8
1994/12/28,8.4,12.9,4.6
1994/12/29,7.0,12.2,3.1
1994/12/30,7.9,13.5,3.4
1994/12/31,8.5,11.7,6.4
1995/1/1,6.3,10.0,1.9
1995/1/2,6.6,11.9,2.5
1995/1/3,6.4,8.3,3.1
1995/1/4,9.0,10.1,8.0
1995/1/5,6.5,9.7,3.2
1995/1/6,4.9,7.4,1.5
1995/1/7,8.2,12.3,1.9
1995/1/8,9.0,14.9,4.3
1995/1/9,11.7,16.3,6.5
1995/1/10,6.5,10.9,4.5
1995/1/11,5.5,6.9,4.1
1995/1/12,5.5,8.2,1.9
1995/1/13,5.1,8.0,3.2
1995/1/14,3.1,5.7,0.2
1995/1/15,3.6,7.9,-1.3
1995/1/16,4.6,8.7,1.7
1995/1/17,3.7,8.8,0.2
1995/1/18,6.1,10.5,0.1
1995/1/19,7.2,10.6,3.4
1995/1/20,6.8,12.2,3.5
1995/1/21,7.7,13.7,1.6
1995/1/22,10.9,13.3,8.3
1995/1/23,11.7,14.4,8.7
1995/1/24,6.6,8.9,5.2
1995/1/25,5.8,9.2,1.4
1995/1/26,5.1,11.0,1.0
1995/1/27,4.5,8.7,-0.2
1995/1/28,4.8,8.4,0.8
1995/1/29,3.3,7.2,-0.6
1995/1/30,3.0,5.1,0.5
1995/1/31,2.9,7.2,-1.5
1995/2/1,2.8,7.0,0.2
1995/2/2,3.0,7.5,-0.8
1995/2/3,3.8,10.5,-1.8
1995/2/4,5.2,9.9,1.8
1995/2/5,2.6,6.4,-0.1
1995/2/6,3.2,7.2,-0.8
1995/2/7,6.3,10.0,1.0
1995/2/8,8.5,13.1,4.1
1995/2/9,8.5,12.6,5.7
1995/2/10,5.3,9.8,0.6
1995/2/11,5.5,11.6,-0.5
1995/2/12,7.9,9.5,5.6
1995/2/13,10.6,13.7,7.8
1995/2/14,8.1,12.0,3.9
1995/2/15,6.4,10.6,2.6
1995/2/16,5.4,9.3,2.2
1995/2/17,4.6,10.2,-0.8
1995/2/18,6.1,11.3,0.0
1995/2/19,8.5,13.8,3.6
1995/2/20,6.6,11.6,1.9
1995/2/21,5.2,9.2,1.7
1995/2/22,4.8,10.7,-0.7
1995/2/23,6.3,13.0,0.5
1995/2/24,8.3,14.1,3.5
1995/2/25,8.1,12.7,4.8
1995/2/26,8.3,11.4,4.8
1995/2/27,6.8,12.2,1.9
1995/2/28,6.4,12.5,1.6
1995/3/1,8.4,11.9,4.8
1995/3/2,6.8,11.5,1.6
1995/3/3,6.5,10.1,3.3
1995/3/4,4.8,8.2,0.8
1995/3/5,4.7,9.4,-0.9
1995/3/6,7.8,13.1,2.9
1995/3/7,8.8,14.4,3.7
1995/3/8,9.7,15.2,4.1
1995/3/9,10.7,16.1,3.8
1995/3/10,10.8,14.3,9.1
1995/3/11,9.7,12.9,6.0
1995/3/12,8.1,13.0,4.7
1995/3/13,8.1,12.9,4.4
1995/3/14,8.2,14.6,2.1
1995/3/15,9.6,15.1,2.8
1995/3/16,13.5,17.9,9.7
1995/3/17,11.3,14.3,7.7
1995/3/18,8.2,10.8,5.0
1995/3/19,6.5,11.5,1.9
1995/3/20,8.5,15.4,1.0
1995/3/21,12.2,17.2,6.5
1995/3/22,13.3,18.6,7.9
1995/3/23,14.7,19.1,9.5
1995/3/24,14.0,17.0,12.7
1995/3/25,10.9,12.8,7.2
1995/3/26,9.2,13.4,5.8
1995/3/27,9.9,14.7,3.9
1995/3/28,10.4,14.2,6.9
1995/3/29,10.1,13.4,7.4
1995/3/30,11.4,14.0,9.5
1995/3/31,13.4,16.9,9.0
