ダウンロードした時刻：2019/10/10 16:23:21

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,10.4,16.8,4.9
2006/12/2,10.5,14.4,7.8
2006/12/3,8.1,10.0,6.8
2006/12/4,8.1,12.0,4.3
2006/12/5,8.7,12.0,3.1
2006/12/6,11.2,15.6,4.1
2006/12/7,15.7,17.5,11.8
2006/12/8,15.2,16.4,13.4
2006/12/9,12.0,14.4,10.4
2006/12/10,9.0,12.6,3.6
2006/12/11,9.3,14.7,3.2
2006/12/12,12.4,16.1,10.0
2006/12/13,13.2,15.9,11.4
2006/12/14,11.2,13.5,8.9
2006/12/15,11.1,14.6,7.4
2006/12/16,12.0,15.2,9.4
2006/12/17,7.1,10.4,3.2
2006/12/18,7.5,8.2,6.3
2006/12/19,9.1,13.2,6.3
2006/12/20,11.0,15.9,4.2
2006/12/21,12.7,15.2,9.7
2006/12/22,12.1,14.9,8.8
2006/12/23,10.7,14.5,6.4
2006/12/24,9.2,15.4,4.2
2006/12/25,12.0,16.5,4.7
2006/12/26,15.3,19.5,11.6
2006/12/27,13.4,15.5,9.4
2006/12/28,6.2,9.5,4.2
2006/12/29,4.0,6.6,0.2
2006/12/30,4.8,11.3,-0.6
2006/12/31,6.6,13.7,0.4
2007/1/1,9.5,15.3,3.8
2007/1/2,12.8,16.2,9.7
2007/1/3,12.9,15.7,10.3
2007/1/4,12.0,13.5,11.1
2007/1/5,10.6,14.3,5.5
2007/1/6,7.8,12.4,2.6
2007/1/7,7.2,9.5,3.8
2007/1/8,7.5,8.8,6.0
2007/1/9,7.1,9.3,5.5
2007/1/10,7.5,10.6,3.6
2007/1/11,5.7,12.1,0.3
2007/1/12,7.2,10.7,1.6
2007/1/13,6.3,7.8,5.4
2007/1/14,6.2,10.4,0.0
2007/1/15,7.2,13.0,-0.6
2007/1/16,12.2,15.3,8.1
2007/1/17,10.1,11.7,8.4
2007/1/18,9.0,11.3,5.2
2007/1/19,7.7,13.0,1.9
2007/1/20,10.2,14.3,6.0
2007/1/21,9.9,12.8,6.2
2007/1/22,9.4,12.1,5.6
2007/1/23,9.8,13.2,5.9
2007/1/24,9.0,11.5,6.3
2007/1/25,7.6,13.3,2.4
2007/1/26,10.1,14.9,4.7
2007/1/27,8.0,10.8,4.4
2007/1/28,6.8,9.5,4.8
2007/1/29,5.5,9.5,0.6
2007/1/30,7.5,14.3,-0.2
2007/1/31,6.9,10.1,4.1
2007/2/1,4.7,6.9,1.8
2007/2/2,3.1,5.2,-0.9
2007/2/3,6.1,10.9,-2.0
2007/2/4,9.7,14.7,2.3
2007/2/5,10.2,17.0,2.6
2007/2/6,12.0,20.3,5.6
2007/2/7,12.2,18.4,6.5
2007/2/8,15.1,19.3,9.6
2007/2/9,12.8,15.8,9.6
2007/2/10,10.5,13.6,7.8
2007/2/11,8.0,11.0,5.2
2007/2/12,7.7,14.7,1.4
2007/2/13,12.1,17.7,2.5
2007/2/14,11.5,19.0,5.6
2007/2/15,6.9,10.0,2.7
2007/2/16,8.0,11.7,1.0
2007/2/17,13.1,17.0,8.7
2007/2/18,11.8,13.0,8.6
2007/2/19,9.3,15.5,4.9
2007/2/20,8.6,14.7,2.0
2007/2/21,9.9,16.9,3.5
2007/2/22,10.9,17.1,4.5
2007/2/23,11.9,14.8,7.3
2007/2/24,10.8,14.0,7.2
2007/2/25,9.8,13.7,7.0
2007/2/26,11.2,16.8,6.9
2007/2/27,12.4,17.1,7.4
2007/2/28,11.3,13.9,8.8
2007/3/1,11.0,15.6,4.3
2007/3/2,14.6,19.5,9.6
2007/3/3,16.7,21.2,11.2
2007/3/4,17.4,20.2,14.3
2007/3/5,8.5,14.6,5.2
2007/3/6,4.9,7.1,3.9
2007/3/7,5.6,8.3,4.0
2007/3/8,6.7,10.3,3.5
2007/3/9,7.3,12.3,2.7
2007/3/10,8.5,11.8,1.4
2007/3/11,6.6,9.2,5.0
2007/3/12,7.4,11.0,2.9
2007/3/13,8.4,12.6,3.0
2007/3/14,9.8,14.5,2.4
2007/3/15,9.2,12.1,8.0
2007/3/16,11.0,12.5,9.0
2007/3/17,11.0,15.2,8.0
2007/3/18,10.1,14.1,7.7
2007/3/19,10.2,11.8,8.3
2007/3/20,9.6,13.7,4.0
2007/3/21,10.0,17.3,2.8
2007/3/22,10.9,17.2,4.8
2007/3/23,13.5,19.0,4.4
2007/3/24,17.8,19.2,14.9
2007/3/25,14.0,16.9,11.8
2007/3/26,14.1,19.9,6.5
2007/3/27,13.9,16.7,12.3
2007/3/28,16.5,22.3,9.0
2007/3/29,19.3,21.5,16.8
2007/3/30,16.0,20.5,9.7
2007/3/31,18.4,22.1,9.4
