ダウンロードした時刻：2019/10/10 16:24:53

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,7.9,10.6,3.4
1987/12/2,5.5,9.5,2.5
1987/12/3,7.4,12.1,2.1
1987/12/4,7.6,11.7,4.0
1987/12/5,7.3,10.5,4.0
1987/12/6,7.8,13.3,4.1
1987/12/7,7.8,13.9,1.7
1987/12/8,13.1,17.3,5.0
1987/12/9,13.9,17.7,10.4
1987/12/10,11.9,17.3,7.7
1987/12/11,10.9,14.0,7.7
1987/12/12,9.3,14.9,4.3
1987/12/13,8.6,12.7,5.6
1987/12/14,8.4,14.4,2.5
1987/12/15,9.9,14.3,6.1
1987/12/16,9.7,13.3,4.6
1987/12/17,7.4,15.6,1.3
1987/12/18,8.1,15.8,3.1
1987/12/19,8.6,16.7,1.6
1987/12/20,10.0,15.0,5.0
1987/12/21,9.3,14.8,3.8
1987/12/22,8.1,16.2,0.9
1987/12/23,9.5,16.8,4.5
1987/12/24,9.2,18.2,2.6
1987/12/25,10.6,19.1,3.0
1987/12/26,14.4,20.1,8.7
1987/12/27,14.8,21.0,10.3
1987/12/28,13.6,21.4,7.7
1987/12/29,15.0,17.8,10.6
1987/12/30,12.1,18.0,5.3
1987/12/31,7.0,13.3,1.7
1988/1/1,10.9,18.1,5.1
1988/1/2,12.5,17.0,8.3
1988/1/3,13.9,18.3,10.7
1988/1/4,13.9,18.7,11.0
1988/1/5,9.7,12.8,5.9
1988/1/6,7.8,14.0,2.8
1988/1/7,11.5,16.8,5.9
1988/1/8,11.7,16.4,8.9
1988/1/9,9.9,12.3,6.8
1988/1/10,5.6,7.8,2.8
1988/1/11,4.6,9.8,-0.3
1988/1/12,6.1,11.5,0.0
1988/1/13,7.6,16.1,1.0
1988/1/14,10.7,19.1,2.3
1988/1/15,13.7,17.1,11.8
1988/1/16,11.2,15.4,7.4
1988/1/17,7.9,9.3,5.5
1988/1/18,7.9,10.9,3.5
1988/1/19,8.1,11.0,3.0
1988/1/20,10.2,17.1,1.7
1988/1/21,15.4,20.0,11.6
1988/1/22,13.9,17.6,10.8
1988/1/23,6.4,11.7,2.4
1988/1/24,3.8,6.7,1.8
1988/1/25,6.1,9.6,1.7
1988/1/26,7.7,10.4,6.1
1988/1/27,8.0,13.2,3.2
1988/1/28,8.4,14.4,0.7
1988/1/29,12.0,17.4,7.1
1988/1/30,9.0,16.1,2.9
1988/1/31,6.7,10.2,1.9
1988/2/1,6.6,13.2,-0.4
1988/2/2,8.1,12.6,4.9
1988/2/3,3.2,5.8,0.6
1988/2/4,5.9,12.3,-1.7
1988/2/5,14.3,21.8,7.1
1988/2/6,9.6,14.6,5.6
1988/2/7,4.9,7.0,3.5
1988/2/8,5.3,8.5,2.8
1988/2/9,5.5,10.6,0.9
1988/2/10,5.8,11.0,2.0
1988/2/11,6.2,10.9,0.7
1988/2/12,7.9,14.5,2.0
1988/2/13,9.8,13.7,4.8
1988/2/14,8.2,10.2,4.4
1988/2/15,7.5,13.1,3.4
1988/2/16,6.4,11.1,0.8
1988/2/17,5.4,9.5,2.2
1988/2/18,4.1,7.7,1.4
1988/2/19,5.1,11.4,-1.6
1988/2/20,7.3,11.9,4.0
1988/2/21,9.6,14.6,3.3
1988/2/22,12.2,16.4,3.6
1988/2/23,16.0,19.9,14.0
1988/2/24,14.3,18.6,11.0
1988/2/25,12.2,16.4,7.3
1988/2/26,10.7,11.5,9.4
1988/2/27,11.2,11.8,10.5
1988/2/28,13.0,16.8,9.5
1988/2/29,13.2,16.1,10.9
1988/3/1,12.3,14.8,10.1
1988/3/2,10.6,14.4,7.2
1988/3/3,6.4,9.6,2.0
1988/3/4,4.6,7.8,0.6
1988/3/5,7.3,12.0,3.9
1988/3/6,7.3,11.9,2.3
1988/3/7,5.6,8.4,3.4
1988/3/8,6.0,9.9,3.3
1988/3/9,7.4,12.2,3.5
1988/3/10,8.6,15.6,1.5
1988/3/11,14.1,20.7,5.5
1988/3/12,13.7,16.6,9.2
1988/3/13,13.1,19.2,5.1
1988/3/14,17.1,23.6,12.4
1988/3/15,14.8,19.9,11.0
1988/3/16,9.2,11.6,6.8
1988/3/17,11.5,12.4,9.1
1988/3/18,10.7,14.2,7.3
1988/3/19,12.3,18.2,5.9
1988/3/20,13.1,17.4,9.8
1988/3/21,14.1,16.6,11.3
1988/3/22,14.7,17.9,11.6
1988/3/23,11.8,16.1,8.5
1988/3/24,13.0,18.1,6.1
1988/3/25,15.8,20.4,12.7
1988/3/26,13.0,15.6,8.9
1988/3/27,12.4,18.2,6.1
1988/3/28,12.7,14.7,10.7
1988/3/29,12.1,13.4,10.2
1988/3/30,11.4,12.5,10.3
1988/3/31,13.7,19.5,7.4
