ダウンロードした時刻：2019/10/10 16:09:37

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/12/1,8.3,13.1,5.0
2007/12/2,8.3,14.9,3.4
2007/12/3,9.8,13.3,7.0
2007/12/4,7.8,12.2,5.1
2007/12/5,6.1,12.0,2.4
2007/12/6,6.9,11.8,0.3
2007/12/7,9.8,14.4,5.9
2007/12/8,7.7,14.0,2.9
2007/12/9,8.0,12.8,3.8
2007/12/10,7.8,13.5,2.6
2007/12/11,9.7,11.8,7.1
2007/12/12,12.1,14.1,10.4
2007/12/13,12.2,14.8,8.3
2007/12/14,7.9,12.2,5.3
2007/12/15,7.0,12.3,2.9
2007/12/16,6.7,11.6,3.5
2007/12/17,5.9,11.4,2.1
2007/12/18,6.9,13.1,2.4
2007/12/19,7.9,12.2,4.4
2007/12/20,7.0,12.9,1.8
2007/12/21,7.8,12.3,3.5
2007/12/22,8.6,9.6,7.8
2007/12/23,10.8,14.0,8.0
2007/12/24,8.9,13.2,5.2
2007/12/25,9.9,14.8,6.4
2007/12/26,9.9,16.9,5.2
2007/12/27,8.9,14.3,3.6
2007/12/28,10.0,11.6,8.3
2007/12/29,11.1,13.2,9.4
2007/12/30,4.6,9.5,1.4
2007/12/31,2.5,6.7,1.0
2008/1/1,2.3,6.5,0.3
2008/1/2,3.0,9.6,-1.1
2008/1/3,5.2,11.2,1.4
2008/1/4,6.0,12.3,1.9
2008/1/5,6.0,13.1,1.2
2008/1/6,5.7,13.2,0.3
2008/1/7,7.4,12.4,4.4
2008/1/8,8.3,14.6,3.1
2008/1/9,8.8,14.1,4.4
2008/1/10,7.7,13.7,2.8
2008/1/11,8.3,10.0,5.9
2008/1/12,9.5,12.0,6.4
2008/1/13,6.1,9.7,4.0
2008/1/14,5.1,10.1,1.1
2008/1/15,5.9,11.7,0.2
2008/1/16,7.0,11.5,4.7
2008/1/17,4.8,8.9,1.7
2008/1/18,5.2,11.4,1.5
2008/1/19,5.5,9.6,1.8
2008/1/20,2.7,5.2,1.6
2008/1/21,4.6,7.6,2.1
2008/1/22,3.8,5.9,1.5
2008/1/23,5.5,8.1,3.4
2008/1/24,4.1,7.7,2.2
2008/1/25,3.5,7.7,1.3
2008/1/26,4.4,8.4,1.8
2008/1/27,4.2,9.4,0.7
2008/1/28,1.6,4.6,0.5
2008/1/29,3.4,6.1,1.5
2008/1/30,5.7,10.2,2.5
2008/1/31,4.7,9.6,2.0
2008/2/1,4.5,10.6,0.1
2008/2/2,3.5,5.7,1.8
2008/2/3,5.2,10.8,2.0
2008/2/4,5.0,9.3,2.1
2008/2/5,4.9,9.6,0.8
2008/2/6,4.1,9.1,1.4
2008/2/7,3.9,9.7,-0.3
2008/2/8,4.1,10.7,-0.8
2008/2/9,4.1,9.1,2.1
2008/2/10,6.2,12.5,1.5
2008/2/11,6.7,12.7,2.1
2008/2/12,5.2,10.6,0.7
2008/2/13,2.2,7.2,-0.5
2008/2/14,2.5,8.7,-2.1
2008/2/15,3.5,9.9,-0.2
2008/2/16,2.5,8.0,-1.0
2008/2/17,2.1,6.9,-0.6
2008/2/18,3.1,9.2,-1.2
2008/2/19,3.6,9.4,-0.9
2008/2/20,5.0,13.3,-1.1
2008/2/21,6.1,12.9,0.3
2008/2/22,8.0,13.7,1.9
2008/2/23,6.4,11.1,-0.7
2008/2/24,1.6,5.3,-1.0
2008/2/25,4.5,9.5,-0.9
2008/2/26,4.7,7.2,3.0
2008/2/27,4.5,8.1,1.7
2008/2/28,5.0,11.0,-0.3
2008/2/29,6.2,11.9,0.2
2008/3/1,8.7,14.3,4.0
2008/3/2,7.1,12.0,0.9
2008/3/3,7.3,10.2,4.9
2008/3/4,5.2,7.7,4.1
2008/3/5,5.0,10.9,1.7
2008/3/6,6.3,11.7,-0.1
2008/3/7,6.7,11.9,2.8
2008/3/8,7.0,13.7,1.2
2008/3/9,7.4,13.4,2.2
2008/3/10,11.7,17.6,7.9
2008/3/11,10.7,18.2,3.8
2008/3/12,12.6,19.8,7.2
2008/3/13,12.5,17.0,6.9
2008/3/14,12.0,16.0,7.2
2008/3/15,9.9,17.4,3.9
2008/3/16,11.1,17.5,5.2
2008/3/17,12.0,18.9,5.8
2008/3/18,13.0,20.4,6.9
2008/3/19,11.6,14.0,10.0
2008/3/20,11.7,16.0,8.3
2008/3/21,11.5,19.5,6.8
2008/3/22,11.9,17.8,5.5
2008/3/23,11.9,13.3,10.4
2008/3/24,12.5,17.3,8.6
2008/3/25,10.4,17.9,4.7
2008/3/26,9.0,13.5,4.6
2008/3/27,7.7,13.3,2.2
2008/3/28,10.3,17.0,5.8
2008/3/29,10.1,15.7,4.7
2008/3/30,8.3,10.0,7.5
2008/3/31,9.8,15.2,7.2
