ダウンロードした時刻：2019/10/10 16:19:44

,厳原,厳原,厳原
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,12.0,15.2,9.9
1982/12/2,12.0,16.4,5.8
1982/12/3,9.5,14.7,5.0
1982/12/4,11.7,17.7,4.6
1982/12/5,8.1,16.2,1.8
1982/12/6,3.9,7.3,0.3
1982/12/7,4.5,9.5,0.8
1982/12/8,5.2,10.2,-0.4
1982/12/9,8.7,13.7,3.7
1982/12/10,10.8,17.1,3.8
1982/12/11,11.5,18.6,6.9
1982/12/12,3.1,6.9,1.0
1982/12/13,2.4,6.0,-1.6
1982/12/14,3.8,8.1,0.1
1982/12/15,4.2,9.9,-0.1
1982/12/16,6.6,10.5,1.8
1982/12/17,5.7,8.5,2.0
1982/12/18,2.8,6.1,-0.1
1982/12/19,4.5,9.9,-1.7
1982/12/20,7.9,12.8,1.2
1982/12/21,9.0,13.0,3.9
1982/12/22,10.5,15.6,7.2
1982/12/23,7.8,10.2,5.7
1982/12/24,9.4,15.8,1.8
1982/12/25,7.7,11.2,4.3
1982/12/26,6.1,8.8,4.8
1982/12/27,6.1,9.7,2.8
1982/12/28,4.8,10.7,-1.7
1982/12/29,9.7,14.7,3.4
1982/12/30,7.1,11.8,3.3
1982/12/31,4.8,10.4,-0.2
1983/1/1,7.1,11.9,1.4
1983/1/2,7.9,11.1,5.4
1983/1/3,7.2,11.1,4.8
1983/1/4,8.6,12.2,4.4
1983/1/5,9.3,11.0,7.5
1983/1/6,10.1,13.1,6.5
1983/1/7,10.7,16.8,6.4
1983/1/8,3.5,9.5,0.2
1983/1/9,0.3,3.9,-1.3
1983/1/10,1.1,3.7,-1.5
1983/1/11,3.2,7.0,0.4
1983/1/12,4.9,8.0,0.5
1983/1/13,4.0,7.5,1.3
1983/1/14,4.8,10.3,1.0
1983/1/15,4.9,9.5,-0.5
1983/1/16,5.9,12.1,1.9
1983/1/17,6.0,8.5,1.6
1983/1/18,6.5,8.9,5.1
1983/1/19,2.9,6.4,0.4
1983/1/20,0.0,3.9,-1.9
1983/1/21,0.4,4.5,-2.8
1983/1/22,-0.4,2.7,-2.9
1983/1/23,2.6,8.4,-4.6
1983/1/24,4.6,11.3,-0.5
1983/1/25,5.8,11.2,-0.8
1983/1/26,6.3,12.9,1.3
1983/1/27,7.2,14.0,0.8
1983/1/28,8.6,13.3,2.3
1983/1/29,12.9,15.9,7.9
1983/1/30,10.1,16.0,5.7
1983/1/31,6.3,11.5,2.7
1983/2/1,8.7,11.4,3.0
1983/2/2,8.4,11.0,6.5
1983/2/3,5.3,8.7,1.5
1983/2/4,5.4,11.1,-0.1
1983/2/5,7.5,9.8,5.1
1983/2/6,9.9,13.9,5.6
1983/2/7,5.0,7.1,3.6
1983/2/8,4.9,7.5,2.8
1983/2/9,4.0,7.8,-0.5
1983/2/10,1.9,6.3,-1.2
1983/2/11,4.0,7.8,-1.0
1983/2/12,1.5,5.1,-0.6
1983/2/13,-1.3,2.7,-4.5
1983/2/14,2.6,8.3,-5.4
1983/2/15,6.3,12.5,0.1
1983/2/16,7.4,11.8,-0.5
1983/2/17,9.4,13.9,5.2
1983/2/18,-0.1,5.2,-1.9
1983/2/19,1.5,4.6,-1.3
1983/2/20,0.7,3.8,-2.1
1983/2/21,1.0,7.8,-2.8
1983/2/22,3.5,11.8,-3.1
1983/2/23,4.9,8.7,-0.2
1983/2/24,7.8,12.7,4.5
1983/2/25,5.7,10.6,1.6
1983/2/26,5.4,11.5,0.8
1983/2/27,6.0,11.8,0.3
1983/2/28,6.9,14.1,1.4
1983/3/1,9.5,11.5,4.2
1983/3/2,12.0,17.3,8.4
1983/3/3,8.1,12.9,5.5
1983/3/4,8.4,14.2,4.9
1983/3/5,4.7,9.8,1.2
1983/3/6,6.9,11.9,3.9
1983/3/7,6.7,10.8,3.4
1983/3/8,6.0,8.4,3.8
1983/3/9,7.7,10.7,3.6
1983/3/10,10.1,15.2,5.7
1983/3/11,8.9,13.5,5.0
1983/3/12,9.3,11.1,5.2
1983/3/13,7.4,12.3,3.8
1983/3/14,5.1,10.0,0.7
1983/3/15,6.8,11.8,-0.1
1983/3/16,8.8,11.0,5.7
1983/3/17,5.5,11.3,3.3
1983/3/18,6.9,11.1,3.0
1983/3/19,9.1,15.3,2.2
1983/3/20,10.3,14.2,4.8
1983/3/21,13.0,16.6,10.3
1983/3/22,13.8,17.8,10.7
1983/3/23,11.8,14.6,9.0
1983/3/24,9.6,11.1,8.3
1983/3/25,9.4,13.2,6.5
1983/3/26,10.4,12.8,8.6
1983/3/27,11.1,15.0,8.0
1983/3/28,11.6,14.8,9.7
1983/3/29,11.3,13.9,10.2
1983/3/30,10.8,11.6,10.1
1983/3/31,10.6,12.0,9.3
