ダウンロードした時刻：2019/10/10 16:10:55

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,13.9,18.9,10.6
1991/12/2,11.7,15.8,8.2
1991/12/3,10.8,15.4,6.7
1991/12/4,11.3,15.6,7.9
1991/12/5,11.6,15.7,7.0
1991/12/6,14.1,17.3,11.2
1991/12/7,12.8,17.0,9.6
1991/12/8,12.4,14.8,9.3
1991/12/9,7.8,10.7,4.9
1991/12/10,8.5,12.2,5.3
1991/12/11,10.9,14.1,7.2
1991/12/12,5.1,8.3,1.9
1991/12/13,5.3,9.7,1.6
1991/12/14,7.0,12.2,3.0
1991/12/15,6.7,8.9,3.7
1991/12/16,10.5,16.3,3.6
1991/12/17,14.5,18.0,11.9
1991/12/18,11.4,14.4,7.5
1991/12/19,7.1,11.3,4.2
1991/12/20,7.1,12.0,3.7
1991/12/21,8.9,14.4,3.3
1991/12/22,11.6,15.1,7.9
1991/12/23,13.2,16.2,11.5
1991/12/24,13.7,18.0,11.5
1991/12/25,9.2,13.2,7.1
1991/12/26,7.8,11.6,5.2
1991/12/27,6.3,7.4,4.7
1991/12/28,6.2,9.3,1.7
1991/12/29,2.3,6.0,0.7
1991/12/30,3.1,6.6,0.2
1991/12/31,5.4,9.6,1.4
1992/1/1,8.1,12.2,5.2
1992/1/2,7.2,10.7,4.2
1992/1/3,8.7,12.7,5.3
1992/1/4,6.5,10.6,3.7
1992/1/5,6.5,10.1,2.6
1992/1/6,7.3,8.9,6.6
1992/1/7,10.1,13.7,7.3
1992/1/8,9.5,13.8,5.4
1992/1/9,8.0,9.1,6.6
1992/1/10,6.5,10.4,2.2
1992/1/11,5.5,9.9,1.7
1992/1/12,7.7,12.0,3.8
1992/1/13,8.3,11.9,5.1
1992/1/14,5.4,8.4,1.9
1992/1/15,3.1,7.5,-0.2
1992/1/16,3.9,7.5,-0.2
1992/1/17,6.0,10.5,3.1
1992/1/18,3.1,6.1,1.2
1992/1/19,3.4,7.0,1.3
1992/1/20,4.2,9.1,1.1
1992/1/21,4.4,7.2,1.3
1992/1/22,6.4,10.5,3.7
1992/1/23,4.6,8.6,1.7
1992/1/24,4.9,8.7,1.3
1992/1/25,7.5,11.2,4.1
1992/1/26,8.3,12.9,4.3
1992/1/27,8.3,12.7,4.2
1992/1/28,9.2,13.0,5.9
1992/1/29,10.7,13.9,7.2
1992/1/30,8.4,11.2,6.6
1992/1/31,6.8,9.6,3.7
1992/2/1,3.1,6.9,0.2
1992/2/2,3.4,8.2,-0.5
1992/2/3,6.4,9.8,3.8
1992/2/4,8.3,12.3,3.8
1992/2/5,5.0,9.4,1.0
1992/2/6,4.9,9.8,0.1
1992/2/7,6.8,10.3,4.1
1992/2/8,4.9,9.0,2.2
1992/2/9,3.8,8.0,1.5
1992/2/10,5.1,9.3,0.8
1992/2/11,4.4,8.2,1.4
1992/2/12,5.2,9.0,0.4
1992/2/13,7.3,11.1,3.5
1992/2/14,6.2,8.7,2.6
1992/2/15,6.6,8.7,3.8
1992/2/16,6.2,10.9,3.4
1992/2/17,4.7,8.0,1.2
1992/2/18,6.3,10.7,1.9
1992/2/19,5.7,8.5,3.3
1992/2/20,4.6,7.0,2.3
1992/2/21,2.5,7.0,-0.4
1992/2/22,2.3,5.8,-0.3
1992/2/23,5.0,9.3,-0.1
1992/2/24,5.2,9.1,2.5
1992/2/25,3.6,8.6,1.3
1992/2/26,4.6,10.4,-0.5
1992/2/27,8.6,14.8,2.7
1992/2/28,11.1,15.5,5.8
1992/2/29,14.1,16.7,11.5
1992/3/1,14.8,18.6,9.7
1992/3/2,7.6,10.3,3.2
1992/3/3,5.9,10.9,3.3
1992/3/4,7.6,11.8,2.2
1992/3/5,10.5,12.8,8.1
1992/3/6,7.4,11.6,4.0
1992/3/7,6.0,10.9,2.4
1992/3/8,6.9,12.7,1.7
1992/3/9,10.5,15.4,4.8
1992/3/10,11.7,17.0,9.1
1992/3/11,10.1,14.9,5.6
1992/3/12,11.5,18.1,5.8
1992/3/13,12.2,17.6,7.6
1992/3/14,14.1,19.0,7.3
1992/3/15,14.9,16.7,11.6
1992/3/16,10.0,12.4,7.2
1992/3/17,7.1,10.1,3.7
1992/3/18,8.1,10.8,6.5
1992/3/19,8.9,11.5,5.0
1992/3/20,9.3,12.7,7.3
1992/3/21,6.6,10.7,3.2
1992/3/22,6.8,12.5,1.8
1992/3/23,9.1,12.3,3.8
1992/3/24,11.8,14.4,10.5
1992/3/25,12.3,16.2,10.0
1992/3/26,10.1,11.4,9.2
1992/3/27,8.9,12.0,6.9
1992/3/28,11.0,14.8,7.2
1992/3/29,13.1,14.7,11.6
1992/3/30,13.3,18.4,8.7
1992/3/31,12.3,19.1,6.3
