ダウンロードした時刻：2019/10/10 15:43:43

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,1.4,2.9,0.6
1996/12/2,3.9,6.9,0.5
1996/12/3,3.7,6.0,1.9
1996/12/4,4.5,6.9,2.1
1996/12/5,9.1,12.9,4.8
1996/12/6,4.3,8.6,1.3
1996/12/7,2.3,4.5,0.7
1996/12/8,3.3,5.4,0.6
1996/12/9,5.1,6.6,3.6
1996/12/10,6.9,10.8,4.1
1996/12/11,7.8,10.5,5.3
1996/12/12,7.8,10.1,6.7
1996/12/13,6.6,8.4,3.9
1996/12/14,8.3,14.6,2.9
1996/12/15,7.3,9.9,2.5
1996/12/16,8.1,14.0,1.8
1996/12/17,10.3,13.7,7.4
1996/12/18,7.1,10.7,3.5
1996/12/19,2.9,5.6,0.8
1996/12/20,1.5,3.3,0.3
1996/12/21,3.3,5.0,1.6
1996/12/22,6.0,10.2,2.6
1996/12/23,4.9,8.3,1.7
1996/12/24,6.2,10.0,2.1
1996/12/25,7.6,11.3,5.1
1996/12/26,4.5,6.3,3.1
1996/12/27,4.2,7.6,1.4
1996/12/28,4.7,8.3,1.3
1996/12/29,6.1,8.9,3.5
1996/12/30,7.7,10.3,5.6
1996/12/31,6.2,10.5,1.7
1997/1/1,9.5,15.3,4.8
1997/1/2,6.6,12.8,2.3
1997/1/3,3.3,4.8,1.8
1997/1/4,3.3,5.2,1.5
1997/1/5,3.6,5.8,1.1
1997/1/6,6.5,10.9,3.0
1997/1/7,5.7,8.0,3.4
1997/1/8,2.9,5.0,0.9
1997/1/9,2.6,4.9,1.7
1997/1/10,2.9,4.7,1.4
1997/1/11,3.6,6.9,1.3
1997/1/12,3.1,6.1,1.2
1997/1/13,4.4,9.1,1.7
1997/1/14,3.8,9.9,-0.1
1997/1/15,2.9,4.9,1.2
1997/1/16,3.0,6.8,0.9
1997/1/17,4.5,9.6,1.0
1997/1/18,4.2,7.0,2.5
1997/1/19,2.6,4.4,1.6
1997/1/20,4.0,7.5,0.7
1997/1/21,1.0,5.0,-2.3
1997/1/22,0.3,3.0,-3.8
1997/1/23,3.1,5.7,0.9
1997/1/24,2.5,5.8,0.1
1997/1/25,1.0,2.7,-0.4
1997/1/26,2.6,4.5,0.8
1997/1/27,3.5,8.4,-0.7
1997/1/28,3.1,5.0,0.8
1997/1/29,2.7,4.5,0.5
1997/1/30,1.8,4.0,-1.0
1997/1/31,2.5,5.3,0.6
1997/2/1,3.1,6.4,0.5
1997/2/2,2.8,5.8,0.0
1997/2/3,2.9,6.4,0.7
1997/2/4,2.8,5.2,-0.3
1997/2/5,3.3,6.3,0.8
1997/2/6,3.2,8.6,-0.3
1997/2/7,3.6,7.0,0.8
1997/2/8,2.7,6.8,-0.2
1997/2/9,4.1,8.0,1.3
1997/2/10,3.3,7.1,1.3
1997/2/11,3.5,8.4,-0.4
1997/2/12,2.4,4.8,0.4
1997/2/13,1.9,4.3,-0.9
1997/2/14,2.7,6.9,-0.3
1997/2/15,5.1,10.0,0.8
1997/2/16,5.9,9.3,3.5
1997/2/17,3.4,5.2,2.0
1997/2/18,2.2,6.3,0.2
1997/2/19,1.8,5.1,-1.7
1997/2/20,5.4,8.8,1.7
1997/2/21,1.1,5.4,-3.3
1997/2/22,-1.3,1.5,-3.9
1997/2/23,2.5,6.2,-0.4
1997/2/24,4.0,9.9,-0.9
1997/2/25,6.6,14.1,0.1
1997/2/26,6.9,9.9,3.9
1997/2/27,4.3,8.2,1.1
1997/2/28,7.6,15.5,-1.2
1997/3/1,6.7,10.4,1.9
1997/3/2,4.2,8.9,0.8
1997/3/3,1.4,4.7,-1.3
1997/3/4,2.4,6.5,-1.6
1997/3/5,6.2,11.8,1.7
1997/3/6,9.4,16.3,2.0
1997/3/7,9.4,11.9,5.7
1997/3/8,5.3,9.4,1.4
1997/3/9,4.7,8.0,3.1
1997/3/10,5.7,9.0,1.1
1997/3/11,6.7,10.3,3.3
1997/3/12,4.8,8.2,1.7
1997/3/13,5.7,11.3,0.3
1997/3/14,8.0,12.6,4.1
1997/3/15,7.3,8.4,6.0
1997/3/16,4.7,6.0,3.3
1997/3/17,5.0,8.2,3.7
1997/3/18,4.6,9.3,0.5
1997/3/19,5.0,9.9,-0.3
1997/3/20,6.0,10.2,2.4
1997/3/21,8.9,15.8,-0.3
1997/3/22,7.3,10.4,5.2
1997/3/23,5.6,9.4,2.9
1997/3/24,3.4,6.2,0.5
1997/3/25,8.1,13.1,2.5
1997/3/26,8.7,10.7,7.4
1997/3/27,7.8,9.8,5.1
1997/3/28,8.7,14.7,2.1
1997/3/29,11.4,15.7,5.6
1997/3/30,8.2,14.6,3.3
1997/3/31,5.5,10.0,2.3
