ダウンロードした時刻：2019/10/10 15:36:06

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,4.9,8.0,3.5
1986/12/2,3.0,5.8,-0.4
1986/12/3,3.3,7.9,-1.7
1986/12/4,6.7,8.4,4.7
1986/12/5,4.4,6.3,3.0
1986/12/6,4.7,7.6,0.7
1986/12/7,5.6,10.8,2.9
1986/12/8,5.7,7.7,3.7
1986/12/9,8.0,11.6,1.8
1986/12/10,6.7,11.7,0.4
1986/12/11,5.1,7.8,2.5
1986/12/12,5.3,8.9,2.9
1986/12/13,3.0,7.2,-0.9
1986/12/14,2.9,7.6,-1.2
1986/12/15,4.3,7.9,1.7
1986/12/16,1.9,3.6,1.4
1986/12/17,-0.6,3.1,-3.6
1986/12/18,1.6,5.8,-4.3
1986/12/19,8.1,12.8,4.2
1986/12/20,1.4,4.4,-0.9
1986/12/21,3.8,7.0,1.0
1986/12/22,-1.3,2.3,-3.4
1986/12/23,5.7,8.3,0.6
1986/12/24,5.1,8.9,-0.1
1986/12/25,3.6,7.3,-1.4
1986/12/26,-0.8,3.9,-3.8
1986/12/27,-2.2,-0.2,-3.9
1986/12/28,-1.6,2.3,-5.4
1986/12/29,-0.4,0.9,-2.8
1986/12/30,0.4,1.6,-1.6
1986/12/31,2.9,8.1,-1.0
1987/1/1,-1.8,3.5,-4.2
1987/1/2,-2.1,-0.3,-4.1
1987/1/3,2.2,6.8,-1.6
1987/1/4,-3.0,1.7,-4.8
1987/1/5,-2.6,-0.1,-4.7
1987/1/6,-2.0,1.3,-5.9
1987/1/7,-0.2,2.5,-2.6
1987/1/8,2.4,5.3,-0.7
1987/1/9,-1.6,4.9,-4.9
1987/1/10,-5.0,-3.3,-6.8
1987/1/11,-2.4,-1.3,-4.8
1987/1/12,-0.3,2.3,-4.5
1987/1/13,0.4,2.3,-1.2
1987/1/14,-1.1,2.8,-3.9
1987/1/15,0.2,1.8,-2.5
1987/1/16,1.1,3.9,-2.0
1987/1/17,4.3,7.6,0.8
1987/1/18,-0.1,1.1,-1.5
1987/1/19,-2.5,-0.6,-4.4
1987/1/20,-4.8,-3.1,-6.0
1987/1/21,-1.9,0.8,-4.9
1987/1/22,1.4,3.5,-0.2
1987/1/23,0.5,3.6,-3.3
1987/1/24,2.1,5.3,-1.8
1987/1/25,-3.1,-0.5,-5.2
1987/1/26,-2.2,-0.3,-4.8
1987/1/27,0.5,2.1,-1.2
1987/1/28,3.1,4.8,1.1
1987/1/29,4.4,8.6,-0.5
1987/1/30,1.0,8.6,-3.1
1987/1/31,-3.3,-1.8,-5.6
1987/2/1,-4.0,-2.4,-5.9
1987/2/2,-1.7,1.4,-6.9
1987/2/3,-1.7,0.7,-3.7
1987/2/4,0.0,2.7,-2.7
1987/2/5,0.6,2.9,-1.2
1987/2/6,1.4,3.7,-0.6
1987/2/7,3.7,9.0,-0.8
1987/2/8,2.6,5.7,-1.7
1987/2/9,4.1,9.3,-2.9
1987/2/10,7.2,10.9,-0.1
1987/2/11,9.2,10.9,5.9
1987/2/12,0.4,5.9,-2.5
1987/2/13,-1.2,1.0,-2.5
1987/2/14,0.0,4.0,-3.9
1987/2/15,-3.5,-1.9,-4.5
1987/2/16,-3.5,-2.4,-5.1
1987/2/17,-1.6,1.0,-3.6
1987/2/18,-1.2,3.4,-4.4
1987/2/19,-3.3,-1.4,-4.5
1987/2/20,-2.8,-0.7,-4.7
1987/2/21,-1.5,0.8,-5.0
1987/2/22,0.1,6.1,-6.7
1987/2/23,2.6,6.8,0.2
1987/2/24,4.9,7.8,0.2
1987/2/25,0.4,6.4,-3.7
1987/2/26,-2.2,-0.3,-4.2
1987/2/27,-2.1,-1.0,-4.1
1987/2/28,-1.4,0.4,-3.1
1987/3/1,-1.4,2.0,-3.0
1987/3/2,-2.0,1.4,-7.2
1987/3/3,2.5,5.5,-1.1
1987/3/4,3.7,6.1,1.8
1987/3/5,4.7,9.5,1.3
1987/3/6,-2.1,1.4,-4.4
1987/3/7,-0.6,1.7,-3.7
1987/3/8,1.3,4.3,-3.2
1987/3/9,0.8,3.0,-2.1
1987/3/10,-0.3,2.1,-2.2
1987/3/11,0.3,4.1,-3.3
1987/3/12,1.7,5.7,-2.0
1987/3/13,5.1,8.9,-2.3
1987/3/14,5.8,8.7,1.6
1987/3/15,1.0,3.7,-1.4
1987/3/16,0.3,1.5,-2.1
1987/3/17,3.0,6.4,-0.6
1987/3/18,4.9,9.8,1.0
1987/3/19,5.6,9.4,0.9
1987/3/20,3.9,7.3,1.2
1987/3/21,5.6,10.7,1.2
1987/3/22,6.9,12.6,0.6
1987/3/23,8.1,10.9,5.6
1987/3/24,9.5,13.5,5.5
1987/3/25,3.5,7.0,-0.8
1987/3/26,1.1,3.2,-1.0
1987/3/27,2.0,6.2,0.1
1987/3/28,5.1,10.2,0.5
1987/3/29,5.9,12.4,-0.1
1987/3/30,7.0,14.3,-0.6
1987/3/31,1.3,8.4,-0.7
