ダウンロードした時刻：2019/10/10 16:03:16

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,5.6,9.1,1.7
1981/12/2,2.5,3.9,0.5
1981/12/3,4.5,9.7,-1.0
1981/12/4,5.0,12.5,-1.7
1981/12/5,8.4,12.9,3.2
1981/12/6,6.8,11.2,3.6
1981/12/7,5.7,8.0,4.6
1981/12/8,6.3,9.7,3.5
1981/12/9,7.3,10.7,4.5
1981/12/10,5.8,11.4,0.3
1981/12/11,6.6,13.5,-1.3
1981/12/12,9.3,13.1,4.7
1981/12/13,6.6,7.7,4.7
1981/12/14,3.4,5.1,1.2
1981/12/15,3.8,5.7,1.6
1981/12/16,4.1,6.6,2.1
1981/12/17,4.2,10.6,-0.5
1981/12/18,5.0,11.5,-1.7
1981/12/19,6.0,8.6,4.2
1981/12/20,6.0,8.7,1.6
1981/12/21,7.9,11.4,4.4
1981/12/22,10.9,14.1,7.7
1981/12/23,9.7,13.1,7.4
1981/12/24,5.3,8.4,3.6
1981/12/25,5.1,9.8,-1.0
1981/12/26,9.0,14.2,3.1
1981/12/27,9.3,16.4,4.2
1981/12/28,8.6,16.3,2.8
1981/12/29,7.3,17.4,1.9
1981/12/30,6.2,7.5,4.2
1981/12/31,6.1,9.0,4.0
1982/1/1,4.5,6.2,3.5
1982/1/2,5.0,8.4,3.4
1982/1/3,4.6,9.9,-1.0
1982/1/4,10.4,14.5,4.9
1982/1/5,6.0,11.6,4.5
1982/1/6,5.2,9.5,-0.2
1982/1/7,2.1,6.3,-1.6
1982/1/8,3.3,8.5,-1.6
1982/1/9,7.2,10.3,5.7
1982/1/10,5.5,11.5,2.5
1982/1/11,8.5,15.6,-0.8
1982/1/12,7.9,13.9,4.3
1982/1/13,2.9,4.9,0.3
1982/1/14,3.2,4.6,2.3
1982/1/15,2.6,4.7,1.1
1982/1/16,1.3,5.6,-0.2
1982/1/17,0.3,3.4,-2.8
1982/1/18,1.6,3.4,-2.7
1982/1/19,0.2,2.2,-1.3
1982/1/20,2.1,3.6,0.0
1982/1/21,3.8,7.3,-1.1
1982/1/22,4.5,9.7,1.6
1982/1/23,4.8,8.2,-0.2
1982/1/24,4.7,9.3,-1.1
1982/1/25,4.6,9.0,3.1
1982/1/26,4.3,8.0,0.9
1982/1/27,3.4,6.3,0.7
1982/1/28,-0.5,1.8,-2.5
1982/1/29,-1.6,0.2,-3.6
1982/1/30,-0.2,2.0,-1.9
1982/1/31,1.2,5.2,-2.2
1982/2/1,1.9,4.5,0.3
1982/2/2,1.4,4.3,-0.8
1982/2/3,3.1,7.8,-1.5
1982/2/4,2.4,3.6,1.7
1982/2/5,2.2,4.6,0.7
1982/2/6,2.5,5.3,-1.2
1982/2/7,0.7,2.8,-0.3
1982/2/8,1.1,3.0,-0.5
1982/2/9,2.8,6.3,-0.8
1982/2/10,3.5,6.7,0.9
1982/2/11,3.8,10.2,-1.1
1982/2/12,4.7,10.8,-0.6
1982/2/13,3.7,9.9,0.5
1982/2/14,2.9,5.8,1.4
1982/2/15,2.9,8.8,-2.0
1982/2/16,4.8,12.3,-0.9
1982/2/17,4.2,9.9,-0.1
1982/2/18,5.6,12.6,-0.3
1982/2/19,8.0,10.9,4.2
1982/2/20,9.4,10.5,7.8
1982/2/21,6.5,9.2,2.7
1982/2/22,6.8,12.7,2.3
1982/2/23,6.9,11.8,3.2
1982/2/24,5.1,6.6,3.5
1982/2/25,4.4,9.4,1.2
1982/2/26,2.4,8.3,-2.4
1982/2/27,4.8,11.8,-3.2
1982/2/28,6.3,13.7,-0.2
1982/3/1,5.0,6.0,3.9
1982/3/2,4.1,6.8,1.9
1982/3/3,5.0,10.5,-1.4
1982/3/4,8.4,15.4,-0.3
1982/3/5,9.2,14.4,6.7
1982/3/6,6.7,9.9,5.5
1982/3/7,1.5,6.1,0.2
1982/3/8,3.2,8.0,-0.3
1982/3/9,5.9,12.0,-0.6
1982/3/10,7.2,15.0,-1.7
1982/3/11,9.4,16.0,2.3
1982/3/12,8.5,14.5,4.1
1982/3/13,8.4,13.9,4.8
1982/3/14,9.7,15.7,3.0
1982/3/15,13.2,19.1,10.0
1982/3/16,11.2,16.7,7.7
1982/3/17,8.5,12.3,7.0
1982/3/18,8.1,13.0,3.1
1982/3/19,7.8,11.8,2.3
1982/3/20,9.6,11.2,6.8
1982/3/21,9.9,14.8,5.3
1982/3/22,10.9,19.1,3.5
1982/3/23,12.0,18.2,5.4
1982/3/24,6.4,10.7,3.8
1982/3/25,3.8,7.8,-0.3
1982/3/26,4.1,10.4,-1.2
1982/3/27,6.1,13.4,-1.6
1982/3/28,7.3,12.9,2.7
1982/3/29,8.3,17.2,-0.3
1982/3/30,14.2,22.5,4.1
1982/3/31,9.7,15.7,3.4
