ダウンロードした時刻：2019/10/10 16:17:23

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,7.1,11.9,2.8
1987/12/2,4.1,10.0,0.2
1987/12/3,4.8,10.6,-0.7
1987/12/4,5.2,10.2,1.9
1987/12/5,4.9,7.1,1.4
1987/12/6,7.2,13.1,2.6
1987/12/7,6.6,12.0,1.8
1987/12/8,7.5,14.2,1.0
1987/12/9,9.6,10.8,8.0
1987/12/10,10.1,16.1,5.3
1987/12/11,10.0,13.8,7.0
1987/12/12,10.0,16.1,5.4
1987/12/13,8.4,13.4,4.3
1987/12/14,7.4,14.7,2.2
1987/12/15,8.5,14.2,3.2
1987/12/16,8.8,15.3,3.0
1987/12/17,6.7,14.1,0.1
1987/12/18,7.6,14.8,2.0
1987/12/19,8.3,16.0,2.6
1987/12/20,8.3,16.4,2.2
1987/12/21,7.7,14.5,3.1
1987/12/22,6.6,13.5,1.0
1987/12/23,8.0,16.3,2.1
1987/12/24,7.9,16.6,1.6
1987/12/25,9.1,17.7,2.5
1987/12/26,10.8,19.7,4.5
1987/12/27,11.1,19.5,5.1
1987/12/28,10.4,19.3,2.9
1987/12/29,11.6,20.1,4.8
1987/12/30,11.4,19.3,6.1
1987/12/31,6.9,14.1,2.1
1988/1/1,9.0,16.1,2.3
1988/1/2,11.2,16.4,6.3
1988/1/3,11.1,17.1,7.7
1988/1/4,11.1,13.7,8.8
1988/1/5,8.9,11.7,6.9
1988/1/6,7.3,13.5,3.0
1988/1/7,6.9,9.2,2.5
1988/1/8,9.7,15.5,5.1
1988/1/9,6.8,12.5,2.5
1988/1/10,3.5,8.5,-0.4
1988/1/11,2.8,9.7,-2.5
1988/1/12,4.5,10.8,-1.2
1988/1/13,6.1,14.7,-0.5
1988/1/14,8.2,16.7,0.8
1988/1/15,9.4,12.1,5.7
1988/1/16,10.2,17.5,5.5
1988/1/17,6.8,13.5,2.0
1988/1/18,5.8,11.1,0.5
1988/1/19,6.2,9.8,2.1
1988/1/20,7.4,15.0,0.9
1988/1/21,8.3,12.8,3.4
1988/1/22,12.7,19.2,8.3
1988/1/23,6.4,13.5,1.9
1988/1/24,2.3,8.1,-2.4
1988/1/25,3.3,8.7,-1.8
1988/1/26,6.7,12.7,1.5
1988/1/27,6.7,13.5,2.5
1988/1/28,5.7,13.0,-0.7
1988/1/29,9.5,18.8,3.7
1988/1/30,8.6,15.3,2.0
1988/1/31,6.4,10.6,2.0
1988/2/1,5.1,11.5,-1.1
1988/2/2,6.7,13.0,2.6
1988/2/3,1.1,5.0,-2.3
1988/2/4,2.1,8.9,-4.7
1988/2/5,8.8,17.1,1.4
1988/2/6,10.3,15.8,4.4
1988/2/7,2.8,8.2,-0.9
1988/2/8,2.7,9.7,-3.1
1988/2/9,3.5,11.3,-2.6
1988/2/10,4.1,9.7,-0.3
1988/2/11,5.2,10.8,-1.1
1988/2/12,7.0,13.2,1.4
1988/2/13,7.1,14.2,1.6
1988/2/14,6.0,11.5,2.2
1988/2/15,6.3,12.8,2.1
1988/2/16,5.5,12.3,-0.6
1988/2/17,6.0,11.5,2.7
1988/2/18,3.7,8.9,-0.3
1988/2/19,4.6,10.3,-1.3
1988/2/20,7.3,12.8,0.6
1988/2/21,6.8,11.0,2.6
1988/2/22,6.3,11.4,-1.7
1988/2/23,9.8,12.9,7.1
1988/2/24,11.0,17.7,7.2
1988/2/25,10.9,16.8,5.5
1988/2/26,7.1,9.0,5.3
1988/2/27,7.2,9.0,6.1
1988/2/28,8.6,15.0,1.7
1988/2/29,7.0,8.6,4.3
1988/3/1,10.8,13.1,8.1
1988/3/2,10.2,16.8,5.7
1988/3/3,6.2,12.0,1.0
1988/3/4,4.3,10.1,-0.6
1988/3/5,4.6,8.7,0.7
1988/3/6,7.5,13.8,1.9
1988/3/7,5.4,10.7,0.7
1988/3/8,4.3,11.0,-2.2
1988/3/9,6.4,12.7,0.7
1988/3/10,7.8,15.4,0.3
1988/3/11,9.9,16.9,3.6
1988/3/12,14.0,20.2,7.6
1988/3/13,11.6,17.6,4.4
1988/3/14,12.8,14.5,10.8
1988/3/15,12.3,16.4,6.7
1988/3/16,7.1,10.1,2.8
1988/3/17,8.0,9.7,5.3
1988/3/18,9.9,15.9,6.1
1988/3/19,10.5,17.2,3.7
1988/3/20,12.5,19.3,8.0
1988/3/21,10.1,11.4,7.7
1988/3/22,14.5,21.0,10.4
1988/3/23,11.3,16.6,7.2
1988/3/24,11.5,16.8,4.2
1988/3/25,11.1,12.3,9.4
1988/3/26,11.3,14.1,9.0
1988/3/27,9.4,14.7,4.8
1988/3/28,9.8,16.7,3.6
1988/3/29,11.5,15.9,5.7
1988/3/30,9.8,11.7,8.1
1988/3/31,12.2,17.5,7.5
