ダウンロードした時刻：2019/10/10 15:45:08

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,7.2,9.1,5.5
1986/12/2,6.4,10.1,2.6
1986/12/3,6.2,10.0,0.8
1986/12/4,8.0,12.8,5.6
1986/12/5,6.2,9.9,4.0
1986/12/6,9.1,14.3,2.7
1986/12/7,8.3,13.1,3.9
1986/12/8,6.0,10.6,3.1
1986/12/9,5.3,11.1,1.0
1986/12/10,8.5,14.5,-0.8
1986/12/11,7.9,12.1,2.9
1986/12/12,8.9,15.5,1.8
1986/12/13,8.9,12.1,4.5
1986/12/14,8.0,11.2,3.6
1986/12/15,7.1,11.2,3.6
1986/12/16,5.2,8.4,2.8
1986/12/17,5.3,10.1,2.0
1986/12/18,9.9,17.5,-0.5
1986/12/19,10.1,16.8,5.8
1986/12/20,2.5,5.9,0.4
1986/12/21,5.7,11.8,0.4
1986/12/22,2.0,4.7,-0.4
1986/12/23,3.8,9.0,-1.8
1986/12/24,7.7,11.7,5.3
1986/12/25,7.2,8.8,4.3
1986/12/26,4.0,7.2,2.1
1986/12/27,2.4,3.9,1.2
1986/12/28,2.2,6.2,0.3
1986/12/29,1.1,2.7,-0.9
1986/12/30,4.7,7.5,1.6
1986/12/31,9.7,13.8,6.9
1987/1/1,2.1,7.9,0.4
1987/1/2,2.6,6.9,0.4
1987/1/3,8.2,12.5,5.1
1987/1/4,2.6,5.3,0.6
1987/1/5,2.0,3.7,0.1
1987/1/6,3.3,7.3,0.1
1987/1/7,5.9,10.2,-0.4
1987/1/8,7.1,10.5,4.8
1987/1/9,3.2,6.2,0.3
1987/1/10,-1.3,0.5,-3.7
1987/1/11,-2.2,1.2,-4.9
1987/1/12,2.0,5.2,-5.7
1987/1/13,1.1,4.6,-1.3
1987/1/14,1.2,3.8,-2.0
1987/1/15,4.2,7.7,1.6
1987/1/16,8.3,13.0,3.7
1987/1/17,7.1,12.8,3.1
1987/1/18,0.9,3.3,0.3
1987/1/19,1.3,4.2,-0.9
1987/1/20,-2.1,-0.1,-5.0
1987/1/21,-1.0,4.8,-5.0
1987/1/22,2.0,8.5,-2.4
1987/1/23,10.5,14.7,0.8
1987/1/24,4.0,9.3,0.4
1987/1/25,-1.2,1.6,-3.3
1987/1/26,-0.5,2.1,-3.2
1987/1/27,1.5,5.3,-0.5
1987/1/28,4.3,7.9,1.6
1987/1/29,8.7,13.1,2.7
1987/1/30,4.5,9.1,0.6
1987/1/31,0.0,1.0,-1.4
1987/2/1,-1.6,2.6,-4.6
1987/2/2,-0.6,5.6,-5.8
1987/2/3,1.8,4.0,-0.1
1987/2/4,0.6,2.7,-0.8
1987/2/5,3.6,7.2,0.4
1987/2/6,5.0,9.1,1.6
1987/2/7,7.2,12.6,4.4
1987/2/8,5.5,9.5,1.3
1987/2/9,8.4,15.7,0.1
1987/2/10,11.7,18.7,5.4
1987/2/11,15.6,19.1,10.4
1987/2/12,5.9,15.7,3.5
1987/2/13,4.0,9.8,1.9
1987/2/14,5.4,11.4,1.5
1987/2/15,1.7,4.8,0.1
1987/2/16,0.5,1.8,-1.1
1987/2/17,-0.1,2.5,-2.8
1987/2/18,2.3,5.2,0.2
1987/2/19,0.8,3.3,-0.7
1987/2/20,1.1,4.8,-1.6
1987/2/21,1.3,4.8,-2.6
1987/2/22,3.0,8.6,-2.4
1987/2/23,6.8,12.9,0.7
1987/2/24,9.3,16.3,3.6
1987/2/25,0.2,6.4,-2.0
1987/2/26,-1.4,-0.3,-2.3
1987/2/27,-0.8,0.9,-2.4
1987/2/28,0.2,2.2,-1.5
1987/3/1,-0.4,0.9,-2.1
1987/3/2,-0.6,3.7,-3.0
1987/3/3,2.8,6.1,-1.6
1987/3/4,6.5,12.2,2.9
1987/3/5,9.1,13.0,5.7
1987/3/6,4.4,12.1,1.0
1987/3/7,0.5,2.6,-0.8
1987/3/8,2.5,5.4,0.3
1987/3/9,4.0,8.3,1.0
1987/3/10,2.1,4.6,-1.1
1987/3/11,3.2,7.0,0.4
1987/3/12,5.2,10.8,0.4
1987/3/13,9.4,13.8,0.3
1987/3/14,9.6,14.6,5.4
1987/3/15,5.2,8.3,3.4
1987/3/16,3.9,9.0,0.7
1987/3/17,4.3,7.3,-0.4
1987/3/18,7.1,12.1,2.9
1987/3/19,7.9,10.9,3.8
1987/3/20,7.6,8.8,4.4
1987/3/21,7.0,11.8,1.1
1987/3/22,8.9,12.1,4.3
1987/3/23,10.3,12.5,8.5
1987/3/24,10.5,14.0,8.2
1987/3/25,4.0,10.8,-0.4
1987/3/26,2.4,6.9,-0.9
1987/3/27,5.8,12.2,0.6
1987/3/28,7.0,12.0,1.6
1987/3/29,8.1,14.3,2.7
1987/3/30,11.6,19.4,2.8
1987/3/31,3.1,11.3,-0.1
