ダウンロードした時刻：2019/10/10 15:38:14

,酒田,酒田,酒田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,4.4,6.6,1.5
1983/12/2,9.9,12.7,6.3
1983/12/3,4.2,9.8,1.2
1983/12/4,2.9,4.7,0.1
1983/12/5,4.5,6.3,2.4
1983/12/6,3.6,5.0,0.7
1983/12/7,6.2,8.0,2.7
1983/12/8,6.6,8.6,3.9
1983/12/9,6.6,9.2,4.3
1983/12/10,7.2,10.3,3.1
1983/12/11,7.9,10.9,5.5
1983/12/12,3.6,6.6,1.5
1983/12/13,6.2,9.7,1.5
1983/12/14,3.6,9.5,-0.9
1983/12/15,0.4,3.0,-1.1
1983/12/16,-0.5,1.3,-2.2
1983/12/17,-2.6,-0.2,-4.1
1983/12/18,-0.1,2.0,-3.7
1983/12/19,0.9,2.9,-1.0
1983/12/20,1.0,2.7,-2.6
1983/12/21,2.4,6.5,-1.2
1983/12/22,2.7,8.9,-1.5
1983/12/23,2.7,7.2,-0.3
1983/12/24,0.1,2.4,-2.3
1983/12/25,0.5,2.2,-1.9
1983/12/26,0.9,2.7,-0.8
1983/12/27,0.2,1.9,-1.6
1983/12/28,-1.0,2.4,-5.2
1983/12/29,-1.0,1.2,-5.8
1983/12/30,-2.3,1.4,-7.5
1983/12/31,-1.3,3.3,-7.6
1984/1/1,1.9,3.2,0.5
1984/1/2,0.8,2.1,-2.3
1984/1/3,0.0,2.7,-4.2
1984/1/4,1.6,4.0,0.3
1984/1/5,-0.4,2.8,-3.2
1984/1/6,0.5,1.9,-3.9
1984/1/7,-0.5,0.4,-1.9
1984/1/8,-1.0,2.9,-3.5
1984/1/9,0.4,2.6,-1.3
1984/1/10,1.6,4.7,-0.6
1984/1/11,-0.8,1.9,-2.8
1984/1/12,-0.4,0.9,-2.4
1984/1/13,0.2,2.7,-3.1
1984/1/14,-0.4,5.3,-6.3
1984/1/15,0.4,5.6,-3.2
1984/1/16,-4.2,-2.8,-5.9
1984/1/17,-4.2,-3.0,-5.6
1984/1/18,-2.5,-1.6,-4.5
1984/1/19,-2.0,-0.2,-2.9
1984/1/20,-1.7,-0.5,-2.6
1984/1/21,-0.9,0.8,-3.6
1984/1/22,1.1,2.2,-0.5
1984/1/23,1.3,3.8,-1.8
1984/1/24,-0.1,0.9,-1.0
1984/1/25,-0.6,0.9,-3.3
1984/1/26,-1.2,1.4,-3.4
1984/1/27,-1.6,1.4,-6.8
1984/1/28,-1.3,2.5,-4.8
1984/1/29,-0.4,2.1,-2.4
1984/1/30,-0.8,0.5,-3.0
1984/1/31,-1.0,1.1,-2.6
1984/2/1,-1.0,3.4,-7.6
1984/2/2,1.1,4.9,-1.5
1984/2/3,-3.2,-0.8,-6.0
1984/2/4,-4.1,-2.8,-6.1
1984/2/5,-3.4,-1.4,-5.0
1984/2/6,-5.6,-3.4,-7.5
1984/2/7,-5.0,-3.9,-7.3
1984/2/8,-3.6,-2.1,-5.6
1984/2/9,-2.6,-0.4,-5.5
1984/2/10,-1.0,1.4,-3.4
1984/2/11,0.7,2.0,-1.5
1984/2/12,-2.0,1.7,-6.9
1984/2/13,0.8,4.6,-1.8
1984/2/14,0.3,2.1,-1.8
1984/2/15,-2.9,0.0,-7.2
1984/2/16,-2.0,-0.4,-6.8
1984/2/17,-2.7,-0.7,-5.7
1984/2/18,-2.9,0.3,-7.9
1984/2/19,-0.9,0.2,-3.3
1984/2/20,1.2,3.6,-0.7
1984/2/21,2.2,3.7,0.1
1984/2/22,0.0,3.1,-3.5
1984/2/23,0.2,2.2,-2.9
1984/2/24,2.0,3.4,0.0
1984/2/25,0.9,3.2,-2.6
1984/2/26,0.9,2.4,-1.4
1984/2/27,2.5,5.1,0.3
1984/2/28,-0.9,1.5,-3.0
1984/2/29,-1.6,0.3,-3.2
1984/3/1,-1.4,1.1,-4.0
1984/3/2,0.0,3.4,-5.7
1984/3/3,0.2,3.4,-5.8
1984/3/4,-2.3,3.4,-9.9
1984/3/5,-0.3,1.8,-3.3
1984/3/6,1.2,3.2,-2.4
1984/3/7,0.8,3.2,-1.1
1984/3/8,1.3,3.8,-0.1
1984/3/9,1.0,4.2,-3.3
1984/3/10,0.9,3.7,-4.2
1984/3/11,0.7,2.2,-0.2
1984/3/12,-0.4,1.1,-1.7
1984/3/13,0.4,2.5,-2.2
1984/3/14,-0.3,4.1,-5.4
1984/3/15,-0.5,5.8,-7.5
1984/3/16,2.4,4.5,-3.2
1984/3/17,3.2,6.7,1.4
1984/3/18,2.7,3.8,1.2
1984/3/19,2.8,4.9,1.3
1984/3/20,2.0,3.9,0.0
1984/3/21,1.8,4.4,0.2
1984/3/22,1.0,3.3,-0.6
1984/3/23,-1.0,1.6,-6.6
1984/3/24,0.5,4.0,-6.9
1984/3/25,4.7,6.9,0.4
1984/3/26,1.6,4.1,-0.8
1984/3/27,0.8,3.5,-1.5
1984/3/28,0.5,4.4,-3.0
1984/3/29,2.5,7.2,-2.5
1984/3/30,6.2,13.0,0.4
1984/3/31,4.1,6.8,0.3
