É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:47:21

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1985/12/1,3.7,10.9,-2.4
1985/12/2,5.5,13.8,-1.7
1985/12/3,6.0,12.2,-1.4
1985/12/4,7.2,13.1,0.2
1985/12/5,8.5,14.5,1.2
1985/12/6,7.2,13.3,1.6
1985/12/7,6.1,8.1,4.9
1985/12/8,7.2,9.7,4.1
1985/12/9,4.7,10.6,0.1
1985/12/10,1.2,6.8,-2.6
1985/12/11,1.8,6.2,-2.7
1985/12/12,2.7,7.9,-2.2
1985/12/13,1.1,8.1,-4.2
1985/12/14,3.2,10.9,-3.2
1985/12/15,2.2,6.9,-2.0
1985/12/16,-1.0,4.7,-7.0
1985/12/17,0.0,6.9,-7.2
1985/12/18,-0.1,6.3,-5.4
1985/12/19,1.1,9.8,-6.4
1985/12/20,2.2,6.6,-3.2
1985/12/21,0.0,6.6,-6.4
1985/12/22,2.0,4.5,-4.5
1985/12/23,5.9,12.1,0.1
1985/12/24,2.6,6.5,-2.5
1985/12/25,0.5,6.1,-6.4
1985/12/26,3.1,8.8,-3.7
1985/12/27,2.4,10.2,-2.5
1985/12/28,1.0,7.3,-4.9
1985/12/29,1.8,8.8,-5.4
1985/12/30,6.3,15.2,-1.6
1985/12/31,7.9,16.6,3.2
1986/1/1,5.0,8.4,2.6
1986/1/2,3.3,10.1,-2.2
1986/1/3,0.1,3.4,-5.4
1986/1/4,2.0,5.6,-2.4
1986/1/5,1.6,6.7,-2.5
1986/1/6,0.8,6.3,-5.7
1986/1/7,-0.8,5.5,-6.3
1986/1/8,0.9,9.1,-5.8
1986/1/9,1.9,7.7,-3.9
1986/1/10,-0.8,5.3,-6.3
1986/1/11,-1.5,5.4,-8.2
1986/1/12,-1.4,5.7,-7.8
1986/1/13,-0.6,4.4,-6.9
1986/1/14,0.6,6.3,-4.2
1986/1/15,0.8,9.3,-6.8
1986/1/16,1.3,5.1,-4.4
1986/1/17,3.4,10.0,-2.2
1986/1/18,2.5,9.2,-3.1
1986/1/19,-0.2,6.5,-6.5
1986/1/20,1.4,6.9,-3.0
1986/1/21,1.6,8.1,-4.6
1986/1/22,-0.2,6.0,-5.9
1986/1/23,-1.2,7.1,-8.3
1986/1/24,-0.4,6.3,-6.0
1986/1/25,-2.1,4.5,-7.7
1986/1/26,-2.7,4.7,-9.0
1986/1/27,-1.9,5.6,-9.0
1986/1/28,-0.7,7.6,-8.5
1986/1/29,0.1,6.9,-7.8
1986/1/30,0.0,4.4,-3.7
1986/1/31,2.3,9.0,-4.2
1986/2/1,1.4,6.0,-1.6
1986/2/2,1.6,9.2,-2.7
1986/2/3,2.3,12.3,-5.9
1986/2/4,0.4,6.4,-5.8
1986/2/5,0.0,9.0,-6.9
1986/2/6,-1.6,5.1,-8.3
1986/2/7,-1.0,5.4,-8.3
1986/2/8,-1.0,4.8,-4.9
1986/2/9,-0.6,8.1,-8.1
1986/2/10,-1.2,5.1,-7.3
1986/2/11,-0.2,3.5,-5.5
1986/2/12,1.7,8.0,-6.1
1986/2/13,2.8,10.6,-5.0
1986/2/14,5.6,12.4,-3.4
1986/2/15,3.9,5.9,2.1
1986/2/16,0.2,4.2,-5.4
1986/2/17,-0.8,7.0,-9.2
1986/2/18,-1.4,2.6,-5.5
1986/2/19,1.2,3.9,-1.4
1986/2/20,1.0,6.6,-4.4
1986/2/21,0.6,7.5,-5.7
1986/2/22,1.1,6.7,-6.9
1986/2/23,3.3,9.5,-2.5
1986/2/24,1.5,8.7,-4.0
1986/2/25,-0.6,6.0,-6.7
1986/2/26,0.3,7.7,-7.2
1986/2/27,2.1,8.0,-3.7
1986/2/28,1.7,5.5,-1.4
1986/3/1,2.8,9.0,-2.4
1986/3/2,2.4,8.2,-2.3
1986/3/3,1.6,10.9,-4.8
1986/3/4,0.6,6.9,-6.3
1986/3/5,1.7,6.9,-1.5
1986/3/6,3.0,9.6,-2.0
1986/3/7,4.4,10.5,0.2
1986/3/8,5.6,13.8,-2.3
1986/3/9,8.6,16.0,0.1
1986/3/10,8.9,14.0,3.8
1986/3/11,4.8,9.7,2.3
1986/3/12,4.9,13.5,-0.5
1986/3/13,6.4,14.8,-2.2
1986/3/14,3.0,4.7,0.8
1986/3/15,3.7,5.6,1.0
1986/3/16,8.9,17.7,1.4
1986/3/17,5.1,12.3,-0.5
1986/3/18,4.6,9.8,-3.5
1986/3/19,6.1,8.4,3.7
1986/3/20,7.8,13.4,2.2
1986/3/21,5.7,11.8,-0.9
1986/3/22,2.9,6.7,-1.2
1986/3/23,2.2,5.5,0.6
1986/3/24,6.2,10.3,0.1
1986/3/25,4.1,11.3,-2.8
1986/3/26,4.9,12.2,-3.7
1986/3/27,8.7,17.2,-1.2
1986/3/28,6.2,11.2,2.8
1986/3/29,5.8,10.3,1.9
1986/3/30,6.2,9.9,0.3
1986/3/31,8.3,16.3,1.1
