É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:47:49

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2007/12/1,9.3,14.8,3.4
2007/12/2,7.9,14.9,2.2
2007/12/3,6.0,10.2,2.9
2007/12/4,4.9,9.7,0.2
2007/12/5,3.5,10.2,-1.8
2007/12/6,4.8,12.0,-1.4
2007/12/7,6.9,14.1,-0.2
2007/12/8,8.3,13.4,3.7
2007/12/9,6.3,12.8,1.0
2007/12/10,5.0,11.3,-1.2
2007/12/11,7.1,11.7,4.1
2007/12/12,8.1,15.7,1.7
2007/12/13,7.4,9.5,5.7
2007/12/14,6.4,12.9,1.5
2007/12/15,4.3,10.5,-0.8
2007/12/16,3.9,10.1,-1.0
2007/12/17,2.3,8.8,-3.0
2007/12/18,4.0,10.7,-1.3
2007/12/19,3.7,8.6,-1.7
2007/12/20,5.2,11.6,0.1
2007/12/21,5.2,12.6,-1.1
2007/12/22,5.1,7.1,2.7
2007/12/23,7.3,12.4,3.6
2007/12/24,6.7,11.7,1.0
2007/12/25,3.4,8.1,-1.1
2007/12/26,3.0,8.8,-1.8
2007/12/27,3.1,9.0,-1.8
2007/12/28,6.0,10.3,0.9
2007/12/29,10.9,14.8,8.2
2007/12/30,6.2,10.9,0.8
2007/12/31,2.8,9.1,-1.9
2008/1/1,2.1,9.3,-2.3
2008/1/2,1.7,8.6,-3.3
2008/1/3,2.9,9.4,-2.7
2008/1/4,2.7,8.8,-2.3
2008/1/5,3.2,8.6,-0.8
2008/1/6,4.2,12.8,-2.8
2008/1/7,5.3,9.1,0.9
2008/1/8,5.7,12.3,-0.7
2008/1/9,7.8,13.3,4.2
2008/1/10,5.5,9.6,0.8
2008/1/11,5.8,11.5,-0.2
2008/1/12,4.4,7.5,1.1
2008/1/13,1.6,6.0,-1.4
2008/1/14,1.1,6.1,-3.1
2008/1/15,1.1,7.0,-4.2
2008/1/16,2.7,8.8,-2.0
2008/1/17,1.1,5.7,-2.6
2008/1/18,0.4,5.5,-3.6
2008/1/19,0.4,6.1,-4.4
2008/1/20,1.1,5.6,-4.3
2008/1/21,3.0,7.1,0.4
2008/1/22,1.4,6.0,-2.9
2008/1/23,1.7,3.1,-0.5
2008/1/24,2.8,8.0,-1.1
2008/1/25,0.5,6.5,-4.0
2008/1/26,0.1,6.0,-5.4
2008/1/27,0.3,6.6,-5.6
2008/1/28,1.5,6.7,-5.2
2008/1/29,3.4,7.1,1.7
2008/1/30,5.5,11.8,0.0
2008/1/31,3.4,10.5,-2.3
2008/2/1,0.8,8.0,-5.0
2008/2/2,1.4,5.8,-4.7
2008/2/3,1.0,3.5,0.0
2008/2/4,2.2,7.1,-3.1
2008/2/5,2.4,8.4,-2.5
2008/2/6,0.5,2.6,-2.2
2008/2/7,2.1,8.3,-2.6
2008/2/8,1.1,8.3,-4.5
2008/2/9,-0.1,4.0,-4.2
2008/2/10,4.0,10.5,-0.4
2008/2/11,3.8,9.0,-1.4
2008/2/12,4.3,5.8,1.5
2008/2/13,0.9,5.3,-2.9
2008/2/14,1.5,8.2,-5.0
2008/2/15,2.2,9.3,-3.7
2008/2/16,1.3,7.8,-4.2
2008/2/17,-0.1,5.3,-5.2
2008/2/18,1.3,8.8,-5.9
2008/2/19,2.4,8.8,-4.0
2008/2/20,4.7,11.6,-3.1
2008/2/21,5.0,12.1,-0.8
2008/2/22,7.1,13.6,2.0
2008/2/23,5.3,14.4,-1.0
2008/2/24,1.5,6.4,-3.2
2008/2/25,2.0,6.8,-2.6
2008/2/26,4.3,9.9,-0.9
2008/2/27,4.3,8.5,-0.6
2008/2/28,3.4,10.2,-2.9
2008/2/29,5.0,11.8,-2.1
2008/3/1,5.2,13.3,-0.8
2008/3/2,5.1,12.0,-2.1
2008/3/3,7.3,14.2,0.8
2008/3/4,5.3,11.4,0.3
2008/3/5,3.9,9.2,0.5
2008/3/6,4.7,11.4,-2.4
2008/3/7,5.2,10.5,0.8
2008/3/8,5.1,12.6,-2.2
2008/3/9,7.6,15.0,-1.0
2008/3/10,6.1,10.1,3.0
2008/3/11,9.2,17.3,2.0
2008/3/12,7.3,13.6,4.5
2008/3/13,8.4,13.5,4.4
2008/3/14,10.2,13.1,7.1
2008/3/15,13.1,19.3,9.4
2008/3/16,11.3,16.8,7.3
2008/3/17,10.5,16.8,5.1
2008/3/18,10.9,16.6,7.5
2008/3/19,9.9,14.0,6.7
2008/3/20,8.2,9.4,7.0
2008/3/21,10.1,15.3,6.2
2008/3/22,10.6,20.3,1.8
2008/3/23,10.2,18.8,2.2
2008/3/24,7.3,9.6,4.5
2008/3/25,9.6,17.0,2.2
2008/3/26,10.9,18.8,6.0
2008/3/27,9.5,15.1,5.0
2008/3/28,9.5,15.6,4.9
2008/3/29,8.5,15.3,1.6
2008/3/30,7.4,13.4,3.5
2008/3/31,6.2,11.6,2.8
