ダウンロードした時刻：2019/10/10 15:41:54

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,7.5,12.2,3.1
1995/12/2,8.5,13.5,4.3
1995/12/3,7.6,13.1,1.9
1995/12/4,8.2,12.9,3.7
1995/12/5,7.2,12.5,3.2
1995/12/6,6.4,13.3,0.1
1995/12/7,6.8,11.8,1.1
1995/12/8,4.4,10.8,-1.3
1995/12/9,4.6,9.0,0.6
1995/12/10,4.8,11.8,-1.7
1995/12/11,7.4,13.9,-0.3
1995/12/12,8.7,12.5,6.5
1995/12/13,6.9,10.9,3.4
1995/12/14,7.2,12.4,2.1
1995/12/15,7.1,15.4,2.2
1995/12/16,4.3,7.8,1.6
1995/12/17,3.8,8.6,-0.7
1995/12/18,5.1,9.2,1.5
1995/12/19,5.5,10.2,2.1
1995/12/20,4.3,9.8,-1.3
1995/12/21,4.4,12.8,-1.3
1995/12/22,6.0,10.9,2.6
1995/12/23,6.7,13.1,0.5
1995/12/24,6.4,11.1,3.5
1995/12/25,1.0,4.2,-1.9
1995/12/26,0.2,3.5,-3.3
1995/12/27,2.5,6.9,-1.4
1995/12/28,2.6,7.3,-3.5
1995/12/29,6.4,11.7,1.4
1995/12/30,4.5,12.0,-0.7
1995/12/31,5.2,9.6,0.7
1996/1/1,3.9,8.0,-0.4
1996/1/2,3.3,8.2,-1.3
1996/1/3,5.6,11.6,-2.0
1996/1/4,3.2,6.1,0.9
1996/1/5,5.0,9.3,1.6
1996/1/6,5.5,9.3,1.3
1996/1/7,4.5,10.9,-0.6
1996/1/8,6.0,13.5,-0.1
1996/1/9,-0.7,2.5,-2.8
1996/1/10,2.5,7.2,-2.9
1996/1/11,5.3,8.9,0.6
1996/1/12,5.5,9.3,-0.2
1996/1/13,4.8,10.2,0.3
1996/1/14,5.7,11.4,-3.5
1996/1/15,12.3,16.6,9.8
1996/1/16,9.3,14.0,4.4
1996/1/17,3.4,6.2,-1.5
1996/1/18,3.0,7.9,-0.7
1996/1/19,2.6,5.3,-1.4
1996/1/20,1.3,3.0,-0.6
1996/1/21,3.1,6.8,-1.6
1996/1/22,4.0,7.0,-0.3
1996/1/23,3.7,6.9,0.7
1996/1/24,1.9,6.6,-1.6
1996/1/25,2.0,6.3,-3.6
1996/1/26,0.9,4.0,-2.2
1996/1/27,1.1,7.7,-4.7
1996/1/28,2.9,9.5,-4.6
1996/1/29,4.0,10.4,-2.4
1996/1/30,1.6,5.7,-1.8
1996/1/31,0.3,3.7,-2.6
1996/2/1,-0.6,3.1,-3.5
1996/2/2,-2.1,2.7,-4.2
1996/2/3,0.7,5.0,-3.5
1996/2/4,2.8,7.6,-1.5
1996/2/5,3.2,7.8,-1.6
1996/2/6,4.2,7.2,1.9
1996/2/7,4.2,8.2,0.6
1996/2/8,3.8,7.2,0.1
1996/2/9,2.7,6.1,-1.0
1996/2/10,1.6,6.0,-1.1
1996/2/11,2.7,7.3,-3.4
1996/2/12,4.4,11.0,-2.1
1996/2/13,7.2,12.7,0.8
1996/2/14,9.3,14.7,3.8
1996/2/15,8.1,12.4,4.7
1996/2/16,2.6,4.9,0.4
1996/2/17,1.5,3.3,-0.5
1996/2/18,1.3,3.5,-0.8
1996/2/19,0.8,5.3,-3.0
1996/2/20,0.4,6.0,-4.5
1996/2/21,0.9,7.1,-3.7
1996/2/22,1.3,7.9,-5.8
1996/2/23,2.5,7.6,-2.4
1996/2/24,2.5,8.5,-1.4
1996/2/25,3.4,7.3,-2.6
1996/2/26,6.8,11.2,3.9
1996/2/27,6.1,7.6,4.7
1996/2/28,5.9,9.9,2.8
1996/2/29,6.5,10.0,0.8
1996/3/1,7.0,11.7,4.8
1996/3/2,4.7,8.7,2.0
1996/3/3,3.2,7.5,-0.2
1996/3/4,4.1,9.0,-2.5
1996/3/5,2.6,7.1,-1.2
1996/3/6,2.1,7.3,-3.5
1996/3/7,5.5,9.3,0.5
1996/3/8,4.4,7.2,2.3
1996/3/9,5.8,9.5,3.0
1996/3/10,5.5,10.1,2.1
1996/3/11,4.6,6.9,2.2
1996/3/12,3.5,6.3,1.3
1996/3/13,4.2,7.7,-1.1
1996/3/14,6.8,11.2,0.6
1996/3/15,6.6,9.6,3.6
1996/3/16,8.9,14.6,5.2
1996/3/17,10.2,13.9,7.3
1996/3/18,9.1,13.4,3.7
1996/3/19,5.2,9.7,0.7
1996/3/20,5.0,7.7,1.7
1996/3/21,7.0,12.2,0.2
1996/3/22,10.2,16.7,7.8
1996/3/23,6.5,9.6,3.0
1996/3/24,5.2,7.2,1.3
1996/3/25,8.0,12.9,5.0
1996/3/26,9.0,15.6,3.0
1996/3/27,8.1,9.6,5.3
1996/3/28,9.2,13.3,4.9
1996/3/29,7.2,10.2,2.6
1996/3/30,10.8,13.5,8.2
1996/3/31,15.0,20.9,10.9
