ダウンロードした時刻：2019/10/10 15:58:43

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,12.9,18.5,9.2
2010/12/2,14.3,18.5,7.9
2010/12/3,16.1,23.3,10.0
2010/12/4,11.4,16.7,7.9
2010/12/5,10.8,16.7,5.7
2010/12/6,11.6,16.9,6.8
2010/12/7,12.5,16.6,9.4
2010/12/8,9.7,14.2,6.3
2010/12/9,9.4,14.0,4.9
2010/12/10,8.7,14.7,3.3
2010/12/11,12.8,19.1,5.0
2010/12/12,11.6,16.3,5.8
2010/12/13,11.5,13.6,10.4
2010/12/14,14.4,18.8,11.3
2010/12/15,11.3,14.6,7.3
2010/12/16,7.8,10.0,3.4
2010/12/17,6.5,12.1,1.6
2010/12/18,8.7,14.8,2.4
2010/12/19,8.8,13.6,5.6
2010/12/20,11.2,19.7,4.3
2010/12/21,11.7,16.1,6.8
2010/12/22,13.0,19.3,7.4
2010/12/23,11.4,18.2,5.5
2010/12/24,8.7,12.9,4.3
2010/12/25,4.4,7.5,2.7
2010/12/26,5.8,8.7,2.3
2010/12/27,6.6,9.8,2.6
2010/12/28,6.7,13.2,-1.0
2010/12/29,8.1,12.7,3.3
2010/12/30,5.2,9.7,0.7
2010/12/31,5.6,9.0,0.3
2011/1/1,4.9,11.3,-2.5
2011/1/2,6.4,12.4,0.0
2011/1/3,6.4,10.4,2.6
2011/1/4,6.8,11.4,2.4
2011/1/5,6.5,12.7,-0.1
2011/1/6,7.5,12.1,1.8
2011/1/7,3.4,8.6,-1.4
2011/1/8,4.2,10.3,-1.6
2011/1/9,6.5,13.6,-1.5
2011/1/10,4.3,8.7,-0.4
2011/1/11,4.6,8.2,0.5
2011/1/12,6.2,12.4,0.1
2011/1/13,4.4,9.1,-1.5
2011/1/14,4.9,11.4,-1.2
2011/1/15,4.5,8.9,0.9
2011/1/16,2.1,6.3,-0.7
2011/1/17,4.6,11.3,-2.7
2011/1/18,4.6,10.0,-1.1
2011/1/19,5.1,11.7,-0.9
2011/1/20,5.3,12.2,-1.4
2011/1/21,4.8,10.0,-0.7
2011/1/22,5.9,11.0,-0.5
2011/1/23,6.2,10.3,0.4
2011/1/24,8.2,14.0,3.8
2011/1/25,5.5,11.1,0.0
2011/1/26,4.4,11.0,-1.6
2011/1/27,4.7,10.8,-1.5
2011/1/28,4.0,8.5,-1.4
2011/1/29,5.2,12.2,-0.6
2011/1/30,3.1,7.5,0.3
2011/1/31,2.7,8.5,-3.1
2011/2/1,3.9,11.2,-3.1
2011/2/2,6.3,12.4,0.7
2011/2/3,6.7,12.7,-0.2
2011/2/4,8.7,15.3,1.9
2011/2/5,8.4,14.4,2.0
2011/2/6,9.3,14.6,3.0
2011/2/7,10.0,15.5,3.8
2011/2/8,9.6,16.0,4.7
2011/2/9,9.3,16.3,5.0
2011/2/10,7.3,11.1,2.7
2011/2/11,5.4,8.0,4.0
2011/2/12,3.4,5.2,1.2
2011/2/13,4.7,9.9,0.1
2011/2/14,5.7,10.4,3.3
2011/2/15,7.7,12.9,4.2
2011/2/16,8.5,14.7,2.9
2011/2/17,10.0,14.1,6.5
2011/2/18,14.3,19.5,9.6
2011/2/19,10.3,13.4,7.7
2011/2/20,10.0,13.4,6.1
2011/2/21,9.7,12.6,6.0
2011/2/22,8.2,14.2,2.1
2011/2/23,9.9,15.9,3.2
2011/2/24,10.9,14.1,8.4
2011/2/25,15.0,21.5,9.0
2011/2/26,10.5,13.7,6.9
2011/2/27,13.6,18.1,8.4
2011/2/28,9.3,12.9,7.7
2011/3/1,8.0,8.9,7.1
2011/3/2,9.5,15.8,5.3
2011/3/3,5.7,9.7,0.6
2011/3/4,5.2,10.1,-0.4
2011/3/5,6.6,12.5,0.4
2011/3/6,10.4,18.8,0.8
2011/3/7,7.4,11.2,5.9
2011/3/8,8.4,14.0,3.5
2011/3/9,7.5,13.6,1.9
2011/3/10,,,
2011/3/11,7.0,12.3,0.9
2011/3/12,6.9,12.7,0.5
2011/3/13,10.6,20.2,1.9
2011/3/14,13.5,20.3,5.4
2011/3/15,13.2,17.8,8.1
2011/3/16,10.2,14.4,5.1
2011/3/17,6.0,10.9,1.6
2011/3/18,5.7,10.7,-0.8
2011/3/19,12.7,20.1,4.8
2011/3/20,13.1,18.3,7.3
2011/3/21,13.9,17.1,9.4
2011/3/22,8.8,9.4,8.2
2011/3/23,7.9,12.7,5.0
2011/3/24,6.2,11.0,2.7
2011/3/25,6.2,12.2,0.7
2011/3/26,8.2,13.4,2.8
2011/3/27,7.1,11.9,0.6
2011/3/28,8.0,13.3,3.2
2011/3/29,10.1,17.6,2.4
2011/3/30,11.7,18.6,4.8
2011/3/31,11.6,19.0,5.3
