É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:40:16

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1985/1/1,2.5,10.1,-4.2
1985/1/2,2.6,9.0,-4.0
1985/1/3,2.4,7.9,-1.0
1985/1/4,2.4,8.8,-1.5
1985/1/5,0.6,5.9,-3.7
1985/1/6,-0.3,5.4,-5.7
1985/1/7,1.2,7.2,-3.8
1985/1/8,2.4,8.6,-3.7
1985/1/9,1.7,8.3,-3.2
1985/1/10,4.4,10.5,-1.5
1985/1/11,7.0,11.4,1.8
1985/1/12,2.0,4.8,-0.2
1985/1/13,3.0,9.7,-3.8
1985/1/14,0.9,7.3,-3.7
1985/1/15,-0.1,5.4,-5.3
1985/1/16,2.5,12.1,-4.7
1985/1/17,0.9,5.1,-1.8
1985/1/18,0.5,6.3,-4.2
1985/1/19,0.8,5.8,-5.1
1985/1/20,5.7,13.9,0.1
1985/1/21,3.9,8.2,0.3
1985/1/22,3.1,8.3,-0.5
1985/1/23,3.5,10.7,-2.9
1985/1/24,2.6,5.1,0.0
1985/1/25,0.6,5.0,-3.0
1985/1/26,-0.1,5.7,-6.4
1985/1/27,1.0,5.8,-4.1
1985/1/28,4.6,14.5,-1.3
1985/1/29,1.3,5.8,-4.5
1985/1/30,-2.4,2.8,-7.0
1985/1/31,0.4,7.3,-7.6
1985/2/1,5.4,12.6,-4.1
1985/2/2,6.2,11.9,2.1
1985/2/3,5.3,11.2,1.2
1985/2/4,5.6,12.2,-1.0
1985/2/5,3.7,5.0,2.6
1985/2/6,6.6,9.1,3.1
1985/2/7,9.1,15.4,3.1
1985/2/8,5.4,8.5,4.3
1985/2/9,4.1,6.4,2.4
1985/2/10,7.8,13.9,3.2
1985/2/11,5.6,10.3,2.4
1985/2/12,5.1,9.2,0.2
1985/2/13,5.7,13.6,-0.3
1985/2/14,2.8,6.6,-0.1
1985/2/15,3.7,8.7,-1.2
1985/2/16,5.4,10.0,2.3
1985/2/17,6.0,11.1,1.2
1985/2/18,5.7,9.1,2.1
1985/2/19,2.2,4.5,0.4
1985/2/20,3.9,6.5,1.0
1985/2/21,3.8,11.7,-0.3
1985/2/22,1.9,7.3,-4.0
1985/2/23,4.4,9.5,-1.3
1985/2/24,3.4,7.7,0.1
1985/2/25,3.7,9.1,-0.4
1985/2/26,4.4,9.9,-1.2
1985/2/27,5.6,11.0,0.1
1985/2/28,1.8,4.2,0.6
1985/3/1,7.0,11.9,2.2
1985/3/2,5.6,6.5,3.7
1985/3/3,6.8,13.4,2.9
1985/3/4,5.1,10.9,1.4
1985/3/5,4.6,7.6,1.3
1985/3/6,5.6,9.6,2.8
1985/3/7,6.1,10.4,3.5
1985/3/8,6.3,9.4,2.6
1985/3/9,8.7,14.6,5.6
1985/3/10,7.0,12.0,3.7
1985/3/11,1.0,4.9,0.4
1985/3/12,3.9,7.4,0.1
1985/3/13,5.9,9.8,1.3
1985/3/14,3.7,5.9,2.1
1985/3/15,5.3,10.1,2.2
1985/3/16,4.2,7.5,1.0
1985/3/17,4.6,6.4,0.8
1985/3/18,11.4,18.7,2.7
1985/3/19,6.2,10.1,4.3
1985/3/20,8.0,12.3,4.4
1985/3/21,6.9,9.2,5.3
1985/3/22,8.6,15.3,1.6
1985/3/23,6.0,7.3,4.6
1985/3/24,7.2,12.1,3.9
1985/3/25,8.2,12.3,1.3
1985/3/26,13.7,21.8,9.2
1985/3/27,6.7,10.5,4.6
1985/3/28,8.6,14.9,3.2
1985/3/29,9.7,12.8,6.8
1985/3/30,9.9,14.3,6.6
1985/3/31,6.5,11.6,3.9
1985/4/1,7.4,14.2,1.8
1985/4/2,8.9,15.3,1.0
1985/4/3,13.1,19.9,5.3
1985/4/4,13.5,16.2,11.4
1985/4/5,13.9,20.6,7.8
1985/4/6,13.9,20.1,7.6
1985/4/7,11.3,12.1,10.4
1985/4/8,13.6,17.3,10.7
1985/4/9,15.3,24.5,8.9
1985/4/10,14.7,21.0,9.7
1985/4/11,14.5,19.3,11.3
1985/4/12,9.4,12.5,8.1
1985/4/13,10.5,13.2,8.6
1985/4/14,11.6,20.2,6.8
1985/4/15,9.7,13.1,6.6
1985/4/16,13.0,18.4,8.9
1985/4/17,12.7,20.0,6.5
1985/4/18,10.3,12.9,7.9
1985/4/19,12.6,18.5,5.3
1985/4/20,13.3,20.3,9.3
1985/4/21,15.5,22.5,8.2
1985/4/22,15.6,19.8,12.0
1985/4/23,17.5,23.3,13.7
1985/4/24,14.8,19.7,9.4
1985/4/25,16.0,22.9,9.5
1985/4/26,16.6,23.0,9.7
1985/4/27,14.4,17.7,12.4
1985/4/28,13.9,19.1,11.1
1985/4/29,15.6,23.0,7.9
1985/4/30,16.5,24.5,8.5
1985/5/1,18.3,26.9,10.4
