ダウンロードした時刻：2019/10/10 15:33:32

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/12/1,-2.3,0.3,-4.0
2012/12/2,-1.1,0.7,-4.1
2012/12/3,3.3,9.6,-2.1
2012/12/4,7.4,11.1,2.6
2012/12/5,1.0,2.8,-0.1
2012/12/6,1.9,7.4,-2.8
2012/12/7,-2.9,-1.6,-4.3
2012/12/8,-2.2,-0.7,-4.5
2012/12/9,-2.3,-0.8,-3.2
2012/12/10,1.0,4.2,-1.2
2012/12/11,0.7,3.7,-0.9
2012/12/12,-0.3,2.5,-1.9
2012/12/13,-0.2,1.8,-2.5
2012/12/14,2.0,3.9,0.4
2012/12/15,1.4,3.3,-2.0
2012/12/16,2.6,4.7,1.4
2012/12/17,0.5,1.8,-0.9
2012/12/18,-0.3,2.0,-3.3
2012/12/19,-4.8,-2.4,-6.3
2012/12/20,-2.9,-1.5,-5.2
2012/12/21,-0.8,0.9,-2.8
2012/12/22,-0.2,3.0,-3.2
2012/12/23,-4.8,-2.2,-7.8
2012/12/24,-5.1,-2.2,-8.3
2012/12/25,-4.1,-1.3,-6.7
2012/12/26,-7.8,-6.1,-9.4
2012/12/27,-6.8,-4.4,-9.7
2012/12/28,-3.9,-1.6,-7.7
2012/12/29,-2.5,1.2,-6.2
2012/12/30,4.5,6.8,-0.2
2012/12/31,-2.1,2.2,-5.9
2013/1/1,-4.2,-2.7,-6.3
2013/1/2,-3.0,-0.6,-5.8
2013/1/3,-6.6,-3.6,-8.0
2013/1/4,-7.5,-6.2,-8.8
2013/1/5,-2.3,1.8,-6.9
2013/1/6,-4.4,0.4,-6.8
2013/1/7,-5.3,-3.1,-6.5
2013/1/8,-5.5,-4.6,-6.6
2013/1/9,-6.1,-3.7,-8.0
2013/1/10,-6.3,-3.8,-8.0
2013/1/11,-5.1,-3.2,-7.3
2013/1/12,-2.7,-1.3,-4.1
2013/1/13,-2.7,0.5,-4.8
2013/1/14,-3.8,-2.0,-5.2
2013/1/15,-4.9,-2.8,-6.6
2013/1/16,-5.0,-2.3,-6.7
2013/1/17,-5.1,-3.4,-7.2
2013/1/18,-6.4,-4.8,-7.9
2013/1/19,-1.6,0.4,-5.6
2013/1/20,-0.3,1.8,-2.2
2013/1/21,-0.8,2.0,-3.0
2013/1/22,-1.4,1.2,-4.4
2013/1/23,-1.4,1.7,-4.0
2013/1/24,-0.1,2.8,-3.1
2013/1/25,-1.3,3.5,-6.8
2013/1/26,-4.4,-1.9,-7.4
2013/1/27,-1.3,1.5,-4.1
2013/1/28,-2.0,0.7,-5.2
2013/1/29,-1.8,1.2,-4.8
2013/1/30,-0.8,2.5,-4.5
2013/1/31,0.9,4.2,-2.1
2013/2/1,1.9,3.9,0.1
2013/2/2,0.7,5.3,-4.6
2013/2/3,-4.6,-2.1,-6.4
2013/2/4,-1.7,0.6,-3.5
2013/2/5,-5.0,-3.5,-6.7
2013/2/6,-3.3,-0.7,-5.5
2013/2/7,-1.3,1.0,-5.0
2013/2/8,-1.9,0.7,-3.8
2013/2/9,-3.6,-1.9,-4.4
2013/2/10,-3.6,-1.2,-6.3
2013/2/11,-3.7,-0.2,-6.0
2013/2/12,-2.8,-1.0,-5.9
2013/2/13,-1.9,0.5,-4.4
2013/2/14,-0.5,1.9,-3.1
2013/2/15,-2.1,0.7,-5.5
2013/2/16,-4.4,-0.8,-6.1
2013/2/17,-4.2,-2.1,-6.0
2013/2/18,-3.2,-1.5,-5.4
2013/2/19,-2.7,1.1,-5.8
2013/2/20,-6.2,-4.3,-7.7
2013/2/21,-5.2,-3.1,-6.4
2013/2/22,-4.0,-1.5,-5.4
2013/2/23,-4.7,-2.7,-6.9
2013/2/24,-5.5,-3.6,-7.3
2013/2/25,-4.3,-0.8,-6.1
2013/2/26,-2.8,0.1,-6.0
2013/2/27,-0.3,2.3,-2.8
2013/2/28,0.8,4.1,-2.4
2013/3/1,-0.2,2.1,-1.9
2013/3/2,-0.3,3.3,-1.8
2013/3/3,-1.6,1.6,-3.4
2013/3/4,-1.9,0.8,-4.9
2013/3/5,0.0,2.1,-3.1
2013/3/6,2.2,5.5,-1.3
2013/3/7,2.3,6.4,-2.2
2013/3/8,3.1,7.7,-1.4
2013/3/9,-4.4,-1.4,-6.3
2013/3/10,-2.9,2.3,-6.8
2013/3/11,-3.2,-1.2,-6.4
2013/3/12,2.9,5.4,-1.3
2013/3/13,1.8,4.4,-1.0
2013/3/14,-2.4,-0.6,-4.5
2013/3/15,2.6,6.0,-1.1
2013/3/16,0.5,5.0,-4.1
2013/3/17,1.7,4.9,-2.5
2013/3/18,3.6,5.2,1.7
2013/3/19,3.1,6.2,0.4
2013/3/20,0.1,1.8,-3.3
2013/3/21,-3.6,-1.8,-5.3
2013/3/22,1.2,4.4,-3.2
2013/3/23,-1.0,0.7,-2.0
2013/3/24,0.8,4.7,-1.6
2013/3/25,1.1,4.7,-1.7
2013/3/26,0.7,4.1,-1.6
2013/3/27,2.7,7.0,0.4
2013/3/28,5.6,11.6,1.7
2013/3/29,3.1,6.5,-0.3
2013/3/30,1.5,4.4,-0.8
2013/3/31,2.3,5.7,-0.9
