ダウンロードした時刻：2019/10/10 16:15:31

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,11.9,16.6,8.0
2002/12/2,9.8,15.6,5.0
2002/12/3,9.9,16.1,3.5
2002/12/4,13.2,16.1,9.9
2002/12/5,14.7,17.1,11.8
2002/12/6,12.6,16.5,9.8
2002/12/7,8.9,10.0,8.0
2002/12/8,8.5,10.5,6.7
2002/12/9,7.8,10.6,6.4
2002/12/10,5.0,7.1,3.7
2002/12/11,5.7,8.2,3.1
2002/12/12,6.9,8.8,5.8
2002/12/13,6.1,9.5,3.1
2002/12/14,5.9,11.2,1.6
2002/12/15,8.3,14.8,2.6
2002/12/16,11.3,16.1,5.6
2002/12/17,10.1,13.7,5.9
2002/12/18,9.3,12.6,5.9
2002/12/19,8.7,10.5,5.2
2002/12/20,7.9,11.5,3.7
2002/12/21,8.4,11.2,6.0
2002/12/22,9.5,14.7,5.4
2002/12/23,8.5,13.1,4.6
2002/12/24,9.5,14.7,4.6
2002/12/25,7.9,10.8,4.7
2002/12/26,4.4,7.5,1.2
2002/12/27,4.1,7.6,0.8
2002/12/28,4.7,8.4,0.5
2002/12/29,7.1,9.6,3.5
2002/12/30,6.1,10.7,2.2
2002/12/31,7.1,11.4,3.3
2003/1/1,5.8,10.5,1.9
2003/1/2,4.3,9.0,0.3
2003/1/3,5.7,9.5,2.7
2003/1/4,2.8,7.1,0.9
2003/1/5,1.0,2.5,-0.4
2003/1/6,2.0,6.1,-0.2
2003/1/7,3.4,7.7,0.5
2003/1/8,3.0,8.5,-1.4
2003/1/9,4.1,9.4,0.1
2003/1/10,5.9,10.0,2.4
2003/1/11,6.8,11.1,3.5
2003/1/12,6.4,11.2,3.3
2003/1/13,7.7,14.1,2.9
2003/1/14,8.7,12.8,4.5
2003/1/15,4.0,7.8,-0.3
2003/1/16,4.4,11.5,-1.4
2003/1/17,7.8,13.6,2.2
2003/1/18,8.7,13.1,4.7
2003/1/19,7.9,12.2,4.6
2003/1/20,6.9,9.7,4.1
2003/1/21,5.4,9.8,1.6
2003/1/22,6.0,10.8,0.9
2003/1/23,7.5,11.0,4.3
2003/1/24,5.1,8.4,2.1
2003/1/25,5.0,10.6,-0.8
2003/1/26,7.0,12.0,4.0
2003/1/27,9.0,12.9,6.5
2003/1/28,3.4,6.6,0.4
2003/1/29,0.2,2.9,-1.1
2003/1/30,2.1,4.9,-0.6
2003/1/31,3.8,8.0,-0.6
2003/2/1,5.2,9.6,2.7
2003/2/2,4.3,8.2,0.6
2003/2/3,3.8,9.4,-0.2
2003/2/4,5.5,10.9,1.0
2003/2/5,4.6,6.3,1.5
2003/2/6,3.3,8.9,-0.8
2003/2/7,5.4,11.0,0.4
2003/2/8,7.7,14.2,3.1
2003/2/9,10.4,15.2,6.4
2003/2/10,9.6,15.3,4.2
2003/2/11,9.8,10.9,8.8
2003/2/12,7.5,11.6,4.1
2003/2/13,5.0,8.5,1.5
2003/2/14,5.4,10.6,1.7
2003/2/15,7.2,11.8,2.3
2003/2/16,7.7,12.0,4.4
2003/2/17,7.1,13.5,1.2
2003/2/18,7.5,12.6,3.1
2003/2/19,7.0,11.8,2.9
2003/2/20,5.2,9.3,1.6
2003/2/21,4.9,9.8,-0.7
2003/2/22,6.9,8.5,3.0
2003/2/23,9.6,12.5,7.6
2003/2/24,8.2,13.8,5.5
2003/2/25,7.7,12.0,3.4
2003/2/26,8.0,11.4,3.8
2003/2/27,8.6,12.8,4.5
2003/2/28,6.9,12.6,1.4
2003/3/1,8.4,9.7,7.0
2003/3/2,10.2,14.7,6.6
2003/3/3,10.1,15.0,5.2
2003/3/4,4.4,7.5,2.2
2003/3/5,4.9,9.3,0.8
2003/3/6,6.0,8.6,4.8
2003/3/7,9.2,14.7,6.7
2003/3/8,6.1,10.1,1.9
2003/3/9,4.7,9.7,0.0
2003/3/10,5.0,8.4,2.6
2003/3/11,5.7,11.0,1.6
2003/3/12,6.5,12.4,0.2
2003/3/13,7.7,14.0,2.7
2003/3/14,9.2,15.0,3.1
2003/3/15,8.4,10.3,7.3
2003/3/16,8.0,9.1,6.9
2003/3/17,10.7,14.8,8.1
2003/3/18,9.9,14.1,5.4
2003/3/19,7.6,12.6,2.6
2003/3/20,8.2,14.8,1.5
2003/3/21,9.6,14.6,2.6
2003/3/22,8.6,14.7,5.0
2003/3/23,8.7,14.6,2.8
2003/3/24,10.5,13.5,6.7
2003/3/25,11.8,15.6,8.8
2003/3/26,11.6,17.0,6.2
2003/3/27,12.8,21.8,8.1
2003/3/28,11.6,15.7,8.5
2003/3/29,11.2,15.7,7.7
2003/3/30,11.9,18.3,5.7
2003/3/31,15.8,22.4,9.2
