ダウンロードした時刻：2019/10/10 15:44:33

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,9.8,15.1,4.8
1997/12/2,5.9,10.8,-0.1
1997/12/3,1.6,3.7,-0.1
1997/12/4,4.2,8.5,0.6
1997/12/5,7.2,12.8,1.9
1997/12/6,8.0,12.4,2.0
1997/12/7,14.0,20.0,8.6
1997/12/8,13.1,14.5,10.3
1997/12/9,8.8,12.7,6.6
1997/12/10,3.6,7.0,0.6
1997/12/11,4.3,7.8,0.7
1997/12/12,4.2,7.8,1.1
1997/12/13,3.9,6.9,1.5
1997/12/14,6.1,10.7,0.7
1997/12/15,9.0,10.8,6.8
1997/12/16,6.9,10.9,3.8
1997/12/17,6.5,10.3,2.1
1997/12/18,9.6,12.6,6.9
1997/12/19,10.2,16.1,5.0
1997/12/20,11.9,15.7,6.2
1997/12/21,7.0,9.4,4.2
1997/12/22,4.7,7.1,2.0
1997/12/23,5.6,7.4,4.2
1997/12/24,6.2,8.5,3.5
1997/12/25,6.2,10.5,2.5
1997/12/26,6.6,12.5,1.7
1997/12/27,10.3,14.4,6.4
1997/12/28,6.7,8.7,3.9
1997/12/29,5.8,9.9,1.8
1997/12/30,7.1,9.5,4.9
1997/12/31,5.9,8.6,3.8
1998/1/1,7.7,12.1,5.9
1998/1/2,8.0,11.0,5.5
1998/1/3,9.8,13.1,6.5
1998/1/4,7.7,12.2,2.6
1998/1/5,2.7,6.1,0.8
1998/1/6,4.4,6.1,0.8
1998/1/7,3.7,5.7,2.1
1998/1/8,2.4,4.5,0.4
1998/1/9,3.2,5.3,1.6
1998/1/10,5.3,8.6,2.5
1998/1/11,4.9,6.4,3.5
1998/1/12,3.1,4.6,1.3
1998/1/13,4.1,7.6,2.0
1998/1/14,4.7,8.8,1.4
1998/1/15,3.6,4.7,1.8
1998/1/16,5.2,9.0,2.3
1998/1/17,5.6,9.5,1.7
1998/1/18,7.2,8.4,6.2
1998/1/19,2.4,7.8,-0.3
1998/1/20,1.3,3.1,0.3
1998/1/21,3.2,6.4,1.0
1998/1/22,3.2,5.2,1.1
1998/1/23,3.4,5.4,1.0
1998/1/24,0.6,5.4,-2.6
1998/1/25,0.0,2.1,-2.4
1998/1/26,1.4,4.2,0.2
1998/1/27,1.1,3.3,-1.0
1998/1/28,1.2,3.1,-0.8
1998/1/29,0.8,3.9,-1.1
1998/1/30,4.3,8.4,-0.9
1998/1/31,3.3,6.3,0.8
1998/2/1,2.1,4.7,-0.1
1998/2/2,4.1,9.2,-0.2
1998/2/3,7.1,9.6,3.2
1998/2/4,0.5,3.2,-0.7
1998/2/5,2.1,5.1,-1.1
1998/2/6,4.7,9.7,0.8
1998/2/7,5.7,9.0,3.0
1998/2/8,3.3,7.3,0.9
1998/2/9,3.2,5.3,1.7
1998/2/10,1.5,3.1,0.2
1998/2/11,3.3,8.9,-0.4
1998/2/12,10.8,15.9,0.5
1998/2/13,7.6,13.3,2.8
1998/2/14,6.6,16.0,3.9
1998/2/15,3.8,6.3,2.7
1998/2/16,4.9,8.3,0.3
1998/2/17,3.1,6.8,0.5
1998/2/18,3.3,7.6,-0.2
1998/2/19,7.6,16.0,-0.4
1998/2/20,9.0,10.9,7.0
1998/2/21,6.3,9.1,3.7
1998/2/22,4.3,8.1,1.1
1998/2/23,5.1,11.5,-0.9
1998/2/24,7.0,9.0,4.7
1998/2/25,8.2,11.4,5.0
1998/2/26,8.3,9.7,7.2
1998/2/27,8.4,11.7,4.9
1998/2/28,6.5,13.4,2.8
1998/3/1,5.6,9.9,3.3
1998/3/2,6.3,10.0,2.7
1998/3/3,6.6,11.4,1.4
1998/3/4,7.5,12.9,2.9
1998/3/5,5.8,6.9,4.8
1998/3/6,7.2,10.5,2.1
1998/3/7,5.3,9.9,1.8
1998/3/8,4.7,8.2,2.2
1998/3/9,6.4,12.4,0.9
1998/3/10,5.1,9.0,2.4
1998/3/11,7.4,13.2,2.6
1998/3/12,8.6,11.1,6.9
1998/3/13,8.4,13.0,4.1
1998/3/14,10.0,15.5,5.2
1998/3/15,2.6,7.6,0.2
1998/3/16,4.9,9.6,0.0
1998/3/17,4.4,8.8,0.5
1998/3/18,4.2,10.0,-1.1
1998/3/19,11.3,19.8,1.2
1998/3/20,11.2,19.6,6.3
1998/3/21,7.1,10.0,4.9
1998/3/22,6.1,10.0,3.8
1998/3/23,6.0,9.6,2.6
1998/3/24,8.2,11.8,4.1
1998/3/25,9.1,13.0,4.9
1998/3/26,10.1,15.9,4.9
1998/3/27,10.7,13.3,9.2
1998/3/28,11.7,14.9,9.2
1998/3/29,13.6,20.1,6.9
1998/3/30,13.8,18.9,8.1
1998/3/31,8.4,12.0,4.9
