ダウンロードした時刻：2019/10/10 16:00:20

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,9.9,13.9,7.0
1983/12/2,9.6,15.0,3.9
1983/12/3,9.4,16.1,5.5
1983/12/4,7.9,12.0,4.9
1983/12/5,8.8,12.8,6.0
1983/12/6,8.0,11.8,5.2
1983/12/7,7.4,11.3,2.8
1983/12/8,8.5,13.7,5.1
1983/12/9,8.1,11.0,4.2
1983/12/10,10.4,14.1,3.8
1983/12/11,12.3,15.8,8.0
1983/12/12,7.6,11.6,4.4
1983/12/13,8.2,12.1,3.4
1983/12/14,11.1,15.7,5.8
1983/12/15,5.9,9.0,3.8
1983/12/16,5.7,9.3,2.5
1983/12/17,4.2,7.8,0.9
1983/12/18,3.8,7.0,1.1
1983/12/19,4.6,9.3,-0.9
1983/12/20,4.4,8.1,1.3
1983/12/21,4.3,8.6,-0.6
1983/12/22,7.4,13.3,1.4
1983/12/23,7.0,12.9,3.8
1983/12/24,4.3,6.7,2.8
1983/12/25,3.5,8.1,-0.6
1983/12/26,3.0,7.2,-0.1
1983/12/27,2.7,6.5,-1.7
1983/12/28,2.4,6.4,-1.6
1983/12/29,3.8,8.7,-1.1
1983/12/30,3.0,5.8,0.7
1983/12/31,4.0,7.9,0.6
1984/1/1,4.3,9.9,-0.5
1984/1/2,3.6,7.7,-0.6
1984/1/3,3.3,7.4,-0.3
1984/1/4,5.3,11.1,1.2
1984/1/5,3.1,6.7,-0.9
1984/1/6,4.4,8.7,0.0
1984/1/7,3.4,8.1,-0.7
1984/1/8,3.1,6.2,0.2
1984/1/9,3.4,9.0,-1.5
1984/1/10,6.2,10.9,-0.2
1984/1/11,4.6,8.0,1.7
1984/1/12,2.9,7.6,0.5
1984/1/13,3.3,7.7,-2.3
1984/1/14,4.3,7.8,0.6
1984/1/15,7.9,13.4,0.6
1984/1/16,3.0,6.3,0.4
1984/1/17,2.1,7.0,-1.0
1984/1/18,3.1,6.5,-0.8
1984/1/19,-0.3,2.9,-1.4
1984/1/20,0.6,2.7,-2.1
1984/1/21,-1.0,0.4,-2.8
1984/1/22,2.2,4.5,-0.3
1984/1/23,3.7,8.0,-0.1
1984/1/24,2.8,5.7,0.5
1984/1/25,1.6,5.7,-1.7
1984/1/26,2.0,5.2,-1.1
1984/1/27,3.3,8.4,-2.0
1984/1/28,2.5,6.1,-0.9
1984/1/29,2.4,6.4,-0.4
1984/1/30,2.6,5.2,-0.4
1984/1/31,0.4,2.8,-0.7
1984/2/1,3.5,6.5,0.6
1984/2/2,5.9,11.5,0.6
1984/2/3,1.9,7.0,-1.1
1984/2/4,-0.3,2.5,-3.4
1984/2/5,0.9,4.5,-2.4
1984/2/6,0.1,2.9,-2.1
1984/2/7,-0.5,3.4,-3.0
1984/2/8,0.1,5.4,-4.8
1984/2/9,0.9,6.3,-4.2
1984/2/10,1.9,6.6,-2.4
1984/2/11,3.2,6.8,-0.3
1984/2/12,1.8,4.7,0.0
1984/2/13,2.6,4.3,0.4
1984/2/14,4.2,7.5,2.5
1984/2/15,1.5,4.2,0.1
1984/2/16,1.7,6.0,-1.8
1984/2/17,0.7,4.8,-1.3
1984/2/18,1.2,3.4,-1.3
1984/2/19,2.6,6.4,-1.9
1984/2/20,2.7,5.2,0.6
1984/2/21,4.1,7.9,-0.8
1984/2/22,4.7,9.9,0.5
1984/2/23,2.2,4.4,0.6
1984/2/24,6.6,10.3,4.1
1984/2/25,4.6,6.6,3.5
1984/2/26,1.8,3.9,0.4
1984/2/27,5.1,10.6,1.3
1984/2/28,3.2,7.3,0.6
1984/2/29,3.1,6.9,-1.5
1984/3/1,2.6,6.5,-1.7
1984/3/2,5.7,10.7,-0.8
1984/3/3,5.4,9.9,1.4
1984/3/4,4.3,8.1,0.1
1984/3/5,3.9,7.8,0.4
1984/3/6,4.9,10.1,0.1
1984/3/7,4.9,9.6,0.5
1984/3/8,5.6,9.0,2.1
1984/3/9,5.4,9.1,1.2
1984/3/10,3.3,5.7,1.8
1984/3/11,5.0,10.0,2.0
1984/3/12,6.0,11.4,-0.2
1984/3/13,4.7,8.3,1.3
1984/3/14,0.7,3.1,-0.5
1984/3/15,4.0,7.1,0.6
1984/3/16,1.6,4.8,0.5
1984/3/17,6.0,11.2,1.5
1984/3/18,7.2,12.5,2.9
1984/3/19,2.4,4.9,0.4
1984/3/20,2.6,4.6,0.3
1984/3/21,4.2,9.7,0.7
1984/3/22,4.0,8.6,-0.2
1984/3/23,4.5,7.7,0.4
1984/3/24,5.3,11.1,1.4
1984/3/25,8.6,13.9,2.4
1984/3/26,8.1,12.2,5.8
1984/3/27,8.3,14.2,4.1
1984/3/28,4.2,6.9,2.2
1984/3/29,10.2,16.3,1.7
1984/3/30,12.2,18.3,5.3
1984/3/31,9.6,19.2,2.4
