ダウンロードした時刻：2019/10/10 15:43:16

,相川,相川,相川
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,7.7,12.0,4.0
2002/12/2,7.8,10.8,5.3
2002/12/3,9.8,14.0,6.7
2002/12/4,10.8,14.0,7.1
2002/12/5,11.3,14.6,7.0
2002/12/6,6.0,8.6,3.7
2002/12/7,5.5,8.1,3.5
2002/12/8,3.2,5.1,1.7
2002/12/9,2.4,5.0,0.8
2002/12/10,0.3,1.8,-0.9
2002/12/11,2.7,4.3,0.3
2002/12/12,2.4,4.7,0.4
2002/12/13,2.7,4.1,0.0
2002/12/14,5.7,9.1,3.1
2002/12/15,11.3,12.2,8.4
2002/12/16,12.2,14.5,8.7
2002/12/17,6.3,12.8,1.8
2002/12/18,7.5,12.2,2.1
2002/12/19,5.6,8.0,3.9
2002/12/20,4.2,5.8,1.4
2002/12/21,3.9,6.6,1.0
2002/12/22,4.4,7.0,0.9
2002/12/23,4.6,6.9,0.8
2002/12/24,6.8,11.0,2.6
2002/12/25,4.1,8.9,1.6
2002/12/26,1.4,2.9,-0.4
2002/12/27,0.3,2.1,-2.0
2002/12/28,5.4,8.8,1.6
2002/12/29,2.6,5.3,0.9
2002/12/30,3.1,8.0,-0.2
2002/12/31,1.8,4.2,-0.3
2003/1/1,2.4,5.9,-0.8
2003/1/2,-0.5,1.8,-2.3
2003/1/3,3.5,6.5,-2.1
2003/1/4,3.2,8.0,-1.0
2003/1/5,0.3,1.6,-1.6
2003/1/6,1.6,3.3,-0.3
2003/1/7,2.7,3.9,1.1
2003/1/8,3.2,5.3,0.8
2003/1/9,5.9,9.1,0.6
2003/1/10,5.1,8.5,1.4
2003/1/11,4.4,7.2,2.1
2003/1/12,5.3,8.7,2.3
2003/1/13,9.5,10.9,5.4
2003/1/14,6.7,11.0,0.3
2003/1/15,-0.3,1.5,-2.9
2003/1/16,5.4,8.7,0.2
2003/1/17,7.3,10.1,2.8
2003/1/18,3.2,5.1,-0.4
2003/1/19,3.9,5.6,0.4
2003/1/20,2.9,5.0,0.9
2003/1/21,1.2,2.8,-0.3
2003/1/22,2.5,4.3,0.1
2003/1/23,3.8,5.5,2.7
2003/1/24,2.7,5.4,-0.1
2003/1/25,3.2,4.5,0.6
2003/1/26,3.9,6.9,1.5
2003/1/27,8.1,10.9,3.9
2003/1/28,5.5,10.2,1.7
2003/1/29,0.2,3.2,-2.5
2003/1/30,1.3,2.6,-1.4
2003/1/31,1.9,3.0,0.6
2003/2/1,1.1,2.2,-0.3
2003/2/2,1.6,4.5,-0.9
2003/2/3,2.6,4.9,-0.7
2003/2/4,2.4,4.4,-0.2
2003/2/5,1.3,4.3,-1.1
2003/2/6,2.8,5.7,-0.1
2003/2/7,8.3,10.0,5.3
2003/2/8,9.9,12.0,7.1
2003/2/9,7.8,10.8,5.2
2003/2/10,8.1,10.2,6.2
2003/2/11,5.6,7.4,2.8
2003/2/12,0.6,4.4,-0.8
2003/2/13,1.8,6.3,-1.2
2003/2/14,3.5,4.8,1.7
2003/2/15,4.9,7.8,0.7
2003/2/16,5.2,7.8,2.3
2003/2/17,5.5,7.0,4.8
2003/2/18,3.7,8.2,-0.2
2003/2/19,4.7,9.1,-0.3
2003/2/20,4.9,8.5,3.0
2003/2/21,2.9,4.0,1.6
2003/2/22,4.5,7.8,1.2
2003/2/23,4.8,7.3,2.3
2003/2/24,3.5,6.6,1.6
2003/2/25,3.9,5.9,1.4
2003/2/26,5.9,9.5,1.0
2003/2/27,2.3,4.9,-0.6
2003/2/28,2.1,5.3,-1.1
2003/3/1,7.0,11.0,0.8
2003/3/2,7.0,8.6,4.1
2003/3/3,6.4,11.7,0.8
2003/3/4,0.3,1.8,-2.0
2003/3/5,2.2,4.3,-1.3
2003/3/6,4.9,8.7,1.5
2003/3/7,6.9,9.0,5.2
2003/3/8,5.3,7.8,3.5
2003/3/9,3.1,4.8,0.8
2003/3/10,1.7,3.7,-0.1
2003/3/11,1.2,3.1,-0.2
2003/3/12,2.3,4.0,0.2
2003/3/13,3.4,5.6,0.3
2003/3/14,4.9,7.8,1.7
2003/3/15,5.1,8.8,1.9
2003/3/16,6.2,9.6,2.0
2003/3/17,5.3,8.3,2.5
2003/3/18,5.3,7.8,0.2
2003/3/19,6.1,8.3,2.2
2003/3/20,4.6,6.6,1.2
2003/3/21,3.7,7.0,0.2
2003/3/22,4.1,9.4,-1.2
2003/3/23,5.1,9.2,0.7
2003/3/24,10.9,15.5,4.5
2003/3/25,10.0,13.4,5.9
2003/3/26,8.8,12.0,4.6
2003/3/27,11.3,15.5,6.9
2003/3/28,7.8,9.3,6.4
2003/3/29,7.0,9.5,4.0
2003/3/30,7.8,11.4,2.4
2003/3/31,10.2,13.3,5.7
