É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:50

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2014/12/1,11.6,14.7,8.0
2014/12/2,7.3,11.3,1.2
2014/12/3,4.5,12.3,-1.8
2014/12/4,4.0,5.9,1.8
2014/12/5,4.2,10.4,-0.4
2014/12/6,2.6,9.4,-1.9
2014/12/7,3.7,9.7,-2.3
2014/12/8,5.6,11.3,0.1
2014/12/9,5.1,14.1,-1.4
2014/12/10,3.4,8.5,-1.6
2014/12/11,5.3,10.1,1.7
2014/12/12,6.4,8.9,2.9
2014/12/13,3.8,10.7,-1.7
2014/12/14,2.5,9.7,-3.1
2014/12/15,3.2,10.6,-3.3
2014/12/16,2.7,5.5,1.5
2014/12/17,3.1,6.4,1.5
2014/12/18,2.8,6.1,-0.9
2014/12/19,0.7,7.4,-5.2
2014/12/20,1.4,3.8,-1.1
2014/12/21,5.1,12.9,-0.8
2014/12/22,3.9,9.1,0.0
2014/12/23,3.8,11.9,-2.0
2014/12/24,2.3,9.6,-3.2
2014/12/25,4.0,11.1,-0.7
2014/12/26,2.6,9.3,-3.7
2014/12/27,1.6,9.2,-3.7
2014/12/28,1.5,8.1,-5.1
2014/12/29,3.2,7.3,0.4
2014/12/30,3.2,11.9,-0.6
2014/12/31,4.5,11.8,-2.1
2015/1/1,1.3,5.4,-3.0
2015/1/2,-0.2,5.8,-6.1
2015/1/3,2.3,9.7,-4.0
2015/1/4,1.2,8.3,-4.7
2015/1/5,3.4,11.9,-3.5
2015/1/6,3.2,8.1,-0.1
2015/1/7,5.6,10.6,0.1
2015/1/8,4.1,9.6,-1.8
2015/1/9,5.5,10.7,-0.9
2015/1/10,4.0,10.1,-1.4
2015/1/11,3.9,10.7,-2.6
2015/1/12,4.2,8.2,0.1
2015/1/13,2.2,9.4,-4.0
2015/1/14,2.8,8.7,-4.5
2015/1/15,2.7,6.0,0.3
2015/1/16,4.0,8.5,-0.6
2015/1/17,2.8,10.0,-0.6
2015/1/18,3.5,10.8,-2.6
2015/1/19,2.9,10.6,-3.3
2015/1/20,2.8,10.6,-3.3
2015/1/21,3.8,9.0,-1.3
2015/1/22,3.6,4.3,2.9
2015/1/23,6.4,11.7,-0.3
2015/1/24,2.1,8.2,-3.5
2015/1/25,3.8,11.5,-2.7
2015/1/26,6.8,13.1,0.8
2015/1/27,8.4,14.7,4.8
2015/1/28,3.9,7.6,-1.9
2015/1/29,0.8,5.8,-5.5
2015/1/30,0.5,1.5,-0.5
2015/1/31,2.7,7.0,-0.8
2015/2/1,2.6,8.1,-0.9
2015/2/2,1.3,9.5,-6.2
2015/2/3,2.0,9.3,-4.5
2015/2/4,3.2,9.4,-3.2
2015/2/5,1.6,3.1,0.4
2015/2/6,3.5,11.3,-1.4
2015/2/7,2.8,9.1,-2.9
2015/2/8,0.7,2.2,-1.9
2015/2/9,1.7,6.2,-1.6
2015/2/10,1.8,9.1,-5.2
2015/2/11,2.8,11.0,-4.8
2015/2/12,4.6,13.2,-2.8
2015/2/13,2.8,8.5,-1.7
2015/2/14,2.6,9.3,-4.4
2015/2/15,4.1,12.9,-2.7
2015/2/16,3.5,12.5,-4.3
2015/2/17,3.4,5.4,-0.1
2015/2/18,3.4,6.1,-0.6
2015/2/19,5.1,13.1,-1.3
2015/2/20,6.1,12.5,-0.4
2015/2/21,5.2,13.0,-2.6
2015/2/22,9.6,14.8,5.8
2015/2/23,12.3,21.0,6.0
2015/2/24,8.5,14.5,2.4
2015/2/25,9.3,14.4,5.6
2015/2/26,7.5,9.8,5.8
2015/2/27,7.6,11.8,4.2
2015/2/28,6.6,13.0,0.4
2015/3/1,6.1,8.2,3.6
2015/3/2,8.8,13.9,5.0
2015/3/3,6.6,12.1,1.8
2015/3/4,9.4,18.1,3.0
2015/3/5,8.3,15.6,1.3
2015/3/6,7.3,12.4,4.3
2015/3/7,7.0,10.1,3.8
2015/3/8,9.9,14.6,6.6
2015/3/9,8.4,12.8,4.3
2015/3/10,6.7,13.0,1.1
2015/3/11,4.3,10.8,-1.3
2015/3/12,5.2,12.7,-1.7
2015/3/13,6.8,13.6,-1.2
2015/3/14,7.3,12.2,2.1
2015/3/15,7.4,15.7,-0.6
2015/3/16,10.0,16.3,3.5
2015/3/17,13.2,22.5,7.6
2015/3/18,14.4,21.9,7.5
2015/3/19,14.3,17.3,11.7
2015/3/20,13.8,20.3,11.0
2015/3/21,11.2,16.4,7.9
2015/3/22,12.2,18.7,6.9
2015/3/23,10.1,16.9,5.2
2015/3/24,6.7,12.3,2.3
2015/3/25,7.0,13.5,0.4
2015/3/26,7.4,16.1,-0.6
2015/3/27,10.2,21.4,0.7
2015/3/28,11.9,22.0,4.3
2015/3/29,11.1,16.9,4.8
2015/3/30,13.4,24.3,4.4
2015/3/31,14.3,23.8,6.3
