ダウンロードした時刻：2019/10/10 15:34:06

,江差,江差,江差
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,2.5,3.8,0.1
2001/12/2,1.3,3.3,-0.6
2001/12/3,2.4,4.9,0.6
2001/12/4,1.3,2.8,-0.3
2001/12/5,1.0,2.3,-0.2
2001/12/6,0.6,2.8,-0.6
2001/12/7,-1.0,0.9,-2.6
2001/12/8,-0.7,0.5,-1.9
2001/12/9,-0.9,0.3,-2.6
2001/12/10,-0.8,1.2,-5.3
2001/12/11,-1.4,1.3,-3.6
2001/12/12,-1.0,1.5,-3.3
2001/12/13,2.3,6.7,-1.9
2001/12/14,-3.7,-0.5,-5.4
2001/12/15,-3.2,-0.7,-5.7
2001/12/16,-2.1,-0.4,-3.6
2001/12/17,-1.8,-0.3,-3.4
2001/12/18,-2.5,-1.4,-3.5
2001/12/19,-3.2,-2.1,-4.6
2001/12/20,-2.6,-1.5,-4.1
2001/12/21,-2.3,-0.9,-4.0
2001/12/22,-1.8,0.5,-5.1
2001/12/23,-1.1,0.9,-5.2
2001/12/24,0.9,2.0,-0.3
2001/12/25,0.4,2.3,-2.9
2001/12/26,0.4,2.2,-2.1
2001/12/27,-0.8,0.5,-2.2
2001/12/28,-2.8,-1.1,-4.4
2001/12/29,0.6,3.0,-2.6
2001/12/30,1.2,4.8,-2.2
2001/12/31,-2.2,-0.4,-4.1
2002/1/1,-1.7,0.1,-3.4
2002/1/2,-3.6,-2.4,-5.7
2002/1/3,-2.3,-1.0,-4.3
2002/1/4,-0.2,1.2,-1.6
2002/1/5,-1.1,2.4,-4.9
2002/1/6,-1.3,3.4,-6.7
2002/1/7,0.5,4.9,-5.9
2002/1/8,3.4,5.9,-1.0
2002/1/9,0.8,3.1,-1.3
2002/1/10,0.6,1.9,-1.3
2002/1/11,1.4,2.5,0.1
2002/1/12,1.3,2.5,0.5
2002/1/13,-0.6,1.4,-2.4
2002/1/14,-0.8,0.9,-3.6
2002/1/15,3.0,7.2,-0.6
2002/1/16,0.6,2.3,-1.7
2002/1/17,0.7,3.6,-1.1
2002/1/18,-1.1,0.3,-2.7
2002/1/19,-2.2,0.0,-7.7
2002/1/20,-2.4,2.3,-8.8
2002/1/21,5.6,8.9,1.7
2002/1/22,4.5,8.1,1.8
2002/1/23,0.4,2.5,-1.7
2002/1/24,-1.2,0.0,-2.3
2002/1/25,-0.4,0.5,-2.3
2002/1/26,-0.3,1.4,-3.2
2002/1/27,0.1,1.5,-3.3
2002/1/28,1.1,2.8,-1.0
2002/1/29,0.0,1.9,-3.5
2002/1/30,-2.7,-1.0,-6.5
2002/1/31,-2.2,1.4,-7.3
2002/2/1,-0.8,0.7,-2.9
2002/2/2,1.9,3.1,-0.4
2002/2/3,0.6,2.6,-4.3
2002/2/4,2.0,5.2,-5.0
2002/2/5,4.7,6.6,2.2
2002/2/6,4.0,8.2,0.3
2002/2/7,4.8,6.8,2.7
2002/2/8,4.5,7.4,1.7
2002/2/9,-3.7,2.3,-6.1
2002/2/10,-3.7,-2.6,-5.1
2002/2/11,-4.0,-2.2,-6.0
2002/2/12,-4.3,-1.6,-7.1
2002/2/13,-2.5,0.0,-4.8
2002/2/14,-2.3,-0.4,-4.3
2002/2/15,-1.0,0.5,-3.0
2002/2/16,1.1,3.8,-0.9
2002/2/17,3.4,5.2,-1.0
2002/2/18,1.0,4.9,-2.6
2002/2/19,1.9,4.3,-1.3
2002/2/20,2.8,4.1,1.5
2002/2/21,2.4,4.8,0.9
2002/2/22,3.2,6.0,0.6
2002/2/23,2.6,4.5,-0.1
2002/2/24,1.0,2.7,-1.1
2002/2/25,4.1,6.4,1.6
2002/2/26,5.2,8.3,1.2
2002/2/27,5.1,9.6,0.0
2002/2/28,5.8,10.2,1.9
2002/3/1,4.9,7.7,2.0
2002/3/2,-1.1,5.2,-5.5
2002/3/3,-2.7,-0.7,-4.3
2002/3/4,1.0,2.8,-2.2
2002/3/5,4.5,6.9,2.0
2002/3/6,2.3,4.5,0.5
2002/3/7,1.2,3.1,-0.2
2002/3/8,1.6,4.8,-1.3
2002/3/9,7.3,9.3,4.6
2002/3/10,5.5,8.4,3.5
2002/3/11,4.3,6.1,3.3
2002/3/12,3.2,5.7,0.3
2002/3/13,5.7,8.2,1.1
2002/3/14,9.3,11.8,7.1
2002/3/15,7.2,9.5,4.1
2002/3/16,4.8,7.5,2.8
2002/3/17,5.9,7.3,3.9
2002/3/18,2.6,7.1,-1.5
2002/3/19,3.1,6.9,-1.6
2002/3/20,5.5,8.1,-0.1
2002/3/21,8.4,15.1,4.3
2002/3/22,6.2,8.0,4.0
2002/3/23,5.7,8.2,3.4
2002/3/24,2.1,4.7,-0.2
2002/3/25,5.1,7.5,0.8
2002/3/26,8.5,12.2,2.4
2002/3/27,5.9,9.8,3.1
2002/3/28,5.3,7.1,3.5
2002/3/29,7.9,11.3,5.0
2002/3/30,7.4,11.2,4.9
2002/3/31,6.5,10.1,3.4
