ダウンロードした時刻：2019/10/10 16:24:02

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,7.1,10.8,2.7
1999/12/2,10.3,15.8,6.2
1999/12/3,10.1,17.7,3.4
1999/12/4,11.6,18.4,3.7
1999/12/5,12.4,13.8,10.8
1999/12/6,9.6,11.2,7.0
1999/12/7,7.0,12.0,2.2
1999/12/8,6.9,14.9,-0.6
1999/12/9,10.3,15.5,5.9
1999/12/10,9.5,16.2,2.2
1999/12/11,9.0,14.9,3.0
1999/12/12,5.7,12.5,-0.4
1999/12/13,7.2,13.9,1.4
1999/12/14,7.8,13.4,2.2
1999/12/15,6.8,13.5,2.3
1999/12/16,7.4,14.0,0.7
1999/12/17,9.0,12.5,6.7
1999/12/18,5.5,8.1,2.6
1999/12/19,3.9,6.3,2.1
1999/12/20,2.7,5.4,1.1
1999/12/21,1.2,6.3,-2.9
1999/12/22,1.2,7.7,-4.3
1999/12/23,3.0,9.7,-3.8
1999/12/24,5.4,9.2,1.2
1999/12/25,7.2,9.4,4.9
1999/12/26,5.8,10.3,0.9
1999/12/27,5.1,13.7,-2.0
1999/12/28,6.9,14.6,0.5
1999/12/29,9.2,16.8,2.8
1999/12/30,7.8,13.8,2.5
1999/12/31,7.1,14.5,0.7
2000/1/1,8.9,17.0,1.4
2000/1/2,10.3,14.8,8.3
2000/1/3,8.9,13.7,4.3
2000/1/4,7.3,14.5,0.8
2000/1/5,8.6,14.5,1.5
2000/1/6,13.9,19.2,9.3
2000/1/7,7.1,12.6,1.3
2000/1/8,4.7,9.8,0.0
2000/1/9,5.9,8.9,3.0
2000/1/10,9.4,14.1,5.5
2000/1/11,8.8,15.3,2.3
2000/1/12,10.6,13.1,8.2
2000/1/13,10.8,13.1,8.3
2000/1/14,7.2,11.0,3.2
2000/1/15,7.8,13.7,1.4
2000/1/16,9.4,11.5,7.8
2000/1/17,8.5,14.7,4.0
2000/1/18,8.8,14.7,2.9
2000/1/19,6.3,11.1,2.8
2000/1/20,2.4,5.7,0.6
2000/1/21,1.2,5.6,-3.3
2000/1/22,4.7,10.3,-1.8
2000/1/23,10.2,12.6,6.8
2000/1/24,10.1,12.3,8.7
2000/1/25,6.5,9.2,4.2
2000/1/26,2.3,5.1,-1.3
2000/1/27,0.6,5.5,-3.8
2000/1/28,3.0,9.9,-2.2
2000/1/29,4.9,11.9,-1.9
2000/1/30,5.8,8.2,3.7
2000/1/31,2.9,5.9,-0.9
2000/2/1,2.5,7.3,-3.5
2000/2/2,5.3,9.6,1.2
2000/2/3,5.4,9.6,1.8
2000/2/4,5.7,11.7,-0.4
2000/2/5,7.3,13.7,-0.2
2000/2/6,8.7,11.3,4.9
2000/2/7,5.7,10.1,0.5
2000/2/8,2.3,6.2,-1.8
2000/2/9,1.2,7.7,-4.4
2000/2/10,4.2,10.9,-2.6
2000/2/11,6.5,12.1,2.3
2000/2/12,6.4,13.9,-0.6
2000/2/13,7.8,15.6,0.0
2000/2/14,8.9,12.1,6.2
2000/2/15,3.4,6.7,1.1
2000/2/16,2.9,6.7,0.2
2000/2/17,4.2,8.2,1.2
2000/2/18,4.5,11.5,-2.6
2000/2/19,5.0,7.3,1.7
2000/2/20,8.6,13.4,5.8
2000/2/21,6.2,10.7,1.7
2000/2/22,4.6,10.8,-0.7
2000/2/23,5.3,12.0,-0.4
2000/2/24,5.2,11.0,1.0
2000/2/25,4.6,10.3,0.0
2000/2/26,5.2,9.2,2.0
2000/2/27,6.2,10.3,2.9
2000/2/28,5.2,10.8,-0.5
2000/2/29,4.9,11.0,-0.7
2000/3/1,5.8,14.6,-2.1
2000/3/2,8.9,17.8,0.6
2000/3/3,10.3,16.7,1.8
2000/3/4,12.5,15.2,10.6
2000/3/5,12.3,16.0,10.5
2000/3/6,11.0,17.1,6.5
2000/3/7,8.1,13.8,3.3
2000/3/8,6.0,10.2,2.5
2000/3/9,6.7,11.6,2.2
2000/3/10,7.7,14.3,0.0
2000/3/11,6.8,8.8,5.3
2000/3/12,9.2,14.7,5.5
2000/3/13,9.3,16.7,2.3
2000/3/14,9.3,17.9,0.8
2000/3/15,10.5,18.4,2.4
2000/3/16,11.8,16.3,7.8
2000/3/17,9.7,15.6,4.5
2000/3/18,11.2,18.8,2.0
2000/3/19,11.5,16.0,8.5
2000/3/20,11.0,17.7,6.0
2000/3/21,12.0,19.6,3.3
2000/3/22,13.7,20.2,9.3
2000/3/23,10.7,13.2,6.7
2000/3/24,10.3,14.2,7.1
2000/3/25,9.3,14.1,3.7
2000/3/26,11.9,17.4,4.6
2000/3/27,13.8,20.5,6.5
2000/3/28,12.6,18.3,10.2
2000/3/29,10.4,12.6,9.3
2000/3/30,11.2,17.2,4.6
2000/3/31,12.6,17.0,5.9
