ダウンロードした時刻：2019/10/10 16:03:58

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/12/1,11.0,15.3,3.8
2014/12/2,4.8,5.8,3.2
2014/12/3,5.6,7.9,2.9
2014/12/4,5.2,6.7,3.0
2014/12/5,3.5,5.8,1.5
2014/12/6,4.1,9.0,0.9
2014/12/7,4.4,6.2,1.5
2014/12/8,4.3,9.9,-0.6
2014/12/9,7.3,12.4,3.2
2014/12/10,8.8,12.8,3.5
2014/12/11,9.1,11.7,7.9
2014/12/12,6.4,8.2,3.2
2014/12/13,3.6,5.7,0.9
2014/12/14,3.8,6.1,2.0
2014/12/15,5.9,9.2,3.9
2014/12/16,5.0,7.6,1.4
2014/12/17,0.2,2.2,-1.8
2014/12/18,0.9,4.2,-1.4
2014/12/19,3.0,7.8,0.5
2014/12/20,5.5,9.2,2.5
2014/12/21,4.7,7.0,2.5
2014/12/22,3.8,6.7,0.4
2014/12/23,6.4,10.6,2.2
2014/12/24,6.0,9.1,0.9
2014/12/25,6.3,9.7,2.5
2014/12/26,4.4,7.1,2.7
2014/12/27,3.9,8.8,0.0
2014/12/28,4.5,10.9,-2.1
2014/12/29,6.2,11.7,2.4
2014/12/30,8.2,11.7,4.0
2014/12/31,4.1,6.9,0.9
2015/1/1,0.4,4.0,-1.5
2015/1/2,1.3,3.2,-0.1
2015/1/3,2.9,7.0,0.1
2015/1/4,5.9,10.2,1.6
2015/1/5,5.9,12.2,0.5
2015/1/6,8.5,12.6,5.3
2015/1/7,4.4,6.5,2.1
2015/1/8,4.9,7.2,2.9
2015/1/9,5.0,8.7,2.1
2015/1/10,5.7,9.1,4.0
2015/1/11,5.1,9.1,1.4
2015/1/12,3.8,7.4,1.6
2015/1/13,4.7,10.0,1.5
2015/1/14,3.9,7.1,0.2
2015/1/15,5.7,8.1,4.3
2015/1/16,7.3,11.1,5.0
2015/1/17,4.3,7.4,1.1
2015/1/18,5.0,10.2,-0.3
2015/1/19,6.7,8.3,4.6
2015/1/20,5.5,7.7,2.7
2015/1/21,7.3,11.6,3.4
2015/1/22,7.5,12.0,6.2
2015/1/23,5.7,7.7,4.0
2015/1/24,6.0,11.8,2.5
2015/1/25,6.6,11.6,3.0
2015/1/26,8.0,10.3,5.3
2015/1/27,7.3,11.9,2.9
2015/1/28,2.3,4.1,1.1
2015/1/29,2.8,5.3,-0.3
2015/1/30,3.9,8.7,0.4
2015/1/31,3.2,5.0,1.5
2015/2/1,3.4,6.3,1.7
2015/2/2,3.8,7.0,1.4
2015/2/3,4.6,8.4,2.0
2015/2/4,5.0,9.8,1.0
2015/2/5,4.0,7.8,2.4
2015/2/6,5.2,9.9,1.7
2015/2/7,5.7,11.6,0.2
2015/2/8,3.0,6.8,-1.5
2015/2/9,0.0,3.1,-2.4
2015/2/10,5.0,7.7,2.4
2015/2/11,7.1,10.7,4.7
2015/2/12,5.2,9.9,2.1
2015/2/13,1.2,3.6,-0.4
2015/2/14,4.0,8.5,-0.7
2015/2/15,7.1,12.0,1.7
2015/2/16,5.7,8.7,2.2
2015/2/17,6.4,10.2,4.0
2015/2/18,5.5,9.2,3.2
2015/2/19,4.5,7.0,2.8
2015/2/20,4.8,9.7,0.2
2015/2/21,6.5,13.0,-1.2
2015/2/22,11.7,15.2,8.4
2015/2/23,8.7,11.8,3.1
2015/2/24,6.3,13.2,1.5
2015/2/25,7.1,11.9,3.1
2015/2/26,8.1,12.4,4.1
2015/2/27,4.4,8.2,1.8
2015/2/28,6.0,9.5,3.6
2015/3/1,5.4,6.7,4.5
2015/3/2,6.8,11.6,1.7
2015/3/3,4.0,8.3,0.0
2015/3/4,5.2,7.2,3.3
2015/3/5,5.1,7.9,3.1
2015/3/6,5.0,9.3,2.0
2015/3/7,6.0,9.6,1.9
2015/3/8,8.7,13.3,5.7
2015/3/9,6.5,8.4,5.0
2015/3/10,1.7,7.4,-1.2
2015/3/11,4.8,8.5,2.2
2015/3/12,5.6,8.9,0.4
2015/3/13,7.2,12.7,0.4
2015/3/14,6.7,11.3,4.6
2015/3/15,9.0,16.5,1.9
2015/3/16,9.4,16.7,3.7
2015/3/17,12.1,21.7,4.3
2015/3/18,12.0,14.9,8.6
2015/3/19,12.0,13.5,10.8
2015/3/20,10.9,12.5,8.3
2015/3/21,10.9,19.6,5.7
2015/3/22,10.5,17.4,5.5
2015/3/23,8.0,11.6,5.8
2015/3/24,5.8,10.5,2.6
2015/3/25,7.4,12.4,2.6
2015/3/26,7.7,15.5,0.0
2015/3/27,10.2,18.3,1.9
2015/3/28,13.7,19.6,6.1
2015/3/29,13.4,18.7,8.6
2015/3/30,11.6,19.7,6.3
2015/3/31,15.1,23.6,6.8
