ダウンロードした時刻：2019/10/10 16:11:24

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/12/1,15.0,18.2,8.4
2014/12/2,6.3,8.9,4.4
2014/12/3,8.1,12.1,3.8
2014/12/4,7.9,11.9,5.6
2014/12/5,5.4,8.9,3.3
2014/12/6,5.1,8.4,2.8
2014/12/7,6.4,10.2,2.6
2014/12/8,8.2,11.1,4.3
2014/12/9,8.9,13.6,6.0
2014/12/10,8.8,12.1,5.5
2014/12/11,11.0,13.2,9.1
2014/12/12,8.1,10.4,4.6
2014/12/13,5.0,8.6,2.5
2014/12/14,4.4,7.4,1.9
2014/12/15,5.9,8.9,2.8
2014/12/16,6.2,9.4,2.6
2014/12/17,1.8,3.8,0.2
2014/12/18,1.9,5.2,-0.4
2014/12/19,4.8,7.7,1.1
2014/12/20,7.5,8.9,5.4
2014/12/21,6.5,9.8,3.5
2014/12/22,4.2,6.1,1.7
2014/12/23,7.5,11.4,4.5
2014/12/24,7.7,10.6,4.6
2014/12/25,7.3,9.4,4.8
2014/12/26,5.7,9.0,2.5
2014/12/27,6.1,10.0,3.0
2014/12/28,5.6,7.5,2.5
2014/12/29,8.4,11.9,6.2
2014/12/30,8.5,11.7,6.1
2014/12/31,8.4,12.8,5.2
2015/1/1,2.4,5.4,0.1
2015/1/2,2.4,6.3,0.4
2015/1/3,4.0,8.2,0.3
2015/1/4,6.9,10.8,2.5
2015/1/5,9.0,11.8,6.3
2015/1/6,9.3,12.3,5.9
2015/1/7,6.0,9.3,3.6
2015/1/8,5.1,7.9,3.6
2015/1/9,5.7,7.8,3.9
2015/1/10,6.0,8.8,3.7
2015/1/11,6.5,10.7,3.7
2015/1/12,4.8,7.6,2.6
2015/1/13,5.9,9.0,3.6
2015/1/14,6.1,8.4,2.4
2015/1/15,8.5,11.1,7.1
2015/1/16,7.7,9.4,5.7
2015/1/17,5.7,8.7,3.0
2015/1/18,5.3,8.8,1.7
2015/1/19,7.1,10.6,4.6
2015/1/20,6.8,10.3,4.7
2015/1/21,7.3,10.4,2.6
2015/1/22,9.3,10.5,8.4
2015/1/23,6.5,9.4,4.4
2015/1/24,6.7,10.3,3.5
2015/1/25,7.9,11.1,4.9
2015/1/26,9.5,11.6,7.3
2015/1/27,10.3,15.1,5.0
2015/1/28,3.9,6.8,1.6
2015/1/29,3.6,5.7,0.9
2015/1/30,6.0,7.8,3.6
2015/1/31,3.8,6.5,1.3
2015/2/1,3.1,6.0,0.9
2015/2/2,4.5,6.9,2.5
2015/2/3,5.7,7.8,4.0
2015/2/4,6.6,9.2,4.0
2015/2/5,6.5,9.9,4.8
2015/2/6,5.6,8.5,3.6
2015/2/7,6.0,9.3,2.0
2015/2/8,6.2,11.3,0.2
2015/2/9,1.4,4.4,-0.9
2015/2/10,4.5,7.9,0.5
2015/2/11,8.4,12.3,5.1
2015/2/12,7.7,11.5,4.6
2015/2/13,3.7,7.2,1.0
2015/2/14,4.9,8.8,0.6
2015/2/15,7.0,12.4,3.7
2015/2/16,6.9,9.7,2.8
2015/2/17,8.0,10.2,5.9
2015/2/18,7.6,11.0,5.1
2015/2/19,6.0,9.7,3.9
2015/2/20,6.0,9.6,3.6
2015/2/21,7.8,11.8,2.3
2015/2/22,12.4,15.3,8.8
2015/2/23,12.5,15.8,9.1
2015/2/24,9.2,11.1,7.0
2015/2/25,9.6,12.0,6.6
2015/2/26,9.6,11.6,7.4
2015/2/27,6.8,10.2,3.6
2015/2/28,6.8,9.5,3.2
2015/3/1,8.1,10.5,6.1
2015/3/2,7.2,10.5,4.6
2015/3/3,8.0,11.1,4.7
2015/3/4,9.6,13.2,5.5
2015/3/5,5.8,9.5,3.9
2015/3/6,7.5,10.2,3.6
2015/3/7,9.1,10.6,7.8
2015/3/8,10.2,13.1,8.2
2015/3/9,9.9,11.6,6.4
2015/3/10,4.5,7.8,0.2
2015/3/11,4.4,7.8,0.0
2015/3/12,7.4,10.9,3.8
2015/3/13,8.1,12.3,2.8
2015/3/14,8.1,10.0,6.1
2015/3/15,8.3,10.7,6.0
2015/3/16,13.0,18.1,10.0
2015/3/17,13.5,18.7,8.4
2015/3/18,15.8,20.3,11.9
2015/3/19,16.2,18.4,13.3
2015/3/20,14.2,18.2,11.0
2015/3/21,12.7,17.1,8.9
2015/3/22,14.0,19.5,9.9
2015/3/23,9.6,11.9,6.1
2015/3/24,6.8,11.5,4.3
2015/3/25,7.0,11.5,3.5
2015/3/26,8.3,11.8,3.9
2015/3/27,11.2,15.9,6.3
2015/3/28,14.2,18.7,10.1
2015/3/29,13.7,14.9,12.0
2015/3/30,13.9,18.3,9.6
2015/3/31,16.5,21.3,11.4
