ダウンロードした時刻：2019/10/10 15:49:17

,高山,高山,高山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,3.5,6.0,1.3
1999/12/2,5.3,8.5,3.3
1999/12/3,1.6,3.7,-2.7
1999/12/4,2.5,12.0,-4.8
1999/12/5,5.1,6.4,3.6
1999/12/6,6.0,9.9,1.2
1999/12/7,-0.1,1.5,-2.2
1999/12/8,0.1,5.5,-3.9
1999/12/9,2.3,6.9,-1.6
1999/12/10,3.2,9.0,-0.1
1999/12/11,1.9,5.8,-0.9
1999/12/12,1.8,5.7,0.2
1999/12/13,2.2,5.8,0.3
1999/12/14,2.1,5.5,-0.6
1999/12/15,1.1,3.4,-0.2
1999/12/16,1.8,5.5,-0.3
1999/12/17,2.5,6.4,0.3
1999/12/18,1.4,3.8,-0.1
1999/12/19,-0.6,1.4,-3.2
1999/12/20,-1.5,2.5,-4.4
1999/12/21,-2.1,2.0,-4.6
1999/12/22,-1.5,3.4,-4.3
1999/12/23,-1.4,3.4,-4.9
1999/12/24,-0.9,6.8,-7.2
1999/12/25,2.1,7.2,-0.7
1999/12/26,-0.2,3.0,-2.0
1999/12/27,-0.2,5.8,-3.8
1999/12/28,-0.6,8.4,-4.9
1999/12/29,1.9,9.0,-1.3
1999/12/30,1.1,9.5,-2.4
1999/12/31,0.7,9.1,-3.2
2000/1/1,2.2,5.4,-0.1
2000/1/2,2.1,8.8,-3.3
2000/1/3,5.0,10.1,1.9
2000/1/4,2.5,5.6,-2.5
2000/1/5,1.2,9.7,-3.4
2000/1/6,4.6,10.5,-0.6
2000/1/7,6.4,10.1,1.0
2000/1/8,1.3,7.3,-2.1
2000/1/9,2.2,7.5,-2.9
2000/1/10,4.5,10.7,2.3
2000/1/11,0.7,2.7,-1.8
2000/1/12,1.0,5.1,-2.4
2000/1/13,5.2,7.2,2.7
2000/1/14,5.2,9.5,0.2
2000/1/15,1.7,7.5,-1.5
2000/1/16,1.5,8.2,-3.0
2000/1/17,2.2,4.7,0.4
2000/1/18,2.2,7.1,-0.9
2000/1/19,3.0,9.9,-2.8
2000/1/20,-0.3,3.2,-3.7
2000/1/21,-4.7,-2.7,-5.7
2000/1/22,-3.2,1.3,-7.3
2000/1/23,-1.1,1.1,-4.5
2000/1/24,1.8,3.7,0.6
2000/1/25,-2.0,1.5,-4.9
2000/1/26,-4.5,0.7,-8.8
2000/1/27,-5.3,1.1,-9.9
2000/1/28,-4.0,3.0,-10.1
2000/1/29,-2.3,8.0,-10.0
2000/1/30,0.7,5.6,-3.5
2000/1/31,-1.4,1.6,-4.0
2000/2/1,-2.4,2.3,-5.4
2000/2/2,-0.6,6.4,-5.3
2000/2/3,0.3,7.7,-4.1
2000/2/4,-0.9,2.4,-5.0
2000/2/5,-2.1,6.7,-8.5
2000/2/6,0.0,3.0,-4.1
2000/2/7,0.8,4.9,-1.9
2000/2/8,-1.6,4.1,-5.0
2000/2/9,-3.5,-1.1,-6.8
2000/2/10,-3.7,2.6,-8.7
2000/2/11,-4.2,2.9,-12.1
2000/2/12,0.9,6.4,-2.4
2000/2/13,0.8,5.2,-2.5
2000/2/14,1.4,8.8,-3.5
2000/2/15,-1.9,0.6,-5.2
2000/2/16,-5.0,-2.9,-6.0
2000/2/17,-4.0,0.6,-8.7
2000/2/18,-3.2,-0.8,-5.3
2000/2/19,-2.4,2.9,-8.5
2000/2/20,0.3,4.3,-1.8
2000/2/21,-3.1,-0.6,-4.7
2000/2/22,-3.0,0.9,-5.6
2000/2/23,-2.1,2.5,-6.4
2000/2/24,-2.1,3.1,-5.8
2000/2/25,-4.8,-0.2,-9.7
2000/2/26,-5.4,2.6,-11.0
2000/2/27,-2.2,1.8,-4.8
2000/2/28,-3.3,1.3,-7.6
2000/2/29,-4.7,0.3,-8.1
2000/3/1,-3.6,3.0,-9.0
2000/3/2,-2.1,8.3,-11.4
2000/3/3,1.2,12.0,-5.0
2000/3/4,1.7,4.2,-1.8
2000/3/5,3.0,8.4,-0.2
2000/3/6,4.1,12.3,-1.2
2000/3/7,1.4,7.4,-2.6
2000/3/8,-1.8,2.0,-4.3
2000/3/9,-2.5,0.5,-4.4
2000/3/10,-2.4,3.8,-7.1
2000/3/11,-1.1,5.8,-7.5
2000/3/12,2.5,8.5,-2.0
2000/3/13,-0.2,5.5,-4.5
2000/3/14,-0.4,5.4,-7.3
2000/3/15,1.4,9.9,-6.4
2000/3/16,3.3,9.0,0.4
2000/3/17,-0.2,3.2,-4.8
2000/3/18,0.7,11.7,-5.3
2000/3/19,3.3,11.4,-2.0
2000/3/20,2.1,6.2,-0.9
2000/3/21,2.8,12.1,-4.5
2000/3/22,2.1,6.8,-2.1
2000/3/23,4.0,13.8,-4.4
2000/3/24,2.7,7.2,-0.4
2000/3/25,-0.4,2.5,-2.0
2000/3/26,-1.5,1.7,-4.3
2000/3/27,1.1,10.9,-5.7
2000/3/28,4.3,9.4,-0.8
2000/3/29,6.3,10.0,1.7
2000/3/30,3.9,10.2,-0.7
2000/3/31,5.9,15.5,-1.9
