ダウンロードした時刻：2019/10/10 15:46:16

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,6.0,9.4,2.4
1999/12/2,6.0,10.4,2.4
1999/12/3,2.2,5.1,-0.1
1999/12/4,2.7,9.0,-2.8
1999/12/5,4.9,7.5,2.3
1999/12/6,5.6,9.1,2.5
1999/12/7,0.5,3.5,-0.2
1999/12/8,1.4,6.2,-1.9
1999/12/9,5.0,13.5,-1.3
1999/12/10,4.0,10.6,-0.5
1999/12/11,2.5,6.6,0.1
1999/12/12,1.9,5.6,0.3
1999/12/13,2.4,6.9,0.0
1999/12/14,1.7,4.8,-0.4
1999/12/15,1.0,4.7,-1.7
1999/12/16,2.4,8.8,-3.1
1999/12/17,4.5,9.8,2.1
1999/12/18,0.9,2.5,-0.6
1999/12/19,0.8,5.6,-1.4
1999/12/20,0.4,4.5,-1.6
1999/12/21,0.5,4.9,-2.6
1999/12/22,-0.6,4.7,-4.2
1999/12/23,-0.2,5.8,-3.9
1999/12/24,0.1,7.2,-5.4
1999/12/25,2.2,8.5,-2.3
1999/12/26,0.7,4.9,-1.2
1999/12/27,0.4,5.7,-3.2
1999/12/28,0.2,7.3,-5.3
1999/12/29,1.8,7.9,-1.7
1999/12/30,2.0,7.8,-2.3
1999/12/31,2.1,8.6,-3.1
2000/1/1,1.9,4.0,-0.7
2000/1/2,2.3,6.4,-2.9
2000/1/3,3.0,6.5,-0.6
2000/1/4,2.2,8.1,-2.2
2000/1/5,2.3,7.5,-1.1
2000/1/6,7.5,12.0,0.1
2000/1/7,6.4,11.9,2.9
2000/1/8,3.2,7.6,-0.4
2000/1/9,2.9,7.5,-2.7
2000/1/10,5.3,11.1,0.9
2000/1/11,0.4,2.9,-1.5
2000/1/12,2.3,6.4,-2.3
2000/1/13,6.3,10.4,2.9
2000/1/14,6.2,12.3,3.4
2000/1/15,2.9,7.4,-0.2
2000/1/16,1.3,5.2,-2.4
2000/1/17,2.8,6.0,0.8
2000/1/18,1.8,4.6,-0.4
2000/1/19,2.3,10.1,-3.1
2000/1/20,1.6,6.7,-2.7
2000/1/21,-3.7,-1.1,-5.0
2000/1/22,-2.1,2.5,-5.3
2000/1/23,-1.3,1.7,-5.1
2000/1/24,2.9,8.1,-1.0
2000/1/25,-2.2,0.4,-4.3
2000/1/26,-3.2,1.0,-6.1
2000/1/27,-3.9,2.4,-7.5
2000/1/28,-2.3,4.0,-8.1
2000/1/29,-0.7,6.0,-6.7
2000/1/30,1.1,8.1,-5.3
2000/1/31,-1.1,1.4,-4.6
2000/2/1,-2.3,3.2,-6.7
2000/2/2,-0.3,6.4,-6.0
2000/2/3,1.0,7.2,-3.9
2000/2/4,-0.2,3.9,-3.7
2000/2/5,-0.9,6.0,-6.4
2000/2/6,1.4,6.4,-3.1
2000/2/7,3.3,8.9,-0.7
2000/2/8,-0.5,6.7,-4.5
2000/2/9,-1.8,1.6,-5.9
2000/2/10,-2.7,3.4,-7.5
2000/2/11,-1.7,3.8,-7.6
2000/2/12,2.4,7.7,-0.8
2000/2/13,0.7,3.3,-1.9
2000/2/14,2.9,9.5,-2.7
2000/2/15,-1.7,2.8,-4.7
2000/2/16,-5.0,-3.4,-7.2
2000/2/17,-4.0,0.7,-9.3
2000/2/18,-2.8,0.7,-5.3
2000/2/19,-2.3,3.2,-7.4
2000/2/20,-0.2,4.0,-2.9
2000/2/21,-2.1,1.6,-4.4
2000/2/22,-2.9,1.4,-5.0
2000/2/23,-1.7,2.7,-6.8
2000/2/24,-2.8,-0.4,-6.1
2000/2/25,-4.6,-0.8,-7.3
2000/2/26,-3.9,0.0,-8.8
2000/2/27,-1.4,2.5,-4.5
2000/2/28,-3.0,0.5,-5.4
2000/2/29,-3.5,1.8,-6.2
2000/3/1,-2.5,3.1,-7.8
2000/3/2,0.0,8.3,-7.5
2000/3/3,3.0,11.2,-3.5
2000/3/4,3.5,7.1,-1.8
2000/3/5,3.4,6.7,-0.9
2000/3/6,2.8,10.1,-2.6
2000/3/7,2.0,8.7,-1.8
2000/3/8,-0.3,3.9,-2.8
2000/3/9,-2.5,0.9,-4.2
2000/3/10,-1.5,3.3,-5.4
2000/3/11,1.1,7.5,-5.2
2000/3/12,2.8,8.3,-1.3
2000/3/13,1.4,7.6,-3.1
2000/3/14,0.2,4.8,-4.6
2000/3/15,1.5,7.3,-4.1
2000/3/16,3.5,6.9,0.9
2000/3/17,0.7,3.4,-2.1
2000/3/18,3.1,12.8,-4.5
2000/3/19,6.0,14.2,-0.9
2000/3/20,2.3,6.1,-0.6
2000/3/21,2.0,7.8,-2.8
2000/3/22,1.8,6.4,-0.8
2000/3/23,6.7,16.0,-1.4
2000/3/24,3.8,8.7,0.0
2000/3/25,-0.1,3.1,-1.8
2000/3/26,-1.5,1.3,-3.8
2000/3/27,1.8,10.6,-5.6
2000/3/28,8.0,14.2,0.4
2000/3/29,9.3,16.0,4.0
2000/3/30,6.1,12.6,1.7
2000/3/31,7.2,15.9,-0.3
