ダウンロードした時刻：2019/10/10 16:13:34

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,11.0,13.0,8.4
2017/12/2,8.2,12.1,5.1
2017/12/3,9.2,14.5,5.2
2017/12/4,7.4,11.7,4.9
2017/12/5,7.5,10.0,5.0
2017/12/6,7.1,9.8,4.9
2017/12/7,7.1,12.5,2.5
2017/12/8,6.8,9.3,4.8
2017/12/9,6.7,10.9,2.6
2017/12/10,9.7,14.6,5.0
2017/12/11,9.1,12.7,4.7
2017/12/12,4.4,6.5,3.2
2017/12/13,5.4,7.6,3.9
2017/12/14,6.3,8.8,4.2
2017/12/15,6.7,11.1,3.0
2017/12/16,7.9,11.1,5.4
2017/12/17,4.8,6.7,3.2
2017/12/18,5.6,8.9,2.6
2017/12/19,6.3,11.5,2.4
2017/12/20,5.3,10.2,1.5
2017/12/21,5.1,10.0,0.7
2017/12/22,5.8,11.8,1.1
2017/12/23,7.1,12.5,2.4
2017/12/24,10.0,16.3,3.7
2017/12/25,9.5,13.5,7.0
2017/12/26,7.6,9.8,6.4
2017/12/27,6.0,7.5,4.7
2017/12/28,6.3,8.1,4.6
2017/12/29,6.7,9.9,2.6
2017/12/30,7.3,10.0,3.9
2017/12/31,7.0,11.7,3.2
2018/1/1,7.6,9.8,6.2
2018/1/2,7.9,10.2,6.1
2018/1/3,6.2,8.6,3.9
2018/1/4,4.4,7.9,0.6
2018/1/5,2.7,4.0,0.4
2018/1/6,5.6,9.7,1.0
2018/1/7,6.0,9.0,1.5
2018/1/8,8.1,11.2,4.7
2018/1/9,8.6,12.6,5.3
2018/1/10,6.5,10.2,3.8
2018/1/11,2.0,4.4,-0.2
2018/1/12,2.3,5.2,-0.5
2018/1/13,3.4,6.7,-1.3
2018/1/14,4.0,7.5,1.0
2018/1/15,6.0,11.9,0.1
2018/1/16,10.0,15.5,3.1
2018/1/17,13.8,16.4,11.0
2018/1/18,10.4,14.7,7.1
2018/1/19,8.7,12.6,5.5
2018/1/20,7.4,12.2,3.1
2018/1/21,7.1,11.3,2.7
2018/1/22,4.4,6.7,2.7
2018/1/23,5.0,10.7,2.1
2018/1/24,1.1,3.8,-0.9
2018/1/25,1.5,4.4,-0.7
2018/1/26,2.7,5.3,0.5
2018/1/27,2.2,5.4,-0.1
2018/1/28,2.0,5.0,-0.7
2018/1/29,4.1,7.3,1.2
2018/1/30,3.4,6.9,1.0
2018/1/31,3.5,7.6,-0.7
2018/2/1,2.8,4.3,1.2
2018/2/2,4.3,7.8,0.3
2018/2/3,5.0,9.6,1.5
2018/2/4,3.1,4.6,2.0
2018/2/5,2.1,4.9,0.2
2018/2/6,0.9,4.7,-1.3
2018/2/7,2.2,5.3,-0.3
2018/2/8,3.4,6.6,0.5
2018/2/9,4.1,9.6,-1.5
2018/2/10,5.2,6.7,3.0
2018/2/11,4.9,7.6,1.1
2018/2/12,2.7,6.5,0.4
2018/2/13,3.3,6.4,0.5
2018/2/14,5.4,10.9,-1.2
2018/2/15,8.3,12.5,5.0
2018/2/16,7.0,9.9,2.3
2018/2/17,6.7,9.7,3.3
2018/2/18,4.1,7.6,1.4
2018/2/19,5.2,8.7,1.4
2018/2/20,7.7,11.4,4.6
2018/2/21,6.9,10.4,4.8
2018/2/22,6.3,9.7,2.2
2018/2/23,6.3,10.8,1.4
2018/2/24,7.8,14.2,1.2
2018/2/25,7.4,10.0,5.7
2018/2/26,8.8,13.1,5.9
2018/2/27,8.4,15.0,2.5
2018/2/28,11.0,17.0,4.4
2018/3/1,13.8,17.7,9.1
2018/3/2,8.4,11.7,5.4
2018/3/3,9.8,15.8,2.9
2018/3/4,14.4,19.5,8.8
2018/3/5,16.0,21.4,8.3
2018/3/6,7.9,11.4,5.1
2018/3/7,8.0,13.1,3.0
2018/3/8,11.2,18.7,9.2
2018/3/9,7.2,12.4,3.9
2018/3/10,5.8,9.7,3.3
2018/3/11,8.3,14.3,1.6
2018/3/12,9.5,14.6,3.8
2018/3/13,12.4,18.9,5.2
2018/3/14,14.4,20.1,9.5
2018/3/15,16.2,21.3,10.9
2018/3/16,10.7,17.5,5.0
2018/3/17,8.0,13.0,3.9
2018/3/18,10.8,15.7,4.7
2018/3/19,15.7,19.6,12.8
2018/3/20,8.7,14.1,5.8
2018/3/21,9.1,13.9,5.4
2018/3/22,9.9,14.2,7.2
2018/3/23,9.0,13.1,5.8
2018/3/24,10.4,16.6,4.0
2018/3/25,12.3,18.0,6.6
2018/3/26,13.9,20.8,8.0
2018/3/27,14.6,21.4,10.0
2018/3/28,16.5,23.9,10.7
2018/3/29,17.6,23.9,11.1
2018/3/30,13.7,18.0,9.4
2018/3/31,13.0,18.8,6.0
