ダウンロードした時刻：2019/10/10 15:48:36

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,7.1,12.5,2.4
2005/12/2,7.8,9.5,5.1
2005/12/3,4.9,9.0,0.8
2005/12/4,5.2,9.9,2.1
2005/12/5,2.9,7.3,0.9
2005/12/6,5.3,8.1,1.8
2005/12/7,3.6,6.4,1.7
2005/12/8,3.6,5.3,1.4
2005/12/9,4.5,8.0,1.8
2005/12/10,5.1,7.4,3.6
2005/12/11,3.0,5.0,1.5
2005/12/12,1.4,3.5,0.2
2005/12/13,0.5,1.3,0.1
2005/12/14,0.3,0.6,0.0
2005/12/15,1.7,4.5,0.1
2005/12/16,1.1,2.9,0.2
2005/12/17,2.0,4.4,-0.2
2005/12/18,0.6,3.2,-1.8
2005/12/19,2.0,4.4,-0.1
2005/12/20,1.1,2.4,-0.3
2005/12/21,2.5,5.5,0.9
2005/12/22,0.6,3.0,-2.3
2005/12/23,2.3,4.6,0.6
2005/12/24,1.1,3.5,-0.8
2005/12/25,3.1,7.0,-0.5
2005/12/26,1.6,3.7,0.0
2005/12/27,1.0,2.6,-0.5
2005/12/28,1.1,3.8,-0.4
2005/12/29,0.8,5.3,-2.3
2005/12/30,1.8,5.4,-2.0
2005/12/31,1.5,3.5,-1.1
2006/1/1,1.1,7.1,-2.4
2006/1/2,2.1,4.2,0.1
2006/1/3,2.9,5.3,0.9
2006/1/4,1.0,2.4,0.3
2006/1/5,-0.1,2.7,-3.3
2006/1/6,-1.8,0.3,-4.5
2006/1/7,0.1,2.7,-1.7
2006/1/8,-0.3,2.3,-2.7
2006/1/9,-1.3,4.1,-5.6
2006/1/10,0.3,2.7,-3.5
2006/1/11,1.5,3.5,-0.6
2006/1/12,1.4,5.6,-2.4
2006/1/13,3.9,9.2,-2.5
2006/1/14,6.2,8.9,4.1
2006/1/15,5.1,8.3,0.6
2006/1/16,3.1,8.6,-2.0
2006/1/17,3.3,5.9,1.7
2006/1/18,2.3,5.7,-0.8
2006/1/19,1.0,2.8,-0.4
2006/1/20,1.1,4.5,-1.5
2006/1/21,1.2,5.1,-2.7
2006/1/22,0.6,4.5,-2.2
2006/1/23,0.2,2.9,-1.9
2006/1/24,0.6,4.0,-1.6
2006/1/25,1.1,4.3,-1.1
2006/1/26,1.9,6.3,-0.8
2006/1/27,2.0,5.8,-0.3
2006/1/28,2.1,3.8,0.0
2006/1/29,2.0,8.2,-3.7
2006/1/30,5.1,8.8,2.5
2006/1/31,3.6,5.0,2.4
2006/2/1,3.2,4.8,1.9
2006/2/2,3.7,7.2,1.3
2006/2/3,1.7,5.7,-2.8
2006/2/4,-1.8,0.7,-3.2
2006/2/5,-1.0,1.8,-3.2
2006/2/6,-0.2,2.5,-3.4
2006/2/7,4.1,10.3,0.9
2006/2/8,2.4,4.5,0.5
2006/2/9,0.2,2.2,-1.9
2006/2/10,2.5,6.6,-1.8
2006/2/11,3.0,6.0,1.3
2006/2/12,-0.1,1.7,-1.9
2006/2/13,3.6,10.9,-1.9
2006/2/14,4.7,9.6,-0.8
2006/2/15,7.9,13.3,5.0
2006/2/16,5.3,6.5,4.0
2006/2/17,1.9,4.3,-0.3
2006/2/18,1.3,5.6,-2.4
2006/2/19,3.4,9.3,-1.7
2006/2/20,1.6,3.8,-1.0
2006/2/21,4.2,10.9,0.0
2006/2/22,8.9,16.7,0.5
2006/2/23,6.0,9.1,1.4
2006/2/24,4.3,10.2,-0.3
2006/2/25,6.8,14.7,-0.9
2006/2/26,8.9,11.4,5.7
2006/2/27,3.1,5.7,0.9
2006/2/28,2.5,5.1,-1.7
2006/3/1,3.2,5.5,1.7
2006/3/2,2.7,6.2,0.4
2006/3/3,2.0,6.1,0.1
2006/3/4,3.7,9.3,-0.1
2006/3/5,7.4,15.2,-0.8
2006/3/6,7.8,10.2,4.7
2006/3/7,7.9,15.1,3.0
2006/3/8,8.0,12.8,4.1
2006/3/9,5.9,12.0,0.2
2006/3/10,8.3,10.9,6.2
2006/3/11,10.7,18.5,3.8
2006/3/12,6.3,9.6,0.9
2006/3/13,0.6,3.7,-1.0
2006/3/14,0.0,2.1,-1.3
2006/3/15,3.7,9.6,-1.3
2006/3/16,7.5,15.4,0.6
2006/3/17,7.9,9.7,4.4
2006/3/18,6.9,13.2,1.9
2006/3/19,5.1,7.4,1.9
2006/3/20,5.5,10.5,0.0
2006/3/21,5.5,10.3,2.1
2006/3/22,5.3,10.9,1.5
2006/3/23,9.3,16.4,5.7
2006/3/24,6.8,10.9,2.6
2006/3/25,7.9,16.1,-0.5
2006/3/26,11.2,17.3,7.3
2006/3/27,10.7,15.8,5.3
2006/3/28,10.6,18.3,4.6
2006/3/29,4.3,7.6,1.2
2006/3/30,2.2,4.4,0.0
2006/3/31,4.3,8.7,0.8
