ダウンロードした時刻：2019/10/10 16:21:44

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,7.0,14.2,1.3
2008/12/2,10.3,17.0,4.1
2008/12/3,12.1,18.0,8.1
2008/12/4,12.6,17.3,6.3
2008/12/5,7.9,14.2,4.1
2008/12/6,2.7,4.4,1.0
2008/12/7,3.5,9.1,-0.3
2008/12/8,5.1,8.0,1.2
2008/12/9,10.6,17.1,6.7
2008/12/10,10.2,16.6,5.0
2008/12/11,10.4,15.9,6.0
2008/12/12,9.1,15.0,4.0
2008/12/13,8.3,12.3,3.1
2008/12/14,9.1,11.9,7.1
2008/12/15,9.0,12.0,5.4
2008/12/16,7.3,13.8,2.5
2008/12/17,8.1,14.6,2.7
2008/12/18,7.9,12.7,2.9
2008/12/19,5.9,13.1,-0.1
2008/12/20,8.7,15.7,1.5
2008/12/21,12.1,14.3,8.2
2008/12/22,5.8,8.3,3.3
2008/12/23,4.1,8.6,1.5
2008/12/24,4.8,8.7,0.5
2008/12/25,8.3,12.4,6.1
2008/12/26,5.2,9.1,0.4
2008/12/27,4.2,11.2,-0.6
2008/12/28,6.1,12.0,0.2
2008/12/29,8.9,11.6,5.8
2008/12/30,7.9,10.8,5.9
2008/12/31,4.6,6.7,1.6
2009/1/1,2.2,4.7,1.0
2009/1/2,4.0,10.8,-1.5
2009/1/3,4.8,11.8,-1.0
2009/1/4,5.1,10.3,-0.5
2009/1/5,7.0,13.0,2.6
2009/1/6,6.9,12.2,2.2
2009/1/7,7.2,11.7,4.1
2009/1/8,7.4,12.4,2.1
2009/1/9,6.3,10.3,2.0
2009/1/10,2.8,5.5,0.2
2009/1/11,4.3,8.0,0.8
2009/1/12,3.2,6.3,-0.2
2009/1/13,1.7,3.6,0.1
2009/1/14,3.4,7.8,0.0
2009/1/15,2.7,7.2,-1.2
2009/1/16,3.7,8.4,-0.9
2009/1/17,5.6,11.7,1.0
2009/1/18,6.8,9.7,3.2
2009/1/19,7.1,11.6,3.0
2009/1/20,6.7,12.4,1.0
2009/1/21,6.5,8.4,5.1
2009/1/22,7.9,11.4,4.4
2009/1/23,4.0,8.5,0.5
2009/1/24,0.3,3.6,-2.5
2009/1/25,2.0,3.8,0.0
2009/1/26,3.9,6.5,1.9
2009/1/27,3.8,9.8,-0.4
2009/1/28,6.5,15.3,-0.6
2009/1/29,9.4,12.2,4.2
2009/1/30,12.8,15.4,10.2
2009/1/31,10.5,13.0,7.5
2009/2/1,7.9,11.7,3.9
2009/2/2,7.7,13.8,2.1
2009/2/3,7.9,10.0,5.9
2009/2/4,9.2,15.2,3.5
2009/2/5,9.1,14.6,4.7
2009/2/6,8.7,15.6,3.1
2009/2/7,8.2,14.9,2.5
2009/2/8,8.7,16.1,3.5
2009/2/9,6.1,8.8,2.6
2009/2/10,7.8,13.4,3.7
2009/2/11,7.9,14.4,3.0
2009/2/12,10.3,17.1,3.4
2009/2/13,15.1,19.5,8.8
2009/2/14,15.4,20.5,10.6
2009/2/15,11.9,19.2,6.5
2009/2/16,7.4,10.6,4.4
2009/2/17,4.4,8.0,2.2
2009/2/18,5.9,12.6,1.4
2009/2/19,5.6,8.2,1.8
2009/2/20,8.1,11.4,4.8
2009/2/21,5.6,11.2,0.6
2009/2/22,7.2,11.5,2.4
2009/2/23,12.7,16.5,10.8
2009/2/24,13.0,17.0,9.7
2009/2/25,13.3,15.5,10.6
2009/2/26,11.5,16.6,7.2
2009/2/27,10.5,13.0,9.0
2009/2/28,10.7,14.8,7.3
2009/3/1,10.3,15.2,6.0
2009/3/2,8.7,15.9,2.8
2009/3/3,7.7,10.7,5.7
2009/3/4,9.4,13.4,7.0
2009/3/5,9.8,12.6,5.2
2009/3/6,11.6,15.5,7.4
2009/3/7,8.9,12.6,4.4
2009/3/8,9.4,14.6,5.9
2009/3/9,9.1,12.9,6.0
2009/3/10,8.6,16.8,1.4
2009/3/11,9.4,16.4,5.1
2009/3/12,11.3,17.8,4.2
2009/3/13,12.1,15.2,9.1
2009/3/14,5.7,9.2,2.1
2009/3/15,7.1,13.3,0.4
2009/3/16,11.7,18.7,5.3
2009/3/17,14.4,21.0,8.2
2009/3/18,16.6,21.6,11.0
2009/3/19,18.2,21.7,14.7
2009/3/20,14.3,17.8,8.5
2009/3/21,14.6,22.1,6.5
2009/3/22,15.1,17.4,12.9
2009/3/23,13.6,18.4,9.9
2009/3/24,11.7,18.2,6.9
2009/3/25,8.5,12.7,4.0
2009/3/26,8.3,14.7,2.1
2009/3/27,9.3,14.9,4.3
2009/3/28,9.1,12.8,6.6
2009/3/29,9.7,14.6,6.4
2009/3/30,10.0,16.2,4.7
2009/3/31,12.0,19.1,7.2
