É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:40:22

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2003/1/1,3.9,6.7,2.2
2003/1/2,1.4,4.5,-1.2
2003/1/3,-0.9,2.0,-3.8
2003/1/4,3.8,11.1,-0.3
2003/1/5,2.1,7.2,-1.4
2003/1/6,2.4,7.7,-2.4
2003/1/7,2.3,8.3,-2.4
2003/1/8,3.6,9.6,-0.2
2003/1/9,2.5,8.7,-2.3
2003/1/10,5.0,12.2,-1.9
2003/1/11,5.8,11.0,0.9
2003/1/12,4.6,12.3,-1.4
2003/1/13,5.2,11.5,-0.4
2003/1/14,6.7,14.2,-0.7
2003/1/15,1.9,5.9,-2.3
2003/1/16,0.4,6.0,-4.2
2003/1/17,5.2,15.0,-4.2
2003/1/18,5.7,10.4,0.5
2003/1/19,3.1,6.9,-1.6
2003/1/20,5.3,10.1,1.2
2003/1/21,3.4,8.1,1.0
2003/1/22,3.2,9.0,-1.5
2003/1/23,1.4,5.0,-1.3
2003/1/24,3.5,6.5,0.3
2003/1/25,3.8,8.4,-0.2
2003/1/26,4.0,8.6,-1.2
2003/1/27,2.5,3.9,0.8
2003/1/28,6.7,11.9,0.7
2003/1/29,2.3,8.3,-1.7
2003/1/30,2.3,8.0,-3.6
2003/1/31,3.9,11.9,-1.9
2003/2/1,3.2,8.1,-0.6
2003/2/2,1.3,5.5,-2.8
2003/2/3,2.8,10.2,-2.8
2003/2/4,2.8,8.0,-1.2
2003/2/5,4.0,9.3,0.7
2003/2/6,3.6,9.4,0.0
2003/2/7,3.5,11.1,-3.6
2003/2/8,5.8,12.9,-2.5
2003/2/9,9.3,17.7,1.8
2003/2/10,9.1,13.5,4.8
2003/2/11,8.0,9.3,6.2
2003/2/12,5.4,9.0,1.8
2003/2/13,3.5,9.4,-1.8
2003/2/14,5.9,12.6,1.3
2003/2/15,6.3,12.5,1.5
2003/2/16,3.9,7.2,0.9
2003/2/17,6.7,12.1,1.1
2003/2/18,3.5,7.2,-0.9
2003/2/19,5.2,9.8,1.3
2003/2/20,6.0,10.0,3.3
2003/2/21,6.1,12.1,1.6
2003/2/22,4.3,8.8,0.5
2003/2/23,6.6,12.1,4.3
2003/2/24,2.5,4.6,0.9
2003/2/25,4.9,11.4,-0.6
2003/2/26,5.7,11.9,-1.2
2003/2/27,6.3,10.9,1.7
2003/2/28,5.2,11.8,0.5
2003/3/1,3.3,7.3,-0.3
2003/3/2,9.2,12.9,4.4
2003/3/3,6.9,12.8,1.9
2003/3/4,3.1,6.7,-1.1
2003/3/5,3.3,9.8,-3.6
2003/3/6,3.3,8.3,-0.3
2003/3/7,3.9,9.8,0.5
2003/3/8,8.8,14.9,4.8
2003/3/9,5.3,10.0,1.8
2003/3/10,4.6,9.8,1.6
2003/3/11,3.4,8.5,-0.3
2003/3/12,4.0,11.0,-1.9
2003/3/13,5.0,12.8,-2.1
2003/3/14,6.0,12.3,-1.3
2003/3/15,7.1,11.0,4.8
2003/3/16,7.3,13.2,0.9
2003/3/17,5.4,8.0,2.0
2003/3/18,5.3,11.9,0.2
2003/3/19,7.4,14.1,2.6
2003/3/20,6.6,12.0,2.6
2003/3/21,6.2,13.4,-0.4
2003/3/22,5.7,8.1,2.2
2003/3/23,10.0,16.7,2.5
2003/3/24,12.9,19.6,6.2
2003/3/25,10.7,12.7,9.6
2003/3/26,13.4,19.7,8.6
2003/3/27,13.4,20.8,7.1
2003/3/28,12.7,17.3,8.8
2003/3/29,10.0,14.9,4.6
2003/3/30,9.1,16.2,2.2
2003/3/31,13.4,22.1,3.8
2003/4/1,13.7,20.2,9.5
2003/4/2,9.0,9.9,7.7
2003/4/3,10.7,16.3,5.8
2003/4/4,8.9,14.4,3.2
2003/4/5,5.8,8.0,3.6
2003/4/6,10.2,14.7,4.9
2003/4/7,11.9,20.8,2.3
2003/4/8,14.3,21.8,9.9
2003/4/9,13.5,19.2,6.7
2003/4/10,10.4,17.3,5.1
2003/4/11,11.3,17.4,3.8
2003/4/12,13.6,17.6,8.9
2003/4/13,17.9,26.1,11.0
2003/4/14,13.8,18.7,10.5
2003/4/15,11.1,13.0,10.1
2003/4/16,15.1,22.4,9.8
2003/4/17,17.0,25.9,8.9
2003/4/18,19.4,28.1,11.3
2003/4/19,19.1,24.3,13.7
2003/4/20,13.3,17.2,10.0
2003/4/21,12.4,21.7,9.3
2003/4/22,13.5,19.7,8.5
2003/4/23,12.8,15.8,10.2
2003/4/24,16.5,20.5,11.6
2003/4/25,15.7,16.7,14.2
2003/4/26,18.8,26.4,12.9
2003/4/27,17.4,23.4,12.7
2003/4/28,17.9,25.6,12.5
2003/4/29,19.1,27.0,11.3
2003/4/30,16.8,21.0,12.7
2003/5/1,15.0,21.6,9.1
