ダウンロードした時刻：2019/10/10 15:36:35

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,5.7,11.3,-0.1
2009/12/2,7.0,11.4,3.5
2009/12/3,6.6,11.4,2.0
2009/12/4,5.5,9.3,0.9
2009/12/5,5.6,10.3,-0.8
2009/12/6,7.8,11.9,2.5
2009/12/7,4.4,5.5,2.5
2009/12/8,5.4,9.0,2.7
2009/12/9,4.8,9.5,1.7
2009/12/10,2.6,8.3,-1.6
2009/12/11,6.9,8.8,3.3
2009/12/12,9.1,13.1,6.5
2009/12/13,4.0,6.6,1.5
2009/12/14,0.7,2.0,-1.1
2009/12/15,-0.2,1.9,-1.4
2009/12/16,-1.0,1.0,-1.8
2009/12/17,-1.5,0.1,-3.1
2009/12/18,-1.9,0.5,-3.7
2009/12/19,-0.8,1.3,-3.6
2009/12/20,-0.1,1.6,-1.0
2009/12/21,-1.0,1.8,-5.3
2009/12/22,2.5,6.8,-0.5
2009/12/23,0.9,4.0,-1.8
2009/12/24,3.6,5.1,1.5
2009/12/25,1.9,4.5,-1.8
2009/12/26,2.9,8.1,-2.3
2009/12/27,3.7,5.4,0.7
2009/12/28,3.1,6.4,0.1
2009/12/29,1.4,3.7,-0.9
2009/12/30,3.7,7.8,-0.7
2009/12/31,2.1,5.7,-2.5
2010/1/1,-1.7,0.6,-3.3
2010/1/2,0.1,1.1,-1.7
2010/1/3,1.4,3.1,-0.1
2010/1/4,1.0,2.8,-1.1
2010/1/5,2.9,6.9,0.3
2010/1/6,3.0,5.9,-0.8
2010/1/7,0.8,5.3,-1.9
2010/1/8,1.1,5.2,-1.3
2010/1/9,1.3,3.2,0.0
2010/1/10,0.6,3.1,-1.6
2010/1/11,0.9,4.6,-1.8
2010/1/12,0.2,2.1,-1.0
2010/1/13,0.0,4.8,-3.6
2010/1/14,-3.6,-1.9,-5.0
2010/1/15,-2.1,-0.3,-4.5
2010/1/16,-2.1,0.1,-5.0
2010/1/17,-1.9,0.5,-3.7
2010/1/18,-1.3,2.8,-4.3
2010/1/19,2.9,5.8,0.1
2010/1/20,5.0,10.7,-0.1
2010/1/21,0.0,5.0,-3.4
2010/1/22,-1.6,0.8,-5.1
2010/1/23,0.5,1.7,-1.2
2010/1/24,2.1,5.2,0.2
2010/1/25,2.7,5.7,0.2
2010/1/26,-0.2,1.6,-2.1
2010/1/27,4.3,8.2,0.4
2010/1/28,3.8,7.1,1.1
2010/1/29,2.1,4.0,0.0
2010/1/30,2.7,5.0,-0.4
2010/1/31,3.1,7.3,-0.4
2010/2/1,0.7,4.5,-1.4
2010/2/2,-2.2,-0.3,-4.1
2010/2/3,-4.6,-2.5,-5.8
2010/2/4,-4.4,-2.2,-5.6
2010/2/5,-4.9,-2.3,-6.6
2010/2/6,-4.8,-2.2,-7.2
2010/2/7,0.3,2.7,-4.4
2010/2/8,0.9,3.3,-3.3
2010/2/9,3.6,6.6,1.3
2010/2/10,0.9,2.4,-0.2
2010/2/11,-0.6,1.3,-1.9
2010/2/12,-2.3,-1.1,-3.7
2010/2/13,-3.1,-1.3,-4.9
2010/2/14,-0.4,3.0,-4.4
2010/2/15,-0.5,2.8,-3.0
2010/2/16,-1.5,1.9,-3.3
2010/2/17,-1.6,1.2,-4.2
2010/2/18,0.0,5.8,-5.8
2010/2/19,1.7,4.4,-1.7
2010/2/20,-0.7,2.0,-2.1
2010/2/21,-0.9,1.9,-3.1
2010/2/22,2.3,8.3,-5.2
2010/2/23,4.7,9.1,0.2
2010/2/24,5.8,14.1,-0.5
2010/2/25,10.1,19.8,3.6
2010/2/26,6.9,10.0,4.4
2010/2/27,3.0,7.1,-0.8
2010/2/28,1.7,4.5,-1.4
2010/3/1,1.3,6.6,-0.9
2010/3/2,1.8,5.4,-0.8
2010/3/3,2.4,5.7,0.5
2010/3/4,4.0,10.0,-0.1
2010/3/5,6.8,9.9,2.1
2010/3/6,5.2,7.9,0.9
2010/3/7,1.3,4.6,-1.1
2010/3/8,-0.4,3.0,-2.0
2010/3/9,-0.1,2.8,-2.4
2010/3/10,0.8,3.8,-0.4
2010/3/11,3.2,5.4,0.0
2010/3/12,6.2,11.6,0.4
2010/3/13,4.8,13.1,0.2
2010/3/14,2.7,5.4,0.0
2010/3/15,6.1,13.5,-1.1
2010/3/16,5.8,10.7,1.0
2010/3/17,1.0,3.9,-1.1
2010/3/18,0.9,4.6,-2.3
2010/3/19,2.8,7.4,-2.7
2010/3/20,7.3,14.1,4.3
2010/3/21,5.2,13.4,0.3
2010/3/22,4.3,7.5,1.7
2010/3/23,4.1,7.5,0.6
2010/3/24,4.2,7.5,0.9
2010/3/25,2.0,4.1,0.8
2010/3/26,1.9,5.6,-0.3
2010/3/27,0.2,4.5,-1.7
2010/3/28,0.2,5.0,-4.2
2010/3/29,0.0,4.8,-2.4
2010/3/30,2.1,6.9,-3.5
2010/3/31,5.6,9.8,0.1
