ダウンロードした時刻：2019/10/10 16:05:26

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,7.4,10.3,5.1
2017/12/2,6.4,12.0,2.5
2017/12/3,7.6,15.3,1.8
2017/12/4,7.0,11.0,3.1
2017/12/5,4.6,8.3,2.0
2017/12/6,3.1,7.6,0.5
2017/12/7,6.8,12.9,0.3
2017/12/8,4.0,9.0,0.4
2017/12/9,4.8,9.8,1.0
2017/12/10,8.9,10.7,5.3
2017/12/11,6.1,9.7,1.1
2017/12/12,1.5,3.4,-0.9
2017/12/13,1.6,3.8,0.3
2017/12/14,5.0,7.4,2.2
2017/12/15,6.0,10.7,2.1
2017/12/16,5.5,9.4,0.9
2017/12/17,0.3,1.7,-1.3
2017/12/18,3.3,6.6,-0.6
2017/12/19,3.4,6.4,1.7
2017/12/20,4.3,9.4,0.5
2017/12/21,4.4,10.1,1.2
2017/12/22,5.9,12.8,0.4
2017/12/23,6.7,13.2,2.2
2017/12/24,9.1,14.3,2.0
2017/12/25,5.4,10.1,1.9
2017/12/26,4.1,6.3,1.7
2017/12/27,2.2,4.6,0.8
2017/12/28,2.1,3.8,0.8
2017/12/29,4.8,8.5,1.8
2017/12/30,5.9,10.0,0.6
2017/12/31,6.6,9.1,1.3
2018/1/1,5.3,8.3,2.4
2018/1/2,6.3,9.3,3.5
2018/1/3,4.1,6.7,1.2
2018/1/4,1.5,3.4,0.3
2018/1/5,3.2,7.0,1.3
2018/1/6,3.9,7.2,2.5
2018/1/7,4.6,8.8,2.2
2018/1/8,9.9,13.8,4.7
2018/1/9,5.9,12.3,2.9
2018/1/10,2.2,5.2,0.3
2018/1/11,0.1,3.1,-1.8
2018/1/12,-0.1,4.3,-3.5
2018/1/13,-0.2,3.5,-3.8
2018/1/14,1.0,3.4,-1.0
2018/1/15,5.2,10.1,-1.8
2018/1/16,8.7,15.7,1.4
2018/1/17,9.2,11.9,7.0
2018/1/18,9.0,12.1,7.0
2018/1/19,7.8,12.5,4.8
2018/1/20,6.0,10.3,3.5
2018/1/21,5.2,9.9,2.0
2018/1/22,2.8,4.8,1.4
2018/1/23,3.3,7.7,-0.2
2018/1/24,-1.7,1.0,-4.1
2018/1/25,-0.5,1.4,-2.3
2018/1/26,0.1,1.7,-1.6
2018/1/27,1.8,4.5,-0.4
2018/1/28,2.2,5.2,-1.0
2018/1/29,2.0,5.7,-1.8
2018/1/30,0.9,4.8,-1.5
2018/1/31,2.9,7.7,-1.1
2018/2/1,2.8,6.4,0.9
2018/2/2,3.8,9.5,-0.5
2018/2/3,2.4,5.2,-0.1
2018/2/4,-0.1,4.9,-2.5
2018/2/5,-0.7,2.4,-2.7
2018/2/6,-1.9,2.9,-6.2
2018/2/7,-0.4,4.3,-4.3
2018/2/8,0.4,5.9,-3.1
2018/2/9,3.0,10.6,-5.5
2018/2/10,5.3,8.1,3.3
2018/2/11,0.8,5.7,-2.1
2018/2/12,0.3,3.3,-2.3
2018/2/13,0.3,3.3,-2.4
2018/2/14,4.9,10.7,-3.9
2018/2/15,5.8,9.9,0.9
2018/2/16,4.1,10.5,-0.9
2018/2/17,3.9,7.4,0.7
2018/2/18,2.5,7.1,-1.2
2018/2/19,3.6,9.8,-1.0
2018/2/20,5.9,11.7,0.2
2018/2/21,3.5,5.7,1.7
2018/2/22,3.7,9.3,0.6
2018/2/23,4.2,11.2,-1.0
2018/2/24,5.4,12.9,-0.3
2018/2/25,5.1,11.4,-0.1
2018/2/26,6.4,13.2,1.6
2018/2/27,7.3,14.5,2.2
2018/2/28,9.1,16.0,1.9
2018/3/1,11.4,15.4,7.2
2018/3/2,5.6,9.6,1.2
2018/3/3,9.6,17.4,0.9
2018/3/4,15.2,23.2,11.1
2018/3/5,11.7,18.3,5.4
2018/3/6,5.9,9.4,4.5
2018/3/7,7.0,10.8,3.7
2018/3/8,11.4,13.9,9.3
2018/3/9,4.8,9.3,3.1
2018/3/10,4.2,8.6,0.1
2018/3/11,5.5,13.0,-0.6
2018/3/12,7.7,15.4,0.6
2018/3/13,13.5,22.0,6.5
2018/3/14,14.4,21.8,8.3
2018/3/15,16.9,22.9,9.6
2018/3/16,7.0,15.9,4.1
2018/3/17,6.4,11.8,3.1
2018/3/18,12.4,19.1,3.0
2018/3/19,11.8,15.2,8.7
2018/3/20,6.9,8.8,5.9
2018/3/21,5.2,7.3,2.1
2018/3/22,6.6,8.2,3.9
2018/3/23,6.5,12.5,2.1
2018/3/24,8.7,16.9,0.4
2018/3/25,10.9,18.4,4.3
2018/3/26,12.1,19.9,5.4
2018/3/27,12.7,21.1,6.0
2018/3/28,14.7,23.5,6.6
2018/3/29,13.4,20.8,7.7
2018/3/30,9.7,15.5,3.7
2018/3/31,10.4,18.9,1.0
