ダウンロードした時刻：2019/10/10 15:51:45

,水戸,水戸,水戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,3.2,4.7,2.1
1987/12/2,3.5,9.7,-1.9
1987/12/3,2.5,10.1,-3.7
1987/12/4,1.5,8.7,-1.8
1987/12/5,2.5,7.6,-2.8
1987/12/6,1.1,3.5,-2.1
1987/12/7,1.6,7.2,-2.6
1987/12/8,3.8,10.2,-3.2
1987/12/9,8.1,12.2,4.2
1987/12/10,9.7,15.6,6.8
1987/12/11,8.7,13.2,5.1
1987/12/12,6.7,9.1,5.5
1987/12/13,3.0,5.9,0.9
1987/12/14,2.5,8.2,-2.1
1987/12/15,5.5,11.7,0.2
1987/12/16,5.5,11.9,0.6
1987/12/17,6.3,12.1,-0.3
1987/12/18,2.2,8.6,-3.1
1987/12/19,5.0,12.7,-1.6
1987/12/20,5.5,12.6,-0.6
1987/12/21,4.6,10.6,-0.8
1987/12/22,3.2,8.8,-2.6
1987/12/23,5.7,14.6,-1.0
1987/12/24,6.1,14.2,0.0
1987/12/25,6.7,15.2,0.0
1987/12/26,9.1,17.3,2.0
1987/12/27,8.2,16.9,1.5
1987/12/28,8.3,17.8,0.8
1987/12/29,8.2,17.9,1.2
1987/12/30,7.1,18.7,0.5
1987/12/31,3.7,9.7,-0.6
1988/1/1,5.4,13.4,0.5
1988/1/2,7.2,14.5,-1.2
1988/1/3,5.8,8.5,3.2
1988/1/4,7.8,13.1,3.1
1988/1/5,3.5,7.3,0.0
1988/1/6,1.4,6.8,-2.9
1988/1/7,0.8,5.4,-4.2
1988/1/8,7.4,13.1,2.3
1988/1/9,4.1,12.7,-1.3
1988/1/10,1.2,7.0,-3.5
1988/1/11,2.3,8.5,-5.9
1988/1/12,4.0,10.4,-4.0
1988/1/13,5.4,13.1,0.3
1988/1/14,5.1,13.9,-1.8
1988/1/15,6.8,14.4,-0.1
1988/1/16,6.6,10.1,2.6
1988/1/17,3.7,8.6,-0.1
1988/1/18,2.6,9.8,-2.7
1988/1/19,1.7,8.0,-4.5
1988/1/20,5.0,12.2,-0.5
1988/1/21,5.7,10.7,-1.3
1988/1/22,10.0,16.1,4.9
1988/1/23,7.5,12.6,3.4
1988/1/24,4.1,8.5,-0.9
1988/1/25,5.6,10.9,0.1
1988/1/26,6.0,12.4,-1.8
1988/1/27,2.5,7.9,-1.9
1988/1/28,3.6,10.9,-2.0
1988/1/29,5.8,14.9,-3.8
1988/1/30,4.1,8.7,0.0
1988/1/31,3.7,9.1,0.0
1988/2/1,2.7,8.7,-2.0
1988/2/2,6.0,13.3,-0.1
1988/2/3,0.6,4.2,-2.0
1988/2/4,2.3,8.7,-2.8
1988/2/5,5.3,14.9,-4.2
1988/2/6,4.5,7.8,1.8
1988/2/7,1.8,5.5,-1.0
1988/2/8,0.7,6.9,-6.0
1988/2/9,1.6,8.6,-5.9
1988/2/10,1.3,7.6,-2.3
1988/2/11,0.1,6.5,-6.5
1988/2/12,0.9,4.4,-1.3
1988/2/13,3.1,8.2,-1.5
1988/2/14,1.6,6.9,-4.1
1988/2/15,0.6,6.0,-2.6
1988/2/16,-1.2,4.0,-6.1
1988/2/17,-0.5,4.8,-6.2
1988/2/18,0.6,5.8,-5.3
1988/2/19,1.1,6.5,-2.8
1988/2/20,2.8,12.7,-6.3
1988/2/21,1.2,6.9,-3.0
1988/2/22,0.0,5.7,-6.3
1988/2/23,4.4,11.4,-3.1
1988/2/24,4.7,9.6,-0.3
1988/2/25,0.9,3.7,-3.8
1988/2/26,3.7,7.5,1.1
1988/2/27,2.1,4.2,-1.1
1988/2/28,2.9,9.5,-2.2
1988/2/29,3.4,8.9,-5.1
1988/3/1,4.6,5.5,3.4
1988/3/2,3.8,6.1,2.0
1988/3/3,4.8,11.2,0.6
1988/3/4,2.7,8.4,-1.5
1988/3/5,3.2,7.4,-0.8
1988/3/6,5.0,9.7,-1.1
1988/3/7,4.2,11.6,0.0
1988/3/8,2.4,7.4,-4.2
1988/3/9,3.5,10.3,-2.7
1988/3/10,4.3,12.5,-2.7
1988/3/11,9.3,16.0,-1.6
1988/3/12,12.8,20.3,8.1
1988/3/13,10.2,17.2,4.1
1988/3/14,11.1,18.6,1.6
1988/3/15,9.0,16.0,3.1
1988/3/16,4.1,10.1,-0.4
1988/3/17,4.4,8.0,0.9
1988/3/18,6.0,8.1,4.2
1988/3/19,8.3,14.7,0.7
1988/3/20,7.4,10.9,3.8
1988/3/21,5.1,7.0,1.9
1988/3/22,9.9,12.8,5.2
1988/3/23,11.2,18.0,6.5
1988/3/24,6.5,12.0,2.2
1988/3/25,6.0,8.7,1.9
1988/3/26,4.9,7.3,0.8
1988/3/27,5.5,10.4,1.8
1988/3/28,7.6,12.2,1.1
1988/3/29,7.0,8.9,5.5
1988/3/30,5.8,8.3,4.2
1988/3/31,5.0,7.1,3.6
