ダウンロードした時刻：2019/10/10 16:10:42

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,8.0,12.4,1.8
1981/12/2,2.3,6.0,0.1
1981/12/3,4.2,8.8,0.8
1981/12/4,5.2,10.0,0.9
1981/12/5,7.9,11.8,2.8
1981/12/6,8.2,11.7,5.0
1981/12/7,7.6,11.6,3.8
1981/12/8,7.0,10.9,4.0
1981/12/9,7.7,10.1,5.5
1981/12/10,7.4,12.3,4.1
1981/12/11,7.9,12.8,2.3
1981/12/12,9.8,12.6,7.0
1981/12/13,6.2,10.1,2.0
1981/12/14,3.7,7.4,1.5
1981/12/15,2.3,6.5,-0.8
1981/12/16,5.1,8.7,0.2
1981/12/17,6.0,11.7,2.8
1981/12/18,6.1,10.8,1.3
1981/12/19,7.0,9.2,5.1
1981/12/20,6.1,8.7,2.4
1981/12/21,8.6,11.9,6.0
1981/12/22,9.1,12.9,5.9
1981/12/23,9.9,14.3,6.7
1981/12/24,5.9,9.2,3.1
1981/12/25,5.2,9.4,1.8
1981/12/26,7.0,12.5,2.0
1981/12/27,9.6,15.7,5.1
1981/12/28,10.3,15.7,6.1
1981/12/29,10.7,15.0,8.0
1981/12/30,7.2,10.7,5.0
1981/12/31,6.6,8.6,3.7
1982/1/1,6.9,10.8,3.3
1982/1/2,5.9,9.4,3.0
1982/1/3,5.5,9.9,1.5
1982/1/4,11.0,14.5,4.6
1982/1/5,8.1,12.9,4.4
1982/1/6,5.4,9.6,2.8
1982/1/7,2.7,5.9,-1.6
1982/1/8,2.3,5.9,-1.5
1982/1/9,5.9,8.9,1.3
1982/1/10,6.1,10.2,3.6
1982/1/11,7.8,12.3,2.1
1982/1/12,11.2,14.6,6.5
1982/1/13,4.2,7.0,0.7
1982/1/14,3.0,6.7,-0.6
1982/1/15,4.0,7.4,1.0
1982/1/16,3.4,6.8,1.2
1982/1/17,2.0,6.4,-0.5
1982/1/18,3.6,8.9,-0.7
1982/1/19,1.2,4.1,-0.7
1982/1/20,2.4,6.1,-1.5
1982/1/21,5.0,8.3,0.5
1982/1/22,7.8,11.7,4.9
1982/1/23,6.1,10.2,2.0
1982/1/24,4.6,7.2,0.5
1982/1/25,4.7,7.0,2.8
1982/1/26,4.5,8.0,1.0
1982/1/27,5.2,8.9,2.2
1982/1/28,2.1,5.4,-0.9
1982/1/29,-1.3,2.7,-4.0
1982/1/30,0.7,5.5,-3.5
1982/1/31,2.0,5.1,-2.0
1982/2/1,3.4,7.0,1.6
1982/2/2,2.1,6.0,-0.9
1982/2/3,3.5,6.9,-1.0
1982/2/4,4.3,5.7,2.6
1982/2/5,3.0,5.7,0.7
1982/2/6,2.9,6.8,0.1
1982/2/7,0.6,4.9,-2.0
1982/2/8,2.3,6.0,-1.5
1982/2/9,3.1,6.3,-1.2
1982/2/10,3.0,7.7,-0.2
1982/2/11,4.6,7.8,-0.8
1982/2/12,6.2,9.9,3.3
1982/2/13,5.4,10.1,2.2
1982/2/14,2.7,7.1,-0.7
1982/2/15,3.3,7.7,-0.1
1982/2/16,5.3,10.5,-0.1
1982/2/17,4.3,6.9,1.9
1982/2/18,6.2,9.7,2.0
1982/2/19,9.8,12.6,5.5
1982/2/20,10.8,13.0,9.5
1982/2/21,8.0,10.7,5.1
1982/2/22,6.9,10.8,3.0
1982/2/23,7.3,10.7,5.4
1982/2/24,5.3,8.9,2.9
1982/2/25,4.1,9.2,1.6
1982/2/26,3.1,8.2,-0.8
1982/2/27,4.7,9.0,-0.7
1982/2/28,7.4,11.5,3.1
1982/3/1,6.4,8.3,4.1
1982/3/2,4.0,8.2,1.4
1982/3/3,4.0,9.0,-0.5
1982/3/4,8.7,13.3,1.3
1982/3/5,12.6,15.3,9.6
1982/3/6,8.9,13.1,5.2
1982/3/7,4.0,7.1,2.3
1982/3/8,4.5,8.6,0.3
1982/3/9,6.3,11.6,0.8
1982/3/10,8.0,13.4,3.2
1982/3/11,10.2,16.5,4.8
1982/3/12,10.7,14.3,6.1
1982/3/13,10.7,16.5,6.7
1982/3/14,11.1,15.8,4.7
1982/3/15,14.0,16.4,11.4
1982/3/16,14.4,18.4,11.9
1982/3/17,11.3,15.3,7.4
1982/3/18,9.1,14.0,4.4
1982/3/19,9.0,13.4,3.9
1982/3/20,11.4,14.9,8.3
1982/3/21,10.8,14.5,6.7
1982/3/22,11.2,16.8,5.4
1982/3/23,15.1,19.9,9.9
1982/3/24,8.9,16.9,3.1
1982/3/25,3.8,8.5,0.5
1982/3/26,4.7,10.0,-0.3
1982/3/27,6.0,11.2,1.5
1982/3/28,7.7,15.3,2.4
1982/3/29,9.4,15.3,3.0
1982/3/30,13.6,18.5,7.3
1982/3/31,11.9,15.0,7.6
