ダウンロードした時刻：2019/10/10 15:56:43

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,11.5,12.7,10.3
2017/12/2,10.3,11.5,8.9
2017/12/3,10.5,15.3,7.9
2017/12/4,11.7,16.7,7.0
2017/12/5,10.4,14.9,6.0
2017/12/6,8.8,12.6,4.5
2017/12/7,9.8,13.9,6.1
2017/12/8,7.3,10.6,3.9
2017/12/9,6.4,9.8,3.3
2017/12/10,10.1,14.5,4.0
2017/12/11,13.8,17.9,8.7
2017/12/12,7.2,10.7,4.1
2017/12/13,6.2,10.8,2.5
2017/12/14,5.5,9.1,1.5
2017/12/15,7.1,11.5,3.2
2017/12/16,10.3,14.9,4.5
2017/12/17,7.3,11.8,3.7
2017/12/18,5.8,9.7,2.6
2017/12/19,7.7,13.4,2.0
2017/12/20,7.9,10.2,4.3
2017/12/21,8.9,10.6,4.5
2017/12/22,8.0,10.8,3.7
2017/12/23,9.3,13.1,3.7
2017/12/24,10.1,16.3,5.7
2017/12/25,11.4,15.8,7.7
2017/12/26,8.1,11.5,4.7
2017/12/27,4.3,8.6,1.4
2017/12/28,4.6,8.8,1.4
2017/12/29,5.1,8.8,1.7
2017/12/30,6.3,10.5,1.8
2017/12/31,6.7,10.7,3.6
2018/1/1,6.7,11.8,2.1
2018/1/2,6.2,10.2,2.9
2018/1/3,4.2,7.3,1.5
2018/1/4,4.5,8.4,0.2
2018/1/5,5.6,7.5,3.2
2018/1/6,5.3,9.8,1.0
2018/1/7,6.0,9.9,2.8
2018/1/8,8.0,14.1,4.1
2018/1/9,10.4,17.3,5.8
2018/1/10,7.8,11.5,3.6
2018/1/11,5.9,10.1,1.8
2018/1/12,3.6,7.2,0.2
2018/1/13,3.8,9.4,-0.1
2018/1/14,4.7,7.4,0.7
2018/1/15,8.6,13.7,1.0
2018/1/16,8.9,14.3,3.5
2018/1/17,12.7,15.6,7.2
2018/1/18,9.6,13.4,4.8
2018/1/19,9.3,11.6,7.1
2018/1/20,7.9,9.2,5.5
2018/1/21,7.5,10.5,3.9
2018/1/22,6.6,8.2,4.6
2018/1/23,6.5,11.8,0.8
2018/1/24,3.2,7.9,-1.4
2018/1/25,0.3,3.5,-2.0
2018/1/26,1.4,5.1,-1.2
2018/1/27,2.2,6.7,-1.9
2018/1/28,3.0,8.4,-1.3
2018/1/29,5.3,9.7,0.9
2018/1/30,4.0,6.4,2.1
2018/1/31,5.7,9.5,2.0
2018/2/1,6.1,8.5,4.1
2018/2/2,5.3,6.5,4.1
2018/2/3,6.6,8.6,3.7
2018/2/4,6.0,10.4,3.4
2018/2/5,4.3,7.8,0.9
2018/2/6,3.2,8.1,-0.6
2018/2/7,3.8,8.1,-0.6
2018/2/8,3.9,8.6,-0.3
2018/2/9,5.3,9.1,0.4
2018/2/10,8.6,13.2,1.6
2018/2/11,8.6,12.6,5.4
2018/2/12,4.9,8.6,1.9
2018/2/13,4.8,10.0,0.7
2018/2/14,7.1,11.2,0.9
2018/2/15,9.1,11.2,6.1
2018/2/16,6.6,8.0,5.7
2018/2/17,7.2,12.5,1.4
2018/2/18,3.0,7.9,-1.9
2018/2/19,5.9,8.5,2.2
2018/2/20,7.9,9.9,5.8
2018/2/21,6.5,8.9,5.5
2018/2/22,4.8,6.8,3.3
2018/2/23,6.6,9.4,3.7
2018/2/24,8.1,14.0,1.9
2018/2/25,6.4,7.8,5.5
2018/2/26,6.7,8.0,5.5
2018/2/27,7.9,10.8,3.8
2018/2/28,9.3,13.0,3.8
2018/3/1,14.6,19.5,11.1
2018/3/2,9.7,14.1,6.3
2018/3/3,10.7,16.0,4.0
2018/3/4,15.0,18.6,12.1
2018/3/5,15.6,17.8,8.2
2018/3/6,8.0,9.1,5.8
2018/3/7,6.5,8.6,5.0
2018/3/8,12.6,16.4,8.2
2018/3/9,14.0,17.5,8.8
2018/3/10,7.7,10.1,5.5
2018/3/11,10.3,14.9,6.8
2018/3/12,8.9,11.1,4.9
2018/3/13,13.2,17.3,9.0
2018/3/14,14.9,19.6,11.3
2018/3/15,15.2,18.8,11.1
2018/3/16,12.3,16.0,7.1
2018/3/17,7.0,8.9,5.2
2018/3/18,12.3,16.2,6.5
2018/3/19,14.8,18.8,10.9
2018/3/20,9.9,13.3,8.7
2018/3/21,8.5,10.5,6.7
2018/3/22,14.0,17.6,10.5
2018/3/23,11.6,13.8,10.4
2018/3/24,12.0,14.3,10.5
2018/3/25,12.9,15.4,8.5
2018/3/26,15.5,19.1,12.5
2018/3/27,14.7,18.7,9.6
2018/3/28,16.7,20.6,13.4
2018/3/29,16.9,20.7,13.7
2018/3/30,12.8,16.7,11.3
2018/3/31,13.1,15.3,10.2
