ダウンロードした時刻：2019/10/10 15:44:41

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,11.8,12.9,10.8
2003/12/2,11.8,14.5,9.4
2003/12/3,11.0,14.6,7.1
2003/12/4,7.6,10.7,6.0
2003/12/5,8.1,12.5,3.9
2003/12/6,11.9,18.4,7.3
2003/12/7,7.5,13.2,4.0
2003/12/8,6.7,9.2,4.3
2003/12/9,5.9,8.8,3.8
2003/12/10,5.1,7.8,2.8
2003/12/11,5.4,8.5,1.5
2003/12/12,8.3,9.8,6.4
2003/12/13,6.5,9.3,4.7
2003/12/14,7.9,11.2,5.0
2003/12/15,7.4,13.3,3.2
2003/12/16,5.5,7.3,2.7
2003/12/17,8.1,13.0,4.2
2003/12/18,7.3,9.3,4.4
2003/12/19,4.7,7.9,0.5
2003/12/20,3.0,5.3,-0.7
2003/12/21,4.4,5.9,2.1
2003/12/22,8.1,9.5,5.4
2003/12/23,11.2,12.9,8.4
2003/12/24,10.5,12.9,7.4
2003/12/25,11.5,16.5,6.0
2003/12/26,5.4,9.4,0.7
2003/12/27,1.7,4.7,0.3
2003/12/28,4.8,8.1,2.0
2003/12/29,9.4,11.8,7.0
2003/12/30,7.0,10.5,3.2
2003/12/31,7.5,11.1,3.9
2004/1/1,8.1,11.2,5.4
2004/1/2,8.9,12.5,6.7
2004/1/3,7.4,11.0,5.5
2004/1/4,6.7,10.6,4.1
2004/1/5,6.2,10.3,3.6
2004/1/6,5.4,9.5,2.7
2004/1/7,5.8,11.5,1.5
2004/1/8,2.4,6.2,0.4
2004/1/9,2.6,6.5,-0.5
2004/1/10,4.7,9.9,-1.0
2004/1/11,2.2,4.6,0.2
2004/1/12,3.3,7.4,-1.0
2004/1/13,5.4,8.4,2.6
2004/1/14,1.6,3.2,-0.1
2004/1/15,1.8,2.8,0.0
2004/1/16,1.2,2.8,-0.1
2004/1/17,2.2,6.5,-0.3
2004/1/18,4.3,9.0,-0.9
2004/1/19,6.3,9.1,4.3
2004/1/20,4.3,6.6,2.4
2004/1/21,3.9,8.6,-0.5
2004/1/22,-1.6,1.9,-4.1
2004/1/23,2.0,4.1,-0.3
2004/1/24,1.0,2.3,0.4
2004/1/25,0.7,2.4,-0.8
2004/1/26,1.9,4.8,-0.2
2004/1/27,1.4,3.1,0.2
2004/1/28,3.8,7.0,0.3
2004/1/29,5.3,8.9,2.7
2004/1/30,3.9,6.7,1.5
2004/1/31,4.1,7.3,1.0
2004/2/1,3.9,8.5,-1.7
2004/2/2,5.6,8.5,1.9
2004/2/3,4.1,6.5,1.0
2004/2/4,2.8,5.0,0.7
2004/2/5,1.6,4.6,0.2
2004/2/6,1.5,4.3,0.0
2004/2/7,1.0,2.6,-0.6
2004/2/8,2.1,4.4,0.5
2004/2/9,1.5,3.8,-1.1
2004/2/10,1.0,5.5,-3.1
2004/2/11,3.7,8.9,-2.5
2004/2/12,5.0,8.6,3.2
2004/2/13,4.1,7.8,0.2
2004/2/14,8.9,14.7,1.0
2004/2/15,4.5,7.0,1.4
2004/2/16,3.8,6.3,1.2
2004/2/17,6.1,11.1,1.1
2004/2/18,6.1,9.9,2.5
2004/2/19,8.6,14.4,2.1
2004/2/20,7.8,14.0,2.5
2004/2/21,11.0,19.5,2.6
2004/2/22,15.4,22.5,5.5
2004/2/23,5.7,10.3,3.4
2004/2/24,7.3,12.1,1.7
2004/2/25,11.0,14.3,7.3
2004/2/26,7.3,13.2,1.3
2004/2/27,3.0,6.2,0.2
2004/2/28,7.2,12.0,2.1
2004/2/29,8.0,12.5,4.1
2004/3/1,3.9,6.3,2.2
2004/3/2,2.1,8.0,-1.0
2004/3/3,1.9,5.9,-1.5
2004/3/4,1.2,4.2,-1.3
2004/3/5,2.5,7.0,-1.8
2004/3/6,3.9,9.9,0.0
2004/3/7,1.8,4.6,-0.8
2004/3/8,3.7,6.7,0.2
2004/3/9,8.0,11.9,4.3
2004/3/10,13.0,19.3,2.2
2004/3/11,11.9,18.8,6.2
2004/3/12,7.7,11.4,4.6
2004/3/13,8.2,13.1,3.7
2004/3/14,8.9,13.1,4.8
2004/3/15,8.7,12.2,5.7
2004/3/16,12.3,19.5,3.0
2004/3/17,17.4,23.2,8.0
2004/3/18,4.2,9.3,1.2
2004/3/19,5.3,11.4,0.0
2004/3/20,6.6,11.7,2.5
2004/3/21,7.9,12.7,2.9
2004/3/22,6.6,8.0,5.3
2004/3/23,8.3,12.6,4.3
2004/3/24,10.7,15.7,4.5
2004/3/25,10.1,11.6,7.4
2004/3/26,8.2,11.6,4.8
2004/3/27,7.3,11.4,2.8
2004/3/28,10.6,17.3,3.2
2004/3/29,14.8,21.9,6.1
2004/3/30,14.2,20.4,11.2
2004/3/31,10.7,12.9,8.0
