ダウンロードした時刻：2017/07/24 15:40:44

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/1/1,3.6,8.9,-0.4
1981/1/2,3.9,8.8,1.4
1981/1/3,2.4,5.7,0.0
1981/1/4,0.8,4.0,-1.3
1981/1/5,1.0,4.8,-1.5
1981/1/6,0.8,4.4,-1.4
1981/1/7,0.7,2.5,-1.6
1981/1/8,1.8,7.3,-2.5
1981/1/9,3.6,9.1,-2.1
1981/1/10,4.6,9.4,1.3
1981/1/11,0.1,2.1,-1.5
1981/1/12,-0.2,2.7,-3.6
1981/1/13,-0.2,2.6,-1.5
1981/1/14,0.5,3.6,-1.3
1981/1/15,1.4,4.7,-1.3
1981/1/16,1.5,7.0,-2.3
1981/1/17,0.9,6.1,-3.3
1981/1/18,0.1,4.4,-4.5
1981/1/19,1.5,5.6,-2.5
1981/1/20,1.0,5.7,-1.3
1981/1/21,0.4,3.9,-2.2
1981/1/22,1.5,5.4,-1.2
1981/1/23,2.2,7.9,-2.7
1981/1/24,1.8,3.7,-0.9
1981/1/25,4.9,10.0,2.0
1981/1/26,2.1,6.5,-1.8
1981/1/27,1.3,6.1,-2.7
1981/1/28,2.2,6.4,-1.3
1981/1/29,2.2,7.8,-1.6
1981/1/30,2.8,7.0,-0.7
1981/1/31,3.3,9.8,-3.2
1981/2/1,2.1,3.8,0.0
1981/2/2,3.1,7.2,0.0
1981/2/3,3.3,8.7,-1.0
1981/2/4,1.9,5.5,-1.0
1981/2/5,2.8,9.0,-2.4
1981/2/6,3.4,9.0,-2.3
1981/2/7,4.0,10.4,-2.2
1981/2/8,4.1,7.6,0.8
1981/2/9,5.4,10.8,1.6
1981/2/10,4.1,8.8,0.4
1981/2/11,1.8,5.4,-0.2
1981/2/12,4.7,10.5,-2.1
1981/2/13,6.9,9.5,4.6
1981/2/14,8.9,15.0,4.3
1981/2/15,9.4,15.4,1.8
1981/2/16,10.5,16.8,7.6
1981/2/17,4.9,9.7,0.5
1981/2/18,4.2,8.3,-1.5
1981/2/19,5.9,10.6,2.2
1981/2/20,3.6,7.6,-0.2
1981/2/21,4.2,9.0,0.6
1981/2/22,3.5,8.1,-1.9
1981/2/23,3.1,6.1,0.2
1981/2/24,5.3,10.9,1.4
1981/2/25,0.7,5.4,-2.0
1981/2/26,-2.7,0.0,-5.6
1981/2/27,-2.4,2.2,-5.5
1981/2/28,-0.4,4.9,-6.5
1981/3/1,1.8,4.6,-2.3
1981/3/2,4.3,9.8,0.2
1981/3/3,4.6,10.0,-1.9
1981/3/4,7.7,12.9,3.6
1981/3/5,5.7,12.4,0.6
1981/3/6,4.0,9.9,-0.9
1981/3/7,4.7,10.0,-1.1
1981/3/8,7.6,14.2,1.3
1981/3/9,6.4,7.9,4.6
1981/3/10,5.1,10.1,1.4
1981/3/11,4.9,11.0,0.4
1981/3/12,7.8,16.0,-0.8
1981/3/13,10.2,15.4,4.5
1981/3/14,10.7,12.6,8.9
1981/3/15,8.7,12.5,3.0
1981/3/16,5.7,9.5,0.9
1981/3/17,7.6,13.3,1.7
1981/3/18,9.3,17.2,1.6
1981/3/19,12.1,19.4,3.1
1981/3/20,14.5,21.5,8.8
1981/3/21,10.4,12.4,9.3
1981/3/22,12.8,19.9,8.6
1981/3/23,10.4,15.5,5.2
1981/3/24,10.8,16.1,3.6
1981/3/25,13.4,14.9,10.4
1981/3/26,10.2,17.8,4.6
1981/3/27,7.5,12.1,4.5
1981/3/28,7.9,13.9,2.8
1981/3/29,10.3,16.9,2.5
1981/3/30,10.3,15.2,7.6
1981/3/31,7.6,8.4,6.6
1981/4/1,8.4,9.8,7.0
1981/4/2,9.0,14.0,4.9
1981/4/3,10.5,17.0,1.5
1981/4/4,8.8,10.7,6.2
1981/4/5,8.2,10.1,4.5
1981/4/6,11.6,16.9,9.4
1981/4/7,13.5,19.4,7.1
1981/4/8,12.8,18.5,4.7
1981/4/9,13.5,16.1,11.5
1981/4/10,14.0,18.6,10.6
1981/4/11,16.1,22.7,11.0
1981/4/12,15.9,22.6,8.5
1981/4/13,14.3,20.4,9.9
1981/4/14,12.9,18.2,8.2
1981/4/15,13.1,18.6,5.4
1981/4/16,12.3,16.2,10.8
1981/4/17,13.3,18.0,8.9
1981/4/18,14.2,20.9,5.9
1981/4/19,11.8,13.7,10.3
1981/4/20,11.4,14.8,8.1
1981/4/21,12.7,18.1,7.7
1981/4/22,14.5,22.6,5.3
1981/4/23,17.5,27.0,7.8
1981/4/24,17.7,24.8,9.5
1981/4/25,13.3,17.1,8.5
1981/4/26,14.7,22.4,6.2
1981/4/27,17.6,27.0,8.3
1981/4/28,18.4,26.1,10.3
1981/4/29,17.8,22.7,12.5
1981/4/30,16.5,22.8,13.5
1981/5/1,20.0,28.4,10.8
