ダウンロードした時刻：2019/10/10 16:26:20

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,11.5,16.5,6.5
2017/12/2,8.4,13.6,3.2
2017/12/3,11.4,15.4,8.5
2017/12/4,11.6,15.6,9.1
2017/12/5,7.5,12.5,2.2
2017/12/6,5.2,12.2,-0.4
2017/12/7,7.9,14.6,0.5
2017/12/8,8.4,11.1,2.8
2017/12/9,6.6,12.6,1.3
2017/12/10,6.4,10.9,1.2
2017/12/11,8.4,13.6,5.2
2017/12/12,5.8,9.5,2.9
2017/12/13,5.5,12.4,1.2
2017/12/14,5.4,11.7,-1.5
2017/12/15,7.5,10.4,5.1
2017/12/16,9.5,14.0,5.7
2017/12/17,5.5,10.2,1.7
2017/12/18,4.6,11.8,-1.5
2017/12/19,7.3,15.3,0.5
2017/12/20,7.1,13.4,2.8
2017/12/21,6.2,11.9,1.7
2017/12/22,6.7,14.9,1.5
2017/12/23,7.5,15.0,1.2
2017/12/24,10.3,14.3,5.2
2017/12/25,9.3,13.4,6.1
2017/12/26,7.7,12.4,2.3
2017/12/27,6.7,11.8,2.2
2017/12/28,5.8,11.3,0.4
2017/12/29,7.7,15.2,3.0
2017/12/30,7.2,14.3,1.3
2017/12/31,9.3,15.2,5.8
2018/1/1,6.6,12.3,1.4
2018/1/2,6.0,12.7,-0.5
2018/1/3,9.4,14.7,4.7
2018/1/4,7.4,12.1,3.8
2018/1/5,6.5,8.9,4.8
2018/1/6,8.5,14.0,4.1
2018/1/7,6.7,10.8,2.4
2018/1/8,12.6,17.8,7.0
2018/1/9,8.4,12.6,4.3
2018/1/10,5.3,9.8,2.0
2018/1/11,3.4,8.6,-0.6
2018/1/12,1.4,7.1,-2.7
2018/1/13,2.7,9.6,-3.1
2018/1/14,3.7,10.2,-1.1
2018/1/15,7.8,16.9,0.3
2018/1/16,12.5,21.0,4.8
2018/1/17,14.2,20.2,9.2
2018/1/18,10.8,16.5,6.0
2018/1/19,10.3,15.8,7.3
2018/1/20,9.1,14.9,3.4
2018/1/21,9.9,13.9,6.3
2018/1/22,7.9,10.6,5.0
2018/1/23,8.2,13.1,3.9
2018/1/24,4.0,7.8,0.0
2018/1/25,2.6,8.3,-1.2
2018/1/26,4.2,9.3,0.7
2018/1/27,2.6,8.4,-3.0
2018/1/28,6.1,9.6,2.2
2018/1/29,5.6,9.7,2.4
2018/1/30,3.8,9.2,-0.7
2018/1/31,5.1,9.6,-0.1
2018/2/1,4.9,6.0,3.4
2018/2/2,5.6,11.8,0.5
2018/2/3,5.7,10.9,2.1
2018/2/4,2.8,7.6,-0.9
2018/2/5,1.9,7.3,-1.1
2018/2/6,2.3,8.9,-2.8
2018/2/7,2.7,8.6,-2.0
2018/2/8,3.9,10.3,-1.1
2018/2/9,6.9,13.5,-0.6
2018/2/10,9.4,12.8,7.6
2018/2/11,5.7,9.1,1.0
2018/2/12,4.3,8.9,0.9
2018/2/13,5.3,10.6,1.8
2018/2/14,8.8,16.8,-0.1
2018/2/15,12.3,15.3,8.4
2018/2/16,10.0,11.6,7.6
2018/2/17,10.0,16.4,5.8
2018/2/18,7.7,14.1,0.8
2018/2/19,7.5,8.8,6.9
2018/2/20,9.7,14.0,6.2
2018/2/21,8.0,12.9,5.2
2018/2/22,8.9,12.9,5.5
2018/2/23,7.9,13.4,3.6
2018/2/24,9.1,16.0,2.0
2018/2/25,9.2,10.6,7.8
2018/2/26,10.5,15.7,7.1
2018/2/27,10.6,17.0,4.1
2018/2/28,11.4,16.4,6.8
2018/3/1,13.4,18.1,8.7
2018/3/2,9.3,13.8,6.0
2018/3/3,9.0,12.3,4.5
2018/3/4,14.6,19.5,9.3
2018/3/5,18.2,24.4,12.7
2018/3/6,12.8,17.6,9.6
2018/3/7,11.9,16.6,7.3
2018/3/8,15.9,20.7,11.3
2018/3/9,10.8,16.1,5.2
2018/3/10,8.2,15.0,1.7
2018/3/11,10.1,15.6,4.0
2018/3/12,11.4,17.4,4.4
2018/3/13,13.8,20.8,7.9
2018/3/14,15.6,22.4,9.2
2018/3/15,16.1,21.5,9.3
2018/3/16,14.4,17.2,10.0
2018/3/17,10.2,14.5,4.9
2018/3/18,12.6,18.4,6.5
2018/3/19,15.6,18.0,13.6
2018/3/20,13.8,17.9,11.5
2018/3/21,12.7,16.0,10.3
2018/3/22,10.9,16.4,7.0
2018/3/23,10.3,16.0,4.5
2018/3/24,12.1,18.7,5.8
2018/3/25,14.2,21.5,5.6
2018/3/26,15.2,20.8,9.5
2018/3/27,16.1,21.8,12.4
2018/3/28,16.7,22.8,9.7
2018/3/29,17.1,22.5,10.4
2018/3/30,16.2,21.8,11.5
2018/3/31,16.2,21.8,9.6
