ダウンロードした時刻：2017/07/24 15:45:38

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/1/1,4.5,10.3,-0.4
1993/1/2,5.3,13.2,0.1
1993/1/3,7.9,14.8,0.7
1993/1/4,9.0,11.0,7.3
1993/1/5,6.7,11.2,1.9
1993/1/6,5.8,9.5,0.9
1993/1/7,10.1,13.2,8.4
1993/1/8,9.2,11.6,6.1
1993/1/9,6.7,9.2,3.0
1993/1/10,7.8,9.1,6.2
1993/1/11,8.0,9.8,6.8
1993/1/12,7.3,10.0,4.3
1993/1/13,7.8,10.2,4.6
1993/1/14,8.0,8.5,7.2
1993/1/15,8.7,9.9,7.6
1993/1/16,7.9,10.3,4.5
1993/1/17,5.9,9.6,2.6
1993/1/18,5.4,10.4,2.6
1993/1/19,4.0,7.2,1.4
1993/1/20,4.5,8.5,0.8
1993/1/21,3.7,8.5,-0.3
1993/1/22,3.4,9.1,-1.8
1993/1/23,3.9,7.9,-0.7
1993/1/24,5.6,7.8,3.4
1993/1/25,7.5,11.3,4.3
1993/1/26,7.6,12.6,3.2
1993/1/27,6.3,11.2,2.7
1993/1/28,2.4,5.4,0.7
1993/1/29,4.6,8.0,2.0
1993/1/30,5.9,9.4,2.2
1993/1/31,7.5,11.7,1.6
1993/2/1,5.5,9.3,3.1
1993/2/2,3.6,6.0,1.3
1993/2/3,4.9,10.1,-1.8
1993/2/4,9.4,14.1,2.4
1993/2/5,6.0,15.3,-0.3
1993/2/6,7.9,17.0,-0.3
1993/2/7,10.3,19.7,5.7
1993/2/8,5.1,7.3,1.2
1993/2/9,4.5,9.6,0.9
1993/2/10,5.7,10.6,0.9
1993/2/11,6.6,11.8,-0.9
1993/2/12,8.2,11.6,5.1
1993/2/13,9.1,14.1,3.7
1993/2/14,6.6,10.9,-0.2
1993/2/15,5.2,14.8,-2.8
1993/2/16,9.8,15.0,3.3
1993/2/17,12.2,15.5,9.5
1993/2/18,9.7,13.1,6.9
1993/2/19,6.6,11.6,2.1
1993/2/20,5.7,10.5,-0.4
1993/2/21,9.8,13.7,6.2
1993/2/22,11.3,15.3,7.1
1993/2/23,3.7,7.1,1.3
1993/2/24,4.0,7.9,1.1
1993/2/25,4.5,10.0,0.2
1993/2/26,4.3,9.3,-1.9
1993/2/27,5.8,11.2,-1.0
1993/2/28,8.7,12.9,5.4
1993/3/1,4.8,8.2,1.8
1993/3/2,3.9,8.1,1.1
1993/3/3,5.5,10.8,0.0
1993/3/4,6.7,13.5,1.6
1993/3/5,6.7,14.2,-0.7
1993/3/6,9.2,16.4,0.9
1993/3/7,10.1,13.9,6.6
1993/3/8,6.7,10.0,4.9
1993/3/9,6.9,10.1,4.3
1993/3/10,8.4,13.8,2.6
1993/3/11,8.2,12.4,2.3
1993/3/12,8.7,13.4,5.2
1993/3/13,8.1,13.2,3.6
1993/3/14,6.8,12.0,-0.1
1993/3/15,5.9,7.1,3.9
1993/3/16,5.4,8.1,3.8
1993/3/17,5.7,8.9,3.3
1993/3/18,5.5,11.6,0.5
1993/3/19,6.9,11.3,2.2
1993/3/20,7.3,11.3,2.3
1993/3/21,6.6,11.6,0.5
1993/3/22,9.2,16.6,2.7
1993/3/23,10.9,17.4,3.4
1993/3/24,12.6,17.4,10.5
1993/3/25,13.7,17.3,8.9
1993/3/26,12.2,15.4,8.8
1993/3/27,12.8,17.4,7.8
1993/3/28,10.1,11.4,8.7
1993/3/29,6.8,9.5,1.9
1993/3/30,6.0,11.1,-0.5
1993/3/31,11.1,16.1,6.2
1993/4/1,14.0,19.0,8.7
1993/4/2,12.5,21.0,4.5
1993/4/3,14.5,22.0,6.8
1993/4/4,12.6,16.7,9.7
1993/4/5,10.0,13.9,5.6
1993/4/6,9.2,16.0,2.5
1993/4/7,11.6,16.0,6.3
1993/4/8,8.8,12.4,6.6
1993/4/9,7.9,13.4,2.1
1993/4/10,8.7,14.2,3.6
1993/4/11,8.8,15.1,2.9
1993/4/12,10.2,15.1,5.2
1993/4/13,10.6,17.8,1.6
1993/4/14,13.9,21.1,5.3
1993/4/15,15.2,21.6,6.6
1993/4/16,14.7,19.0,11.2
1993/4/17,16.9,23.0,10.1
1993/4/18,19.7,25.0,14.1
1993/4/19,19.6,26.1,14.6
1993/4/20,19.0,27.2,11.6
1993/4/21,18.5,23.3,12.2
1993/4/22,16.1,19.3,14.4
1993/4/23,19.0,26.2,15.1
1993/4/24,18.0,22.7,15.4
1993/4/25,14.6,21.1,7.9
1993/4/26,13.0,18.8,4.9
1993/4/27,18.1,25.2,10.2
1993/4/28,16.1,17.6,14.4
1993/4/29,15.2,17.2,13.8
1993/4/30,16.3,21.2,13.5
1993/5/1,13.7,15.6,11.8
