ダウンロードした時刻：2017/07/24 15:36:42

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,-3.9,-0.8,-6.6
2005/1/2,-1.4,2.5,-6.1
2005/1/3,3.5,6.3,-0.4
2005/1/4,0.0,3.4,-5.2
2005/1/5,-3.3,-0.9,-5.3
2005/1/6,1.6,5.8,-3.6
2005/1/7,0.5,3.6,-2.2
2005/1/8,-3.9,-1.6,-6.0
2005/1/9,-5.7,-3.7,-7.3
2005/1/10,-6.4,-4.6,-8.0
2005/1/11,-6.1,-3.9,-8.1
2005/1/12,-5.5,-2.4,-10.7
2005/1/13,-2.0,2.8,-6.7
2005/1/14,-0.8,4.0,-5.1
2005/1/15,-0.7,4.2,-7.0
2005/1/16,0.7,1.7,-1.0
2005/1/17,0.5,2.2,-1.4
2005/1/18,0.9,3.4,-2.3
2005/1/19,0.2,3.0,-4.0
2005/1/20,1.9,4.0,0.4
2005/1/21,-0.1,2.5,-3.4
2005/1/22,-3.7,-0.5,-8.1
2005/1/23,-4.2,-0.3,-8.6
2005/1/24,-1.3,3.6,-7.0
2005/1/25,-2.6,0.2,-7.2
2005/1/26,-5.4,-1.5,-9.2
2005/1/27,-3.4,-1.0,-5.6
2005/1/28,-2.6,-0.4,-5.0
2005/1/29,2.9,5.3,-1.3
2005/1/30,-4.9,1.6,-8.7
2005/1/31,-7.1,-5.3,-9.2
2005/2/1,-5.9,-1.7,-10.1
2005/2/2,-4.9,0.0,-10.9
2005/2/3,-3.7,1.3,-8.3
2005/2/4,-3.6,0.3,-8.4
2005/2/5,-2.4,2.4,-8.2
2005/2/6,0.3,3.6,-2.9
2005/2/7,0.7,4.5,-2.9
2005/2/8,0.9,3.6,-1.7
2005/2/9,-0.6,1.7,-2.4
2005/2/10,-4.3,-0.8,-9.3
2005/2/11,-7.5,-4.6,-10.5
2005/2/12,-6.3,-4.0,-9.3
2005/2/13,-4.5,-1.2,-8.0
2005/2/14,-4.9,-3.0,-8.1
2005/2/15,-3.6,-0.1,-7.2
2005/2/16,-3.6,-0.8,-9.1
2005/2/17,-0.8,0.4,-2.4
2005/2/18,-3.7,0.0,-9.8
2005/2/19,0.0,2.3,-6.4
2005/2/20,-0.8,2.9,-5.4
2005/2/21,-4.8,-2.4,-6.1
2005/2/22,-4.1,-1.8,-6.4
2005/2/23,-1.6,4.2,-6.6
2005/2/24,-4.9,-1.1,-8.5
2005/2/25,-3.8,0.1,-8.7
2005/2/26,-4.2,-0.9,-7.7
2005/2/27,-4.6,-0.6,-8.2
2005/2/28,-4.2,-0.5,-8.1
2005/3/1,-5.6,-1.9,-8.5
2005/3/2,-6.7,-2.8,-10.5
2005/3/3,-5.9,-1.1,-11.3
2005/3/4,-3.2,0.7,-6.9
2005/3/5,-3.0,0.0,-8.5
2005/3/6,1.3,3.3,-2.9
2005/3/7,5.8,8.8,3.0
2005/3/8,2.1,6.1,-1.4
2005/3/9,-3.7,-1.0,-6.2
2005/3/10,-0.8,2.2,-3.0
2005/3/11,1.0,2.1,-0.7
2005/3/12,-0.1,3.9,-4.1
2005/3/13,-3.2,0.9,-5.9
2005/3/14,-2.5,1.0,-7.0
2005/3/15,3.6,7.0,-1.9
2005/3/16,5.3,9.3,2.4
2005/3/17,4.3,8.1,1.9
2005/3/18,2.9,7.0,-1.2
2005/3/19,0.9,3.8,-1.5
2005/3/20,4.5,7.3,0.8
2005/3/21,4.7,8.2,0.9
2005/3/22,7.1,11.2,1.5
2005/3/23,5.1,8.1,2.5
2005/3/24,3.7,7.8,0.5
2005/3/25,-0.4,2.1,-3.3
2005/3/26,-1.0,2.1,-4.1
2005/3/27,1.4,7.0,-2.6
2005/3/28,2.9,8.7,-4.4
2005/3/29,3.4,6.3,0.9
2005/3/30,2.1,5.6,0.4
2005/3/31,1.0,4.2,-1.5
2005/4/1,2.1,5.8,-2.1
2005/4/2,5.0,9.2,-0.6
2005/4/3,4.3,8.2,0.7
2005/4/4,5.1,10.5,1.3
2005/4/5,6.0,10.0,1.3
2005/4/6,10.7,14.9,5.2
2005/4/7,9.9,11.8,7.5
2005/4/8,5.9,9.1,3.3
2005/4/9,4.6,7.8,0.7
2005/4/10,4.4,6.7,0.7
2005/4/11,6.0,10.6,2.1
2005/4/12,6.3,10.9,0.8
2005/4/13,4.7,6.8,3.0
2005/4/14,6.8,11.2,0.3
2005/4/15,8.8,12.8,2.7
2005/4/16,7.7,13.6,1.0
2005/4/17,6.8,9.8,1.0
2005/4/18,6.5,12.4,0.5
2005/4/19,5.8,11.4,-0.5
2005/4/20,7.6,9.0,3.6
2005/4/21,9.7,13.3,5.4
2005/4/22,6.5,12.4,3.4
2005/4/23,4.7,8.7,2.6
2005/4/24,6.6,12.4,1.1
2005/4/25,9.4,13.8,1.7
2005/4/26,10.7,15.0,6.1
2005/4/27,11.7,15.7,4.8
2005/4/28,13.6,16.1,9.1
2005/4/29,12.1,16.6,6.0
2005/4/30,11.4,17.7,4.0
2005/5/1,9.8,15.2,5.3
