É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:48:02

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2017/12/1,6.5,9.8,4.1
2017/12/2,5.0,9.7,0.9
2017/12/3,6.3,13.0,1.1
2017/12/4,7.4,12.6,1.5
2017/12/5,6.7,14.0,2.4
2017/12/6,4.8,10.0,1.4
2017/12/7,4.4,10.9,-1.1
2017/12/8,3.5,9.8,-1.0
2017/12/9,2.6,8.9,-1.1
2017/12/10,4.0,10.7,-1.7
2017/12/11,6.5,13.9,-0.4
2017/12/12,4.7,9.8,0.5
2017/12/13,1.9,9.1,-2.2
2017/12/14,2.5,9.5,-3.1
2017/12/15,3.5,9.7,-1.6
2017/12/16,4.1,10.1,-1.2
2017/12/17,2.6,7.4,-2.8
2017/12/18,1.4,7.9,-4.0
2017/12/19,3.2,12.5,-4.0
2017/12/20,1.8,7.8,-3.7
2017/12/21,3.2,10.4,-2.5
2017/12/22,3.4,10.6,-2.5
2017/12/23,4.8,13.4,-1.9
2017/12/24,5.0,10.5,-0.5
2017/12/25,7.4,13.9,1.0
2017/12/26,4.1,11.2,-2.2
2017/12/27,0.3,4.7,-2.9
2017/12/28,0.6,7.7,-4.1
2017/12/29,1.3,8.4,-4.7
2017/12/30,2.6,9.4,-2.7
2017/12/31,2.1,4.9,-1.2
2018/1/1,3.8,12.5,-1.6
2018/1/2,3.0,9.3,-2.6
2018/1/3,1.6,7.1,-2.6
2018/1/4,1.0,7.0,-4.4
2018/1/5,0.9,5.9,-3.2
2018/1/6,1.9,8.4,-3.9
2018/1/7,2.7,9.8,-4.1
2018/1/8,3.9,7.5,1.1
2018/1/9,6.4,14.0,3.5
2018/1/10,5.7,11.5,1.6
2018/1/11,2.7,9.2,-2.8
2018/1/12,0.3,5.5,-3.3
2018/1/13,0.9,6.7,-5.1
2018/1/14,1.4,7.2,-4.1
2018/1/15,0.9,7.4,-4.7
2018/1/16,4.3,11.8,-2.6
2018/1/17,5.7,9.7,1.2
2018/1/18,6.1,11.9,1.1
2018/1/19,4.8,11.2,-0.9
2018/1/20,4.8,9.9,0.7
2018/1/21,4.3,10.5,-1.3
2018/1/22,0.2,2.6,-1.8
2018/1/23,0.9,5.3,-3.7
2018/1/24,-1.9,4.6,-5.7
2018/1/25,-1.4,3.2,-5.1
2018/1/26,-1.7,3.4,-5.3
2018/1/27,-1.1,6.4,-8.0
2018/1/28,-1.4,2.7,-6.0
2018/1/29,1.4,8.4,-5.0
2018/1/30,0.4,5.0,-3.1
2018/1/31,1.0,9.2,-6.1
2018/2/1,2.3,5.2,-0.9
2018/2/2,1.4,3.5,-0.6
2018/2/3,3.4,7.7,-0.2
2018/2/4,3.6,9.8,-0.9
2018/2/5,1.9,7.6,-2.9
2018/2/6,0.5,7.0,-4.7
2018/2/7,0.3,7.8,-5.4
2018/2/8,1.2,8.1,-5.5
2018/2/9,1.5,8.9,-4.6
2018/2/10,3.9,9.8,-2.2
2018/2/11,6.5,14.6,1.9
2018/2/12,2.3,7.8,-2.2
2018/2/13,1.9,8.8,-2.8
2018/2/14,3.3,10.8,-4.2
2018/2/15,6.7,15.3,1.4
2018/2/16,3.2,8.9,-3.3
2018/2/17,3.9,11.3,-1.6
2018/2/18,0.8,7.3,-4.0
2018/2/19,2.4,8.7,-4.9
2018/2/20,5.2,11.5,-1.0
2018/2/21,3.7,9.1,-1.0
2018/2/22,1.4,3.6,-0.1
2018/2/23,3.6,9.4,0.5
2018/2/24,4.9,12.8,-2.3
2018/2/25,2.5,6.5,-1.7
2018/2/26,4.2,11.7,-0.5
2018/2/27,4.7,11.3,-0.4
2018/2/28,6.5,14.2,-0.4
2018/3/1,10.6,20.5,4.0
2018/3/2,7.7,12.9,1.4
2018/3/3,7.1,14.6,-0.8
2018/3/4,11.1,20.1,1.5
2018/3/5,10.7,15.0,7.4
2018/3/6,7.2,12.7,2.1
2018/3/7,3.4,8.8,-0.8
2018/3/8,6.6,11.5,3.0
2018/3/9,10.4,13.9,5.6
2018/3/10,6.2,10.5,2.6
2018/3/11,5.3,10.5,2.1
2018/3/12,6.4,13.6,-1.0
2018/3/13,9.6,17.0,2.0
2018/3/14,12.8,21.7,3.4
2018/3/15,14.8,20.9,6.5
2018/3/16,11.2,14.5,4.8
2018/3/17,5.6,11.8,0.9
2018/3/18,8.0,14.4,1.3
2018/3/19,10.7,16.0,5.7
2018/3/20,7.2,9.5,3.8
2018/3/21,3.5,4.8,1.7
2018/3/22,8.9,13.7,4.6
2018/3/23,9.6,15.1,6.9
2018/3/24,10.1,15.9,5.9
2018/3/25,10.6,18.0,3.6
2018/3/26,13.4,21.9,4.5
2018/3/27,15.1,22.3,7.1
2018/3/28,16.3,24.1,8.0
2018/3/29,17.7,24.9,9.2
2018/3/30,12.4,17.8,7.1
2018/3/31,10.9,17.2,3.7
