ダウンロードした時刻：2019/10/10 15:41:17

,白河,白河,白河
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,8.6,14.3,4.8
1982/12/2,6.8,13.0,3.0
1982/12/3,6.9,13.2,2.6
1982/12/4,7.4,13.5,2.9
1982/12/5,7.6,12.0,5.1
1982/12/6,1.1,7.2,-1.3
1982/12/7,1.9,6.6,-1.8
1982/12/8,2.9,6.1,0.6
1982/12/9,1.0,5.9,-2.6
1982/12/10,3.8,11.8,-1.8
1982/12/11,7.6,13.5,-1.7
1982/12/12,8.4,12.6,3.4
1982/12/13,2.6,6.1,-1.5
1982/12/14,1.4,6.2,-2.5
1982/12/15,1.6,9.0,-3.9
1982/12/16,3.1,9.9,-2.6
1982/12/17,3.9,7.4,0.7
1982/12/18,2.3,5.5,0.0
1982/12/19,0.9,6.3,-3.8
1982/12/20,0.8,8.5,-5.5
1982/12/21,2.8,10.1,-4.4
1982/12/22,4.1,5.2,-0.3
1982/12/23,5.8,9.3,1.2
1982/12/24,5.3,8.9,2.4
1982/12/25,2.3,5.5,-1.8
1982/12/26,1.8,6.4,-1.9
1982/12/27,4.6,8.5,1.2
1982/12/28,2.2,5.7,-2.0
1982/12/29,2.9,10.2,-1.0
1982/12/30,1.4,6.6,-1.8
1982/12/31,0.0,1.5,-1.6
1983/1/1,0.4,2.6,-0.7
1983/1/2,-0.1,4.4,-4.1
1983/1/3,0.6,4.4,-4.6
1983/1/4,0.9,7.6,-3.9
1983/1/5,1.6,7.6,-4.5
1983/1/6,4.4,8.1,-0.3
1983/1/7,3.2,6.2,-1.9
1983/1/8,5.7,11.1,1.9
1983/1/9,1.1,3.8,-0.8
1983/1/10,-2.8,-0.2,-5.1
1983/1/11,-3.1,0.1,-5.8
1983/1/12,-1.1,3.6,-6.8
1983/1/13,0.1,5.0,-4.1
1983/1/14,-0.7,2.2,-2.9
1983/1/15,-1.1,2.2,-3.6
1983/1/16,-0.8,5.5,-4.7
1983/1/17,0.7,5.6,-2.9
1983/1/18,-0.5,-0.1,-1.1
1983/1/19,-0.2,3.1,-3.2
1983/1/20,-2.0,0.9,-6.0
1983/1/21,-3.1,1.7,-9.3
1983/1/22,-4.3,-2.2,-7.5
1983/1/23,-2.9,0.9,-8.3
1983/1/24,0.1,4.9,-7.9
1983/1/25,1.9,6.7,-3.6
1983/1/26,3.8,6.1,1.8
1983/1/27,2.8,6.5,-1.9
1983/1/28,3.4,9.8,-3.3
1983/1/29,5.4,12.7,-4.2
1983/1/30,4.3,8.6,0.5
1983/1/31,-0.4,2.7,-3.8
1983/2/1,0.4,7.7,-7.1
1983/2/2,0.8,2.3,0.0
1983/2/3,1.0,3.1,-1.7
1983/2/4,0.2,3.3,-3.3
1983/2/5,-0.1,8.0,-6.6
1983/2/6,1.6,6.4,-2.7
1983/2/7,0.2,3.7,-2.7
1983/2/8,-2.0,4.8,-6.4
1983/2/9,-0.9,3.7,-4.8
1983/2/10,-2.3,1.1,-6.5
1983/2/11,-1.2,3.9,-8.0
1983/2/12,-3.1,2.7,-6.4
1983/2/13,-5.6,-1.1,-10.6
1983/2/14,-3.0,1.6,-5.9
1983/2/15,0.5,6.9,-5.6
1983/2/16,1.8,5.8,-1.4
1983/2/17,-0.9,0.5,-2.4
1983/2/18,1.0,2.1,0.1
1983/2/19,0.9,3.4,-1.9
1983/2/20,0.2,4.9,-6.6
1983/2/21,-1.9,2.3,-4.0
1983/2/22,-0.4,3.4,-4.0
1983/2/23,0.8,6.6,-5.0
1983/2/24,-0.5,0.9,-2.2
1983/2/25,-0.4,3.5,-5.0
1983/2/26,-1.4,2.0,-3.2
1983/2/27,-0.3,2.1,-3.0
1983/2/28,2.9,6.0,-1.4
1983/3/1,5.9,9.9,2.8
1983/3/2,0.9,3.1,0.3
1983/3/3,5.3,10.2,0.7
1983/3/4,2.2,6.1,-1.0
1983/3/5,0.5,4.2,-2.9
1983/3/6,1.0,8.7,-5.0
1983/3/7,-0.3,3.2,-3.3
1983/3/8,-0.6,2.8,-3.5
1983/3/9,1.1,7.3,-2.8
1983/3/10,0.4,2.7,-2.7
1983/3/11,4.7,9.7,0.0
1983/3/12,4.4,9.3,-2.9
1983/3/13,3.3,6.8,0.4
1983/3/14,-0.3,2.8,-1.9
1983/3/15,2.7,8.5,-3.5
1983/3/16,3.4,9.4,-2.1
1983/3/17,3.8,9.2,0.9
1983/3/18,0.1,3.1,-2.9
1983/3/19,1.7,6.3,-2.4
1983/3/20,4.4,12.3,-5.0
1983/3/21,4.7,9.6,-1.3
1983/3/22,8.8,14.8,3.7
1983/3/23,8.6,13.8,3.6
1983/3/24,5.7,7.9,4.1
1983/3/25,4.8,9.9,-0.8
1983/3/26,5.2,9.6,-0.9
1983/3/27,3.0,4.3,1.9
1983/3/28,5.6,12.0,1.5
1983/3/29,4.6,10.1,-1.0
1983/3/30,4.1,8.0,0.4
1983/3/31,4.6,13.1,-2.3
