ダウンロードした時刻：2017/07/24 15:41:33

,津,津,津
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/1/1,3.2,7.6,-2.1
1981/1/2,4.2,8.0,1.7
1981/1/3,2.7,5.8,0.9
1981/1/4,2.7,6.9,-0.3
1981/1/5,2.4,5.9,0.4
1981/1/6,2.2,6.1,-0.9
1981/1/7,3.8,8.0,0.8
1981/1/8,4.4,9.4,0.6
1981/1/9,4.7,10.5,-1.0
1981/1/10,4.8,9.0,1.0
1981/1/11,2.0,4.7,-1.1
1981/1/12,2.7,7.0,0.3
1981/1/13,2.1,5.2,0.0
1981/1/14,1.9,5.9,-1.0
1981/1/15,2.5,6.3,0.7
1981/1/16,2.2,5.9,-0.3
1981/1/17,1.6,5.8,-1.3
1981/1/18,2.2,5.9,-3.8
1981/1/19,4.4,8.2,1.1
1981/1/20,3.5,7.7,-0.1
1981/1/21,3.3,7.7,0.0
1981/1/22,0.8,2.9,-1.5
1981/1/23,2.1,6.7,-1.3
1981/1/24,1.4,3.4,-2.6
1981/1/25,5.7,9.8,2.8
1981/1/26,2.5,5.9,-0.8
1981/1/27,1.8,5.0,-0.7
1981/1/28,2.6,5.9,-0.6
1981/1/29,3.2,8.8,-3.3
1981/1/30,3.1,6.8,0.1
1981/1/31,3.9,9.8,-2.5
1981/2/1,2.5,4.7,0.1
1981/2/2,3.1,6.3,-0.6
1981/2/3,3.2,8.3,-0.8
1981/2/4,1.4,5.1,-1.2
1981/2/5,2.5,7.3,-1.9
1981/2/6,3.6,8.5,-0.4
1981/2/7,4.5,9.9,-0.5
1981/2/8,5.9,10.5,0.7
1981/2/9,5.6,11.7,1.4
1981/2/10,4.8,8.9,0.3
1981/2/11,3.7,7.7,-0.7
1981/2/12,4.4,8.8,-3.2
1981/2/13,6.5,9.0,4.6
1981/2/14,9.2,13.6,5.6
1981/2/15,7.2,11.6,0.5
1981/2/16,11.1,16.5,8.3
1981/2/17,4.3,8.4,0.9
1981/2/18,3.1,5.7,-1.4
1981/2/19,5.6,8.9,2.8
1981/2/20,4.1,7.2,0.3
1981/2/21,3.8,7.7,0.1
1981/2/22,3.5,7.7,-1.2
1981/2/23,3.3,7.6,-0.4
1981/2/24,6.2,9.9,3.6
1981/2/25,1.6,6.3,-1.4
1981/2/26,-2.4,1.2,-5.2
1981/2/27,-1.5,3.9,-5.8
1981/2/28,0.5,5.0,-3.4
1981/3/1,1.3,5.0,-2.4
1981/3/2,4.7,10.3,0.9
1981/3/3,3.2,7.1,-2.2
1981/3/4,7.6,12.1,4.0
1981/3/5,6.0,10.1,2.6
1981/3/6,4.8,11.7,-1.0
1981/3/7,6.5,13.0,-1.3
1981/3/8,8.8,14.7,3.5
1981/3/9,5.8,7.4,4.3
1981/3/10,4.7,8.5,1.5
1981/3/11,4.6,10.1,0.4
1981/3/12,5.4,11.0,-1.9
1981/3/13,7.9,11.0,4.0
1981/3/14,10.9,12.6,8.5
1981/3/15,10.1,13.9,4.0
1981/3/16,5.2,9.3,2.7
1981/3/17,7.5,13.3,2.2
1981/3/18,8.1,13.9,3.9
1981/3/19,9.2,14.4,1.9
1981/3/20,14.6,20.7,9.5
1981/3/21,10.1,11.9,8.9
1981/3/22,12.2,18.4,8.2
1981/3/23,10.1,14.0,6.2
1981/3/24,9.0,13.0,3.0
1981/3/25,13.2,15.0,10.1
1981/3/26,11.2,16.9,5.3
1981/3/27,7.2,11.7,4.6
1981/3/28,8.5,13.9,3.7
1981/3/29,9.7,16.8,3.0
1981/3/30,10.3,13.8,7.4
1981/3/31,7.9,9.8,7.1
1981/4/1,8.1,8.9,7.2
1981/4/2,8.6,13.3,5.9
1981/4/3,10.8,17.5,2.6
1981/4/4,9.1,11.1,8.1
1981/4/5,8.6,10.8,6.2
1981/4/6,11.9,16.3,9.5
1981/4/7,12.9,18.2,8.8
1981/4/8,11.1,13.9,4.9
1981/4/9,12.5,15.1,11.0
1981/4/10,15.2,20.5,11.1
1981/4/11,17.1,23.7,11.9
1981/4/12,16.3,21.1,10.2
1981/4/13,13.5,17.7,9.9
1981/4/14,12.5,18.2,7.8
1981/4/15,11.8,15.4,6.0
1981/4/16,12.6,16.7,10.5
1981/4/17,12.9,18.2,9.0
1981/4/18,13.5,19.1,7.8
1981/4/19,12.6,14.8,10.7
1981/4/20,12.0,16.6,8.5
1981/4/21,11.9,17.1,8.0
1981/4/22,12.7,18.6,4.8
1981/4/23,16.4,26.4,7.6
1981/4/24,15.4,20.2,9.7
1981/4/25,12.4,16.2,8.9
1981/4/26,14.0,20.0,7.6
1981/4/27,15.6,21.5,7.9
1981/4/28,17.4,21.2,13.9
1981/4/29,16.0,17.2,14.5
1981/4/30,16.5,23.8,13.2
1981/5/1,18.4,28.1,12.3
