ダウンロードした時刻：2019/10/10 15:48:51

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,8.0,9.4,6.2
2017/12/2,6.9,11.3,4.4
2017/12/3,7.9,14.3,3.3
2017/12/4,8.4,13.7,5.2
2017/12/5,5.1,9.6,1.7
2017/12/6,3.8,6.2,1.6
2017/12/7,6.2,11.0,2.7
2017/12/8,4.3,6.2,2.8
2017/12/9,3.0,5.3,0.0
2017/12/10,6.8,11.0,2.6
2017/12/11,5.8,9.9,0.6
2017/12/12,1.6,4.4,0.4
2017/12/13,1.2,3.2,0.3
2017/12/14,2.0,4.3,0.6
2017/12/15,3.0,7.9,0.1
2017/12/16,4.4,6.7,2.1
2017/12/17,1.2,4.1,0.3
2017/12/18,1.6,3.0,0.3
2017/12/19,3.0,5.7,1.3
2017/12/20,2.4,4.2,0.2
2017/12/21,3.9,7.3,1.9
2017/12/22,5.5,11.3,2.1
2017/12/23,6.3,11.8,3.4
2017/12/24,8.4,14.4,2.6
2017/12/25,7.3,11.1,3.9
2017/12/26,4.0,6.6,1.9
2017/12/27,2.7,4.9,1.1
2017/12/28,3.9,6.5,1.9
2017/12/29,3.1,5.3,1.0
2017/12/30,4.4,8.5,1.3
2017/12/31,5.2,10.9,0.9
2018/1/1,3.5,7.4,1.2
2018/1/2,3.0,7.8,0.6
2018/1/3,2.5,5.1,0.5
2018/1/4,1.6,4.3,0.3
2018/1/5,2.6,5.7,0.9
2018/1/6,2.8,5.2,0.6
2018/1/7,3.4,7.8,0.4
2018/1/8,7.3,12.0,1.8
2018/1/9,5.9,11.1,2.0
2018/1/10,1.3,3.9,0.3
2018/1/11,0.8,3.5,-1.1
2018/1/12,-1.3,-0.1,-4.2
2018/1/13,-0.2,1.1,-1.5
2018/1/14,0.5,4.9,-2.9
2018/1/15,2.0,8.4,-4.5
2018/1/16,4.3,10.2,-0.2
2018/1/17,4.3,7.2,2.1
2018/1/18,4.7,8.5,2.6
2018/1/19,3.1,8.0,-0.1
2018/1/20,3.3,8.0,-1.0
2018/1/21,3.6,7.2,0.9
2018/1/22,0.9,2.5,-0.3
2018/1/23,2.8,7.9,-0.6
2018/1/24,-0.7,1.6,-3.4
2018/1/25,-1.9,0.8,-3.3
2018/1/26,-1.3,0.1,-2.6
2018/1/27,0.1,2.3,-1.6
2018/1/28,0.8,4.1,-2.8
2018/1/29,1.0,2.5,-0.8
2018/1/30,0.1,1.7,-1.3
2018/1/31,1.4,4.7,-0.1
2018/2/1,1.9,5.0,-1.8
2018/2/2,1.3,7.0,-2.9
2018/2/3,1.9,4.8,0.1
2018/2/4,1.3,3.9,0.1
2018/2/5,-0.3,1.4,-1.9
2018/2/6,-1.7,0.9,-3.4
2018/2/7,-1.2,1.2,-4.3
2018/2/8,-1.1,1.6,-5.1
2018/2/9,1.1,5.4,-1.5
2018/2/10,2.3,4.9,-0.6
2018/2/11,1.2,4.8,-1.5
2018/2/12,0.1,1.7,-2.2
2018/2/13,0.5,2.8,-1.2
2018/2/14,2.8,7.3,-1.1
2018/2/15,3.0,6.1,-1.1
2018/2/16,1.9,7.0,-2.6
2018/2/17,1.6,5.7,-0.7
2018/2/18,0.5,4.4,-2.1
2018/2/19,1.7,7.3,-2.9
2018/2/20,3.1,8.7,-0.6
2018/2/21,1.6,4.0,-0.5
2018/2/22,2.4,6.8,-1.1
2018/2/23,2.7,7.3,0.0
2018/2/24,2.1,4.6,-1.3
2018/2/25,2.5,8.1,-2.1
2018/2/26,3.5,9.8,-1.2
2018/2/27,4.5,11.7,-1.6
2018/2/28,5.9,11.2,1.3
2018/3/1,8.6,12.9,5.4
2018/3/2,4.4,7.5,0.1
2018/3/3,6.4,15.7,-0.9
2018/3/4,10.6,19.4,2.5
2018/3/5,9.2,14.0,4.3
2018/3/6,4.9,9.2,1.8
2018/3/7,4.3,9.1,-1.2
2018/3/8,8.5,13.3,4.4
2018/3/9,6.0,11.3,3.3
2018/3/10,4.0,7.9,0.3
2018/3/11,3.8,10.6,-1.3
2018/3/12,5.1,12.0,-1.0
2018/3/13,10.6,20.6,1.6
2018/3/14,12.6,20.8,5.3
2018/3/15,14.6,23.0,6.5
2018/3/16,6.7,13.1,2.4
2018/3/17,4.6,9.4,0.8
2018/3/18,10.4,18.6,0.8
2018/3/19,10.1,12.3,8.0
2018/3/20,6.8,9.2,4.9
2018/3/21,5.3,6.5,3.9
2018/3/22,7.3,9.7,5.6
2018/3/23,6.5,8.6,3.8
2018/3/24,8.8,15.8,2.5
2018/3/25,10.7,17.6,4.3
2018/3/26,12.2,22.0,4.8
2018/3/27,13.1,23.6,5.6
2018/3/28,14.9,23.8,7.1
2018/3/29,13.4,22.0,8.0
2018/3/30,9.9,14.5,4.8
2018/3/31,11.4,19.8,1.9
