ダウンロードした時刻：2019/10/10 15:46:26

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/12/1,5.9,12.0,1.4
2007/12/2,5.9,11.4,0.6
2007/12/3,4.8,9.1,1.8
2007/12/4,2.1,4.4,0.4
2007/12/5,1.8,6.1,-0.8
2007/12/6,2.6,9.0,-2.6
2007/12/7,4.9,11.6,-0.5
2007/12/8,5.1,10.8,1.2
2007/12/9,2.8,5.6,-0.2
2007/12/10,2.8,8.7,-0.8
2007/12/11,3.5,8.3,-1.3
2007/12/12,5.1,10.2,1.5
2007/12/13,7.3,11.7,4.1
2007/12/14,3.1,5.9,1.4
2007/12/15,1.9,6.0,-0.2
2007/12/16,0.4,3.2,-2.3
2007/12/17,0.4,5.8,-4.6
2007/12/18,1.4,3.0,0.1
2007/12/19,1.6,5.2,-1.7
2007/12/20,1.0,6.3,-2.8
2007/12/21,1.2,3.6,-1.4
2007/12/22,2.9,5.7,0.2
2007/12/23,5.1,10.1,2.3
2007/12/24,2.2,4.8,0.5
2007/12/25,1.3,4.2,-0.9
2007/12/26,0.5,6.1,-3.0
2007/12/27,1.3,7.9,-4.2
2007/12/28,4.6,9.4,-0.4
2007/12/29,7.0,9.9,3.2
2007/12/30,2.0,4.9,-1.3
2007/12/31,-1.2,-0.7,-1.7
2008/1/1,-1.5,0.1,-4.3
2008/1/2,-2.6,1.5,-7.3
2008/1/3,-0.1,3.9,-2.7
2008/1/4,0.0,2.5,-1.9
2008/1/5,1.1,7.2,-2.9
2008/1/6,1.4,7.9,-3.4
2008/1/7,2.0,6.1,-0.8
2008/1/8,2.6,9.0,-2.2
2008/1/9,3.1,9.4,-0.6
2008/1/10,1.1,4.2,-1.5
2008/1/11,1.3,4.9,-3.8
2008/1/12,1.4,4.1,-0.9
2008/1/13,-2.6,0.1,-4.8
2008/1/14,-2.1,1.4,-4.9
2008/1/15,-1.4,3.5,-6.2
2008/1/16,-1.3,2.9,-4.1
2008/1/17,-2.9,-0.1,-4.2
2008/1/18,-2.1,2.4,-5.1
2008/1/19,-1.9,2.7,-4.9
2008/1/20,-2.0,1.7,-6.1
2008/1/21,-0.3,2.8,-2.5
2008/1/22,-1.3,3.7,-5.9
2008/1/23,-1.1,1.2,-3.4
2008/1/24,-1.2,1.7,-4.2
2008/1/25,-3.5,0.1,-5.8
2008/1/26,-3.2,1.9,-7.1
2008/1/27,-2.9,1.4,-5.8
2008/1/28,-2.4,3.0,-7.8
2008/1/29,-0.4,0.6,-1.2
2008/1/30,1.8,6.1,-0.8
2008/1/31,-1.2,1.8,-4.3
2008/2/1,-3.1,1.7,-5.7
2008/2/2,-2.7,1.5,-7.1
2008/2/3,-1.4,-0.2,-2.6
2008/2/4,-1.0,4.3,-5.9
2008/2/5,-0.7,3.1,-2.6
2008/2/6,-0.4,4.3,-4.7
2008/2/7,-0.5,4.5,-3.7
2008/2/8,-2.4,2.8,-5.6
2008/2/9,-2.1,3.5,-7.4
2008/2/10,-0.3,3.0,-4.6
2008/2/11,0.7,5.7,-4.6
2008/2/12,0.2,2.2,-3.4
2008/2/13,-4.3,-1.4,-7.2
2008/2/14,-2.7,2.8,-7.9
2008/2/15,-1.2,2.6,-3.1
2008/2/16,-1.9,2.4,-5.0
2008/2/17,-3.4,-0.9,-5.0
2008/2/18,-2.5,2.7,-7.2
2008/2/19,-1.6,4.8,-7.1
2008/2/20,0.3,8.0,-6.2
2008/2/21,0.5,5.0,-3.2
2008/2/22,1.7,10.9,-5.7
2008/2/23,-1.3,5.4,-5.3
2008/2/24,-3.7,-1.5,-6.3
2008/2/25,-2.8,1.4,-5.7
2008/2/26,0.0,6.3,-5.9
2008/2/27,-1.7,1.5,-3.9
2008/2/28,-0.6,3.7,-4.0
2008/2/29,1.0,8.3,-6.1
2008/3/1,0.6,3.7,-1.4
2008/3/2,2.0,7.7,-1.7
2008/3/3,1.8,8.9,-2.4
2008/3/4,1.0,5.1,-0.7
2008/3/5,-0.2,4.6,-3.3
2008/3/6,0.8,5.8,-3.1
2008/3/7,0.8,4.8,-2.1
2008/3/8,1.6,7.6,-2.9
2008/3/9,3.2,12.2,-3.9
2008/3/10,2.8,7.0,-0.9
2008/3/11,5.9,14.8,-0.9
2008/3/12,6.4,12.4,3.2
2008/3/13,9.1,17.9,3.2
2008/3/14,10.0,14.9,6.5
2008/3/15,7.1,12.2,2.9
2008/3/16,7.7,16.9,1.4
2008/3/17,7.3,13.1,4.5
2008/3/18,8.6,16.8,2.7
2008/3/19,10.4,15.1,6.8
2008/3/20,6.5,7.8,5.4
2008/3/21,7.5,12.7,2.6
2008/3/22,7.7,18.7,-0.1
2008/3/23,9.7,18.2,0.3
2008/3/24,8.5,12.1,3.0
2008/3/25,8.8,18.6,3.1
2008/3/26,6.1,10.2,3.7
2008/3/27,6.3,11.4,2.2
2008/3/28,6.0,11.3,2.4
2008/3/29,3.7,7.0,1.2
2008/3/30,4.4,10.1,-0.2
2008/3/31,3.1,7.9,0.7
