ダウンロードした時刻：2019/10/10 15:59:38

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,10.0,16.5,5.9
2016/12/2,11.5,15.5,8.7
2016/12/3,10.8,15.9,5.7
2016/12/4,11.6,16.0,7.3
2016/12/5,12.7,18.3,8.1
2016/12/6,10.8,17.1,7.0
2016/12/7,7.5,11.2,4.9
2016/12/8,8.6,13.9,3.0
2016/12/9,11.1,17.4,3.8
2016/12/10,8.5,12.2,5.6
2016/12/11,6.8,10.9,3.5
2016/12/12,7.0,10.5,2.6
2016/12/13,9.4,15.3,3.4
2016/12/14,8.1,11.3,5.3
2016/12/15,6.2,10.1,3.1
2016/12/16,4.8,9.8,1.5
2016/12/17,6.7,13.1,0.0
2016/12/18,8.2,14.9,3.2
2016/12/19,10.0,15.7,4.7
2016/12/20,9.6,14.5,5.9
2016/12/21,10.5,17.0,5.2
2016/12/22,14.6,20.2,6.6
2016/12/23,14.0,19.6,8.5
2016/12/24,8.6,11.9,5.4
2016/12/25,6.6,10.5,4.5
2016/12/26,6.9,11.0,3.8
2016/12/27,11.1,18.8,5.5
2016/12/28,6.0,9.4,2.0
2016/12/29,4.3,8.0,0.7
2016/12/30,6.0,10.2,2.6
2016/12/31,6.3,11.8,1.5
2017/1/1,7.4,13.8,2.0
2017/1/2,7.2,13.3,3.8
2017/1/3,8.0,13.7,3.5
2017/1/4,8.5,14.0,3.6
2017/1/5,6.7,10.4,3.7
2017/1/6,4.5,8.8,1.5
2017/1/7,4.1,8.7,0.1
2017/1/8,3.9,6.0,1.6
2017/1/9,7.2,11.1,3.8
2017/1/10,8.1,12.7,3.5
2017/1/11,6.9,11.0,3.9
2017/1/12,6.0,12.1,0.7
2017/1/13,6.2,12.7,1.4
2017/1/14,2.4,6.3,-1.3
2017/1/15,0.7,4.7,-2.3
2017/1/16,3.2,8.0,-2.0
2017/1/17,5.4,10.9,0.7
2017/1/18,5.8,10.3,1.1
2017/1/19,6.4,10.9,2.4
2017/1/20,3.0,3.8,2.2
2017/1/21,5.9,11.0,1.2
2017/1/22,6.0,12.9,0.9
2017/1/23,4.0,7.9,0.2
2017/1/24,2.5,7.7,-1.9
2017/1/25,3.9,9.5,-1.2
2017/1/26,4.6,10.7,-1.4
2017/1/27,8.8,16.0,1.4
2017/1/28,8.4,13.6,4.6
2017/1/29,8.0,12.0,4.8
2017/1/30,11.2,19.5,6.7
2017/1/31,5.9,10.0,2.8
2017/2/1,6.0,10.6,2.2
2017/2/2,4.5,9.7,0.9
2017/2/3,7.4,13.7,1.0
2017/2/4,8.2,13.4,4.4
2017/2/5,7.2,9.9,3.4
2017/2/6,8.7,15.7,3.3
2017/2/7,5.6,10.0,2.2
2017/2/8,6.3,11.0,1.9
2017/2/9,2.4,5.4,1.0
2017/2/10,4.3,9.3,1.5
2017/2/11,4.1,10.1,-1.6
2017/2/12,5.0,11.2,-0.4
2017/2/13,6.3,11.8,1.0
2017/2/14,6.1,11.8,2.1
2017/2/15,6.5,12.8,1.2
2017/2/16,7.3,13.7,1.3
2017/2/17,13.2,20.6,4.8
2017/2/18,8.1,10.7,6.4
2017/2/19,6.2,11.5,1.6
2017/2/20,9.9,19.7,1.8
2017/2/21,6.1,9.9,3.6
2017/2/22,7.0,10.6,1.1
2017/2/23,12.4,16.3,8.4
2017/2/24,7.4,11.3,5.2
2017/2/25,7.5,12.7,3.5
2017/2/26,8.6,14.2,3.3
2017/2/27,6.2,9.7,4.3
2017/2/28,5.5,10.1,3.2
2017/3/1,6.4,11.1,1.4
2017/3/2,6.8,8.7,5.4
2017/3/3,8.7,16.0,3.7
2017/3/4,8.7,14.6,3.0
2017/3/5,10.4,15.9,4.9
2017/3/6,9.3,11.5,7.6
2017/3/7,6.6,10.9,2.3
2017/3/8,5.5,11.8,0.0
2017/3/9,7.5,13.0,1.3
2017/3/10,8.6,14.8,3.2
2017/3/11,7.9,13.2,4.3
2017/3/12,7.6,12.2,3.1
2017/3/13,8.8,12.8,6.0
2017/3/14,8.1,11.0,6.4
2017/3/15,5.4,7.5,4.0
2017/3/16,8.2,15.5,1.9
2017/3/17,9.5,15.2,3.8
2017/3/18,10.3,16.2,3.6
2017/3/19,12.2,18.6,5.1
2017/3/20,12.6,18.7,7.0
2017/3/21,9.1,12.9,6.8
2017/3/22,9.8,15.0,5.7
2017/3/23,9.7,15.7,4.3
2017/3/24,8.5,13.9,4.6
2017/3/25,7.8,12.7,3.4
2017/3/26,5.9,8.1,4.8
2017/3/27,5.0,8.3,2.4
2017/3/28,8.6,14.9,3.2
2017/3/29,9.1,14.7,4.3
2017/3/30,11.9,17.8,6.3
2017/3/31,8.8,12.3,4.9
