ダウンロードした時刻：2017/07/24 15:40:56

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/1/1,5.4,10.1,3.2
1989/1/2,5.6,11.8,0.4
1989/1/3,5.8,11.7,0.2
1989/1/4,5.2,8.2,2.3
1989/1/5,3.7,9.0,-0.8
1989/1/6,4.8,10.5,-1.3
1989/1/7,7.2,10.5,2.9
1989/1/8,9.9,12.0,7.0
1989/1/9,10.6,11.3,9.9
1989/1/10,11.0,15.8,7.2
1989/1/11,10.4,14.6,5.5
1989/1/12,9.3,13.5,5.7
1989/1/13,5.6,10.0,3.0
1989/1/14,5.4,8.3,2.9
1989/1/15,3.7,8.2,0.4
1989/1/16,4.3,10.3,-1.7
1989/1/17,6.0,12.3,0.4
1989/1/18,6.2,10.5,0.2
1989/1/19,8.6,10.3,6.4
1989/1/20,11.9,15.2,9.8
1989/1/21,8.5,12.0,4.5
1989/1/22,6.8,10.7,3.0
1989/1/23,7.4,9.0,5.7
1989/1/24,7.5,11.6,3.9
1989/1/25,5.8,10.6,0.9
1989/1/26,4.5,6.8,1.1
1989/1/27,4.8,8.3,0.8
1989/1/28,1.2,5.2,-0.9
1989/1/29,2.4,7.6,-2.3
1989/1/30,6.3,12.6,0.3
1989/1/31,8.9,14.6,2.0
1989/2/1,6.6,9.5,2.8
1989/2/2,3.4,7.8,1.0
1989/2/3,2.9,7.8,-1.1
1989/2/4,3.1,7.9,-0.6
1989/2/5,5.0,11.8,-0.4
1989/2/6,6.4,13.8,0.8
1989/2/7,7.6,13.3,2.9
1989/2/8,6.4,9.0,3.8
1989/2/9,9.6,14.9,6.9
1989/2/10,6.2,9.9,2.9
1989/2/11,4.2,8.5,1.1
1989/2/12,4.9,10.4,1.8
1989/2/13,4.6,10.5,-0.7
1989/2/14,5.8,11.9,0.5
1989/2/15,7.8,14.2,0.0
1989/2/16,9.1,10.1,7.8
1989/2/17,11.1,12.3,9.8
1989/2/18,9.1,12.9,6.2
1989/2/19,7.6,13.5,3.7
1989/2/20,7.7,13.8,3.6
1989/2/21,8.1,9.8,6.5
1989/2/22,7.6,13.5,3.6
1989/2/23,5.9,10.2,1.4
1989/2/24,7.1,8.7,5.1
1989/2/25,8.9,12.9,7.8
1989/2/26,8.0,12.4,3.5
1989/2/27,7.3,14.2,0.4
1989/2/28,11.3,16.4,5.8
1989/3/1,10.3,14.3,4.3
1989/3/2,8.2,15.1,2.1
1989/3/3,9.8,12.3,6.1
1989/3/4,12.5,18.3,8.3
1989/3/5,7.6,10.6,5.0
1989/3/6,8.7,14.2,2.7
1989/3/7,7.8,12.8,5.5
1989/3/8,6.6,12.8,2.8
1989/3/9,5.6,11.8,0.1
1989/3/10,7.0,13.5,1.3
1989/3/11,8.2,14.1,1.2
1989/3/12,11.0,16.8,4.1
1989/3/13,9.4,11.2,8.9
1989/3/14,12.9,18.6,8.5
1989/3/15,9.7,14.3,6.4
1989/3/16,8.5,13.5,5.0
1989/3/17,6.3,12.2,1.9
1989/3/18,6.2,12.2,1.6
1989/3/19,7.2,13.2,1.9
1989/3/20,7.9,15.5,1.8
1989/3/21,8.5,15.6,3.4
1989/3/22,8.1,13.1,5.1
1989/3/23,9.6,16.2,2.3
1989/3/24,10.0,13.6,7.4
1989/3/25,10.4,14.7,6.1
1989/3/26,9.9,15.2,3.6
1989/3/27,9.6,13.5,7.8
1989/3/28,9.8,15.6,5.7
1989/3/29,9.6,15.6,4.8
1989/3/30,11.0,18.2,3.5
1989/3/31,12.7,15.5,10.3
1989/4/1,14.1,21.5,9.6
1989/4/2,13.4,21.3,6.0
1989/4/3,14.0,16.3,12.2
1989/4/4,14.2,21.4,9.6
1989/4/5,14.3,21.5,7.1
1989/4/6,14.5,23.2,8.2
1989/4/7,15.9,22.0,10.6
1989/4/8,13.4,15.8,11.3
1989/4/9,15.9,22.3,10.2
1989/4/10,14.7,17.2,12.0
1989/4/11,13.0,18.6,8.5
1989/4/12,11.1,15.9,7.3
1989/4/13,15.2,24.1,7.2
1989/4/14,16.4,22.3,9.0
1989/4/15,14.8,16.1,13.6
1989/4/16,18.1,23.8,13.2
1989/4/17,14.1,19.3,11.1
1989/4/18,16.4,23.9,8.6
1989/4/19,18.6,26.7,11.3
1989/4/20,18.7,26.2,13.0
1989/4/21,17.3,24.2,12.5
1989/4/22,17.0,22.1,13.2
1989/4/23,14.2,15.0,13.2
1989/4/24,14.5,17.6,13.1
1989/4/25,13.8,19.0,10.0
1989/4/26,14.7,21.0,7.6
1989/4/27,16.0,21.8,11.6
1989/4/28,11.8,15.8,8.6
1989/4/29,12.6,19.3,5.7
1989/4/30,14.9,20.3,8.1
1989/5/1,14.2,15.4,12.8
