ダウンロードした時刻：2019/10/10 15:59:46

,尾鷲,尾鷲,尾鷲
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,10.1,12.9,5.6
1984/12/2,10.8,13.9,7.1
1984/12/3,9.3,15.8,4.6
1984/12/4,9.4,15.6,3.2
1984/12/5,12.6,16.9,7.1
1984/12/6,12.1,17.9,6.0
1984/12/7,6.9,14.4,2.4
1984/12/8,7.9,14.5,1.4
1984/12/9,9.6,15.8,3.1
1984/12/10,12.7,15.9,8.7
1984/12/11,16.0,17.7,14.2
1984/12/12,14.9,20.6,11.1
1984/12/13,14.0,19.0,9.0
1984/12/14,13.4,16.3,10.1
1984/12/15,8.4,13.9,2.5
1984/12/16,7.1,9.7,2.0
1984/12/17,10.7,16.8,6.7
1984/12/18,10.6,14.5,7.2
1984/12/19,6.3,11.5,1.7
1984/12/20,5.6,11.4,0.7
1984/12/21,8.0,12.8,3.4
1984/12/22,6.9,12.7,3.2
1984/12/23,4.3,8.7,-0.7
1984/12/24,4.2,6.7,2.6
1984/12/25,3.3,6.5,1.1
1984/12/26,4.6,9.2,0.2
1984/12/27,4.2,9.0,0.0
1984/12/28,5.3,10.7,0.6
1984/12/29,3.9,7.1,1.8
1984/12/30,3.8,8.4,-0.3
1984/12/31,3.6,10.5,-1.7
1985/1/1,4.4,10.9,-0.9
1985/1/2,5.6,11.8,-0.6
1985/1/3,5.4,8.4,3.1
1985/1/4,5.7,11.9,0.6
1985/1/5,4.3,9.6,0.6
1985/1/6,4.6,10.0,-1.2
1985/1/7,4.6,9.8,0.3
1985/1/8,4.5,9.4,-1.1
1985/1/9,5.8,11.9,0.4
1985/1/10,6.7,11.3,1.9
1985/1/11,4.7,10.2,-0.4
1985/1/12,7.7,15.0,0.0
1985/1/13,5.2,10.0,1.7
1985/1/14,1.2,4.2,-1.5
1985/1/15,1.1,7.1,-4.1
1985/1/16,5.7,12.2,-1.9
1985/1/17,2.2,8.2,-2.3
1985/1/18,3.0,7.8,-2.3
1985/1/19,5.7,11.2,-1.8
1985/1/20,7.6,13.2,3.9
1985/1/21,4.9,10.0,-0.3
1985/1/22,5.1,11.7,-1.4
1985/1/23,7.3,14.8,1.8
1985/1/24,5.4,10.4,0.0
1985/1/25,4.1,9.6,-0.5
1985/1/26,3.1,9.6,-1.7
1985/1/27,4.6,8.8,-1.6
1985/1/28,8.0,14.7,1.2
1985/1/29,1.9,7.3,-2.3
1985/1/30,0.5,4.4,-2.4
1985/1/31,1.4,7.3,-4.1
1985/2/1,6.2,11.9,-2.4
1985/2/2,9.6,14.8,3.5
1985/2/3,7.5,15.8,0.8
1985/2/4,8.1,14.2,2.6
1985/2/5,8.6,9.3,7.1
1985/2/6,9.6,12.4,5.4
1985/2/7,9.5,15.7,5.1
1985/2/8,9.7,12.9,4.8
1985/2/9,14.6,19.2,11.8
1985/2/10,11.8,17.0,6.4
1985/2/11,7.6,13.1,2.8
1985/2/12,6.9,11.7,1.6
1985/2/13,8.3,14.7,2.4
1985/2/14,4.2,9.4,1.1
1985/2/15,3.9,10.0,-1.9
1985/2/16,5.7,9.2,1.8
1985/2/17,7.0,11.7,0.8
1985/2/18,5.9,11.0,-0.1
1985/2/19,7.3,10.5,5.7
1985/2/20,8.4,12.4,4.5
1985/2/21,5.5,11.7,1.3
1985/2/22,3.3,6.8,1.1
1985/2/23,4.1,10.2,-1.6
1985/2/24,3.4,8.6,1.1
1985/2/25,5.4,10.2,0.8
1985/2/26,6.4,10.2,2.6
1985/2/27,8.0,12.6,3.6
1985/2/28,9.1,10.4,7.0
1985/3/1,11.3,16.6,7.0
1985/3/2,9.9,13.4,5.9
1985/3/3,9.5,15.5,3.5
1985/3/4,7.7,13.6,1.2
1985/3/5,7.1,10.5,5.3
1985/3/6,7.5,13.0,1.7
1985/3/7,8.9,12.7,3.3
1985/3/8,11.3,13.7,9.0
1985/3/9,13.3,17.5,7.7
1985/3/10,8.9,13.8,3.2
1985/3/11,9.0,10.4,7.7
1985/3/12,7.6,12.2,2.9
1985/3/13,7.7,12.6,1.9
1985/3/14,8.2,10.3,6.2
1985/3/15,9.5,15.0,3.5
1985/3/16,8.6,9.8,7.9
1985/3/17,10.5,12.4,7.9
1985/3/18,13.4,18.2,6.9
1985/3/19,11.8,14.1,7.6
1985/3/20,9.6,14.4,5.2
1985/3/21,9.6,14.4,5.5
1985/3/22,9.9,16.1,3.1
1985/3/23,10.9,15.0,6.7
1985/3/24,11.6,15.5,8.7
1985/3/25,12.5,15.7,10.4
1985/3/26,15.7,19.4,13.4
1985/3/27,14.2,16.2,11.3
1985/3/28,14.9,18.6,12.4
1985/3/29,13.5,17.7,10.1
1985/3/30,10.2,15.7,5.2
1985/3/31,8.4,14.7,4.1
