ダウンロードした時刻：2019/10/10 15:50:47

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,9.6,17.7,4.9
2018/12/2,7.9,13.1,2.7
2018/12/3,11.2,16.0,7.1
2018/12/4,14.6,19.6,9.7
2018/12/5,14.6,18.4,10.3
2018/12/6,9.6,11.3,8.0
2018/12/7,10.7,17.7,7.9
2018/12/8,8.5,13.3,4.1
2018/12/9,4.9,9.0,2.6
2018/12/10,4.7,10.4,1.2
2018/12/11,3.4,8.1,-0.5
2018/12/12,6.4,13.3,1.5
2018/12/13,5.5,10.4,1.4
2018/12/14,4.3,8.4,0.4
2018/12/15,3.4,7.9,-0.8
2018/12/16,2.6,7.2,-1.3
2018/12/17,8.4,17.2,1.8
2018/12/18,7.6,13.1,3.3
2018/12/19,6.9,14.5,1.4
2018/12/20,8.4,15.2,3.6
2018/12/21,7.4,13.5,2.3
2018/12/22,9.9,14.6,5.3
2018/12/23,8.9,10.6,7.3
2018/12/24,6.3,9.6,3.0
2018/12/25,3.6,8.7,-1.8
2018/12/26,7.1,15.2,2.0
2018/12/27,7.3,13.7,2.7
2018/12/28,2.1,6.2,-1.4
2018/12/29,1.7,6.8,-2.5
2018/12/30,1.8,7.1,-3.2
2018/12/31,2.8,8.0,-2.8
2019/1/1,4.4,11.9,-0.5
2019/1/2,4.7,9.4,1.2
2019/1/3,3.0,9.4,-1.0
2019/1/4,4.2,11.2,-1.5
2019/1/5,6.1,14.2,1.7
2019/1/6,3.4,6.5,0.6
2019/1/7,3.6,9.6,-1.3
2019/1/8,4.3,10.3,-1.0
2019/1/9,2.8,5.8,-0.8
2019/1/10,1.6,6.1,-2.5
2019/1/11,5.3,9.7,0.9
2019/1/12,4.3,9.4,-1.0
2019/1/13,5.1,11.6,0.7
2019/1/14,4.0,10.5,-1.2
2019/1/15,3.2,8.8,-0.2
2019/1/16,5.2,8.7,1.5
2019/1/17,4.8,13.9,-1.2
2019/1/18,3.8,8.0,1.0
2019/1/19,4.7,10.6,-0.4
2019/1/20,5.4,11.8,0.3
2019/1/21,3.4,7.8,0.5
2019/1/22,3.1,8.1,-0.9
2019/1/23,4.0,9.9,-1.5
2019/1/24,3.9,8.0,0.3
2019/1/25,4.1,9.4,-0.8
2019/1/26,2.6,8.3,-1.2
2019/1/27,1.9,7.1,-2.7
2019/1/28,4.1,11.9,-1.0
2019/1/29,3.8,7.7,0.3
2019/1/30,3.5,9.8,-1.5
2019/1/31,5.7,13.6,1.3
2019/2/1,2.7,5.9,-0.6
2019/2/2,5.6,13.9,-1.9
2019/2/3,7.0,13.1,1.6
2019/2/4,8.9,16.0,3.2
2019/2/5,5.6,10.8,2.6
2019/2/6,6.5,12.5,1.4
2019/2/7,9.5,18.7,2.0
2019/2/8,3.0,6.3,0.7
2019/2/9,1.1,3.6,-0.6
2019/2/10,1.7,5.8,-1.6
2019/2/11,2.2,7.4,-1.0
2019/2/12,4.2,8.8,0.6
2019/2/13,3.6,9.2,-0.3
2019/2/14,2.3,6.9,-1.1
2019/2/15,1.5,6.9,-2.7
2019/2/16,4.7,11.3,-1.6
2019/2/17,4.3,9.3,0.3
2019/2/18,6.3,14.2,-1.7
2019/2/19,7.0,10.3,4.1
2019/2/20,12.9,18.9,5.8
2019/2/21,8.2,12.8,3.6
2019/2/22,7.7,15.1,1.3
2019/2/23,7.1,11.3,2.4
2019/2/24,6.8,13.6,0.6
2019/2/25,9.7,18.2,3.0
2019/2/26,8.9,15.1,5.3
2019/2/27,5.7,8.7,1.4
2019/2/28,6.6,8.8,4.0
2019/3/1,9.3,15.2,6.1
2019/3/2,8.2,13.6,3.5
2019/3/3,5.6,7.6,4.4
2019/3/4,7.5,9.9,5.8
2019/3/5,10.3,15.7,4.5
2019/3/6,10.0,14.6,7.4
2019/3/7,8.6,14.4,4.0
2019/3/8,5.2,9.8,1.8
2019/3/9,7.7,14.7,0.9
2019/3/10,10.5,16.2,4.7
2019/3/11,10.4,16.9,7.4
2019/3/12,11.8,18.5,5.8
2019/3/13,8.9,17.1,3.2
2019/3/14,6.1,11.9,1.5
2019/3/15,7.5,13.5,1.4
2019/3/16,7.9,14.7,3.2
2019/3/17,6.2,11.7,0.4
2019/3/18,8.4,14.3,2.4
2019/3/19,11.3,17.2,5.8
2019/3/20,13.7,21.5,5.6
2019/3/21,15.3,22.5,10.1
2019/3/22,12.3,16.7,5.2
2019/3/23,6.1,12.0,2.2
2019/3/24,5.5,11.6,-0.4
2019/3/25,8.2,14.8,0.4
2019/3/26,10.9,18.3,5.0
2019/3/27,14.0,22.0,6.4
2019/3/28,10.5,15.7,5.2
2019/3/29,6.8,12.4,3.5
2019/3/30,5.6,7.3,3.1
2019/3/31,9.3,16.3,5.5
