ダウンロードした時刻：2017/07/24 15:39:24

,高田,高田,高田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/1/1,2.2,7.6,-1.1
2003/1/2,0.4,2.0,-0.7
2003/1/3,2.5,7.7,-1.8
2003/1/4,3.6,7.6,-0.1
2003/1/5,-0.7,0.3,-1.4
2003/1/6,0.0,1.7,-1.6
2003/1/7,-0.2,3.6,-3.7
2003/1/8,0.8,4.2,-2.4
2003/1/9,2.5,7.6,-2.8
2003/1/10,2.5,5.5,1.2
2003/1/11,2.8,6.1,0.9
2003/1/12,3.1,6.0,1.0
2003/1/13,5.1,10.4,1.5
2003/1/14,4.5,8.5,0.3
2003/1/15,-0.6,0.8,-1.6
2003/1/16,0.0,5.1,-4.4
2003/1/17,5.5,12.2,-1.5
2003/1/18,2.7,4.7,0.8
2003/1/19,3.1,6.3,-0.8
2003/1/20,1.6,4.4,-1.0
2003/1/21,0.7,1.7,-0.1
2003/1/22,1.4,4.1,-1.1
2003/1/23,1.1,4.6,-1.7
2003/1/24,2.1,4.6,0.1
2003/1/25,1.7,4.2,0.8
2003/1/26,2.6,6.5,0.6
2003/1/27,6.2,10.4,0.5
2003/1/28,4.9,8.1,0.9
2003/1/29,-1.4,1.3,-3.4
2003/1/30,0.6,2.8,-2.2
2003/1/31,1.4,4.7,-1.6
2003/2/1,0.7,2.6,-1.2
2003/2/2,0.1,3.3,-3.2
2003/2/3,0.6,5.4,-3.1
2003/2/4,0.4,3.9,-2.8
2003/2/5,0.3,5.3,-3.4
2003/2/6,1.0,3.6,-2.3
2003/2/7,4.0,11.0,-2.3
2003/2/8,6.8,12.8,1.6
2003/2/9,5.0,9.0,1.6
2003/2/10,5.4,10.7,0.6
2003/2/11,4.3,8.0,1.7
2003/2/12,-0.1,4.5,-4.4
2003/2/13,1.0,7.6,-6.0
2003/2/14,1.5,4.2,0.0
2003/2/15,3.2,9.1,-0.2
2003/2/16,2.8,5.9,-0.8
2003/2/17,5.2,8.5,0.8
2003/2/18,3.0,8.4,-0.7
2003/2/19,4.1,10.1,-1.7
2003/2/20,3.7,9.0,-1.5
2003/2/21,2.9,4.7,1.1
2003/2/22,2.9,5.8,0.8
2003/2/23,4.2,8.1,2.2
2003/2/24,2.8,5.5,0.5
2003/2/25,4.2,8.6,0.9
2003/2/26,6.0,12.3,-0.5
2003/2/27,3.0,5.6,0.1
2003/2/28,2.4,9.1,-2.5
2003/3/1,6.1,10.7,-1.9
2003/3/2,7.0,11.4,2.3
2003/3/3,5.7,11.9,0.9
2003/3/4,0.2,2.7,-1.6
2003/3/5,1.3,4.8,-1.4
2003/3/6,3.6,7.6,-1.2
2003/3/7,7.8,10.5,5.7
2003/3/8,4.9,6.9,3.3
2003/3/9,2.9,6.0,1.1
2003/3/10,1.7,3.1,-0.5
2003/3/11,0.8,3.2,-1.0
2003/3/12,1.3,4.2,-0.2
2003/3/13,2.7,7.3,-1.1
2003/3/14,3.1,8.1,-1.1
2003/3/15,3.9,9.7,-0.1
2003/3/16,5.4,12.8,-1.0
2003/3/17,5.7,10.6,2.8
2003/3/18,4.0,8.9,-0.1
2003/3/19,4.9,9.6,0.1
2003/3/20,4.8,7.8,2.5
2003/3/21,4.1,9.5,0.3
2003/3/22,3.4,9.5,-2.4
2003/3/23,5.4,12.3,-1.6
2003/3/24,10.5,19.1,1.6
2003/3/25,9.8,13.6,6.3
2003/3/26,9.5,15.3,5.4
2003/3/27,12.6,19.3,6.2
2003/3/28,8.2,12.9,5.3
2003/3/29,7.0,11.2,4.1
2003/3/30,8.0,13.7,1.8
2003/3/31,10.4,18.6,4.6
2003/4/1,8.7,14.0,4.2
2003/4/2,6.6,9.3,2.5
2003/4/3,8.8,15.5,3.0
2003/4/4,9.3,15.5,3.9
2003/4/5,6.7,8.0,5.4
2003/4/6,8.8,14.0,3.6
2003/4/7,10.8,18.9,2.2
2003/4/8,14.5,18.6,10.1
2003/4/9,6.7,14.4,3.3
2003/4/10,6.4,11.8,2.0
2003/4/11,11.3,18.7,1.7
2003/4/12,14.0,17.9,11.5
2003/4/13,13.3,19.2,7.9
2003/4/14,11.1,16.2,6.2
2003/4/15,12.8,20.0,6.9
2003/4/16,11.8,18.9,5.9
2003/4/17,17.8,27.6,7.5
2003/4/18,17.1,25.6,10.3
2003/4/19,13.7,17.8,10.6
2003/4/20,11.0,12.4,10.6
2003/4/21,9.4,12.4,5.8
2003/4/22,10.2,16.7,4.5
2003/4/23,12.8,16.2,8.0
2003/4/24,12.5,14.2,11.8
2003/4/25,13.8,17.3,12.0
2003/4/26,14.4,22.9,10.3
2003/4/27,13.6,20.3,8.8
2003/4/28,16.4,25.6,7.4
2003/4/29,20.0,28.7,9.5
2003/4/30,13.1,23.1,8.3
2003/5/1,11.3,17.1,5.0
