ダウンロードした時刻：2019/10/10 16:10:25

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,9.6,13.1,6.1
2006/12/2,8.5,13.4,4.3
2006/12/3,5.7,10.1,2.8
2006/12/4,5.9,11.3,2.6
2006/12/5,6.1,11.3,0.8
2006/12/6,7.8,13.5,2.9
2006/12/7,7.4,9.0,5.3
2006/12/8,10.4,12.6,8.9
2006/12/9,9.8,12.6,8.3
2006/12/10,9.9,15.0,6.3
2006/12/11,8.1,11.7,4.9
2006/12/12,8.5,11.4,6.6
2006/12/13,9.2,10.5,7.1
2006/12/14,9.5,10.7,8.2
2006/12/15,10.2,14.8,6.8
2006/12/16,8.5,12.0,4.2
2006/12/17,7.7,12.3,3.1
2006/12/18,6.2,10.2,2.1
2006/12/19,6.8,11.9,2.4
2006/12/20,7.5,12.3,2.8
2006/12/21,8.7,11.4,6.6
2006/12/22,9.1,13.4,5.7
2006/12/23,8.6,13.0,4.8
2006/12/24,7.8,12.5,3.4
2006/12/25,7.3,12.2,2.7
2006/12/26,8.5,10.2,6.3
2006/12/27,11.8,17.8,7.7
2006/12/28,6.5,10.4,0.8
2006/12/29,2.6,5.9,-0.2
2006/12/30,5.8,10.0,1.9
2006/12/31,6.7,10.4,3.1
2007/1/1,5.7,9.8,0.8
2007/1/2,7.1,8.6,5.5
2007/1/3,9.1,12.6,6.1
2007/1/4,7.4,11.4,3.7
2007/1/5,6.0,10.1,1.1
2007/1/6,6.6,11.5,2.4
2007/1/7,3.8,8.3,0.7
2007/1/8,5.2,9.5,1.9
2007/1/9,4.4,9.6,-0.3
2007/1/10,5.5,11.2,0.8
2007/1/11,5.5,10.7,-0.1
2007/1/12,5.8,10.0,1.7
2007/1/13,6.5,10.4,2.6
2007/1/14,5.6,11.3,0.4
2007/1/15,5.1,10.5,0.1
2007/1/16,6.1,8.9,3.6
2007/1/17,8.0,10.5,6.0
2007/1/18,7.7,12.2,3.2
2007/1/19,6.9,10.2,3.8
2007/1/20,5.6,9.7,1.9
2007/1/21,6.6,9.8,3.1
2007/1/22,6.5,12.2,1.5
2007/1/23,5.9,10.2,1.7
2007/1/24,6.8,12.1,3.1
2007/1/25,6.8,11.8,2.9
2007/1/26,6.0,11.3,0.8
2007/1/27,7.1,11.2,4.0
2007/1/28,5.5,9.5,1.4
2007/1/29,5.6,10.4,0.4
2007/1/30,6.6,12.0,1.2
2007/1/31,6.3,10.3,3.0
2007/2/1,3.8,8.2,1.0
2007/2/2,3.0,8.1,-1.0
2007/2/3,5.0,9.5,-1.5
2007/2/4,8.8,12.6,4.2
2007/2/5,6.4,12.5,0.5
2007/2/6,10.1,16.1,3.7
2007/2/7,10.0,14.7,5.8
2007/2/8,7.7,12.1,3.2
2007/2/9,9.5,11.9,7.2
2007/2/10,10.0,13.4,6.9
2007/2/11,7.7,11.5,4.5
2007/2/12,7.3,12.9,1.3
2007/2/13,8.2,13.8,2.8
2007/2/14,11.8,14.1,8.3
2007/2/15,7.0,12.0,3.4
2007/2/16,6.2,11.4,0.9
2007/2/17,4.2,6.6,2.0
2007/2/18,9.5,14.0,6.3
2007/2/19,8.2,12.7,3.9
2007/2/20,7.6,13.1,1.7
2007/2/21,9.4,15.3,3.6
2007/2/22,9.7,14.7,3.5
2007/2/23,11.2,16.7,7.1
2007/2/24,6.3,9.3,2.6
2007/2/25,5.1,8.7,0.9
2007/2/26,8.5,13.4,3.0
2007/2/27,10.5,15.4,6.4
2007/2/28,7.8,11.2,3.8
2007/3/1,7.3,14.1,0.7
2007/3/2,9.8,17.0,3.4
2007/3/3,12.0,16.2,7.5
2007/3/4,15.3,20.9,10.5
2007/3/5,14.4,17.6,9.0
2007/3/6,6.4,10.7,1.9
2007/3/7,4.3,8.9,0.8
2007/3/8,4.9,10.4,0.1
2007/3/9,6.8,11.9,1.3
2007/3/10,7.7,11.6,2.0
2007/3/11,7.0,9.7,4.6
2007/3/12,6.4,11.6,2.5
2007/3/13,6.6,11.8,1.6
2007/3/14,7.2,12.1,1.6
2007/3/15,5.2,7.9,3.4
2007/3/16,7.0,11.5,3.0
2007/3/17,6.3,11.6,2.1
2007/3/18,5.9,11.5,0.6
2007/3/19,5.5,10.0,0.3
2007/3/20,6.9,11.8,2.1
2007/3/21,8.2,14.4,1.2
2007/3/22,10.5,16.6,4.4
2007/3/23,12.2,18.9,5.1
2007/3/24,12.4,14.8,9.8
2007/3/25,14.8,19.1,9.4
2007/3/26,13.5,19.7,5.9
2007/3/27,12.0,16.3,9.6
2007/3/28,13.4,19.3,7.6
2007/3/29,14.4,20.9,9.0
2007/3/30,13.8,17.0,9.2
2007/3/31,13.0,18.5,6.2
