ダウンロードした時刻：2019/10/10 16:17:30

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,15.5,21.7,11.7
1993/12/2,14.9,19.9,10.4
1993/12/3,14.2,19.3,10.1
1993/12/4,9.0,13.5,3.8
1993/12/5,7.3,13.6,1.8
1993/12/6,7.3,13.7,2.9
1993/12/7,9.5,15.2,3.5
1993/12/8,10.5,16.9,6.1
1993/12/9,8.9,15.6,3.3
1993/12/10,9.8,13.1,7.3
1993/12/11,10.7,15.0,5.0
1993/12/12,8.2,14.5,2.8
1993/12/13,8.8,11.2,5.1
1993/12/14,10.8,14.2,5.4
1993/12/15,6.9,11.5,3.0
1993/12/16,6.1,9.5,2.5
1993/12/17,6.0,11.3,2.5
1993/12/18,5.1,11.5,0.2
1993/12/19,6.8,12.6,1.7
1993/12/20,9.3,15.7,6.5
1993/12/21,7.7,14.4,2.3
1993/12/22,4.0,8.7,-0.7
1993/12/23,5.6,11.6,0.1
1993/12/24,6.1,13.4,0.2
1993/12/25,7.7,15.3,2.4
1993/12/26,8.8,14.6,3.3
1993/12/27,8.1,14.2,3.1
1993/12/28,6.8,13.5,1.4
1993/12/29,6.7,14.2,0.8
1993/12/30,8.7,15.0,2.3
1993/12/31,10.0,17.7,5.6
1994/1/1,6.1,11.1,1.6
1994/1/2,6.0,12.9,0.3
1994/1/3,6.2,11.8,2.8
1994/1/4,7.6,16.1,2.1
1994/1/5,6.9,13.6,1.8
1994/1/6,8.3,16.9,3.3
1994/1/7,6.6,13.1,2.1
1994/1/8,6.3,11.2,1.8
1994/1/9,7.3,15.4,0.3
1994/1/10,8.1,15.3,1.6
1994/1/11,9.5,17.2,4.2
1994/1/12,9.1,14.3,4.0
1994/1/13,7.4,10.0,4.8
1994/1/14,7.4,13.8,2.5
1994/1/15,6.4,12.3,1.6
1994/1/16,6.8,13.8,0.4
1994/1/17,9.8,14.5,6.0
1994/1/18,10.7,15.5,4.8
1994/1/19,4.9,8.7,1.7
1994/1/20,3.7,9.3,-0.9
1994/1/21,4.1,8.7,-0.2
1994/1/22,3.0,9.7,-2.5
1994/1/23,2.8,8.0,0.1
1994/1/24,2.7,8.0,-1.9
1994/1/25,4.8,11.3,-0.5
1994/1/26,7.9,15.3,1.1
1994/1/27,8.0,12.4,4.3
1994/1/28,5.0,7.3,2.7
1994/1/29,3.6,8.3,0.2
1994/1/30,3.0,6.8,0.6
1994/1/31,5.3,11.1,-1.3
1994/2/1,11.1,16.9,6.6
1994/2/2,6.8,11.9,2.8
1994/2/3,5.5,9.7,1.3
1994/2/4,4.8,10.3,-1.3
1994/2/5,9.1,15.0,4.5
1994/2/6,9.3,15.5,3.2
1994/2/7,10.3,16.3,5.7
1994/2/8,7.1,11.8,2.2
1994/2/9,5.8,10.3,2.5
1994/2/10,4.5,9.2,0.8
1994/2/11,3.9,9.8,0.2
1994/2/12,5.1,9.0,2.8
1994/2/13,6.4,12.3,1.9
1994/2/14,6.7,13.4,-0.9
1994/2/15,6.4,7.5,4.4
1994/2/16,6.8,14.5,0.7
1994/2/17,7.3,14.2,2.1
1994/2/18,7.7,14.6,0.7
1994/2/19,10.6,17.1,4.6
1994/2/20,11.5,12.8,10.0
1994/2/21,11.1,15.7,5.3
1994/2/22,7.8,14.6,1.3
1994/2/23,7.6,14.3,3.2
1994/2/24,5.1,9.8,1.8
1994/2/25,5.4,10.5,0.9
1994/2/26,6.5,11.2,2.7
1994/2/27,7.1,12.4,2.1
1994/2/28,7.7,12.9,1.9
1994/3/1,8.8,14.4,2.6
1994/3/2,9.1,14.4,5.8
1994/3/3,6.6,12.9,0.9
1994/3/4,7.0,13.9,1.3
1994/3/5,8.4,16.0,1.8
1994/3/6,9.7,14.5,4.7
1994/3/7,10.1,11.4,8.5
1994/3/8,14.2,16.8,10.7
1994/3/9,14.2,20.3,9.6
1994/3/10,8.9,12.1,3.6
1994/3/11,6.9,12.6,0.4
1994/3/12,7.9,10.8,6.0
1994/3/13,10.4,14.9,6.3
1994/3/14,7.1,11.8,3.0
1994/3/15,5.8,12.5,0.3
1994/3/16,5.9,9.5,0.3
1994/3/17,8.7,15.1,3.1
1994/3/18,10.0,15.2,3.8
1994/3/19,11.5,17.7,6.2
1994/3/20,11.4,16.8,7.6
1994/3/21,9.9,16.0,4.2
1994/3/22,10.3,14.5,5.4
1994/3/23,10.2,13.6,7.8
1994/3/24,9.1,14.5,4.0
1994/3/25,7.2,12.2,2.8
1994/3/26,7.0,12.5,2.9
1994/3/27,7.2,13.1,1.0
1994/3/28,10.1,15.8,2.0
1994/3/29,13.6,19.0,8.6
1994/3/30,11.8,15.8,7.8
1994/3/31,13.1,19.2,6.2
