ダウンロードした時刻：2017/07/24 15:38:48

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/1/1,3.9,6.6,1.2
2011/1/2,4.3,8.2,1.3
2011/1/3,3.0,6.1,1.2
2011/1/4,2.7,5.7,0.5
2011/1/5,3.7,6.5,1.4
2011/1/6,1.6,4.2,-1.6
2011/1/7,0.8,2.9,-1.8
2011/1/8,2.7,6.9,1.2
2011/1/9,2.3,6.3,0.1
2011/1/10,0.1,1.7,-1.6
2011/1/11,0.4,2.6,-1.6
2011/1/12,0.9,4.6,-1.8
2011/1/13,-0.1,2.5,-2.7
2011/1/14,-1.2,1.1,-2.8
2011/1/15,-0.1,3.0,-2.6
2011/1/16,-0.9,1.5,-2.3
2011/1/17,2.7,4.9,0.6
2011/1/18,2.3,4.8,0.5
2011/1/19,2.1,3.6,0.3
2011/1/20,1.1,2.3,-0.1
2011/1/21,1.4,3.6,0.1
2011/1/22,2.0,3.1,-0.5
2011/1/23,1.8,3.4,-0.3
2011/1/24,0.5,2.0,-0.5
2011/1/25,1.8,5.2,-1.2
2011/1/26,1.1,2.9,0.0
2011/1/27,0.9,3.1,-0.3
2011/1/28,0.0,1.4,-0.9
2011/1/29,-0.8,2.7,-2.4
2011/1/30,-1.2,0.2,-2.1
2011/1/31,0.7,3.8,-2.8
2011/2/1,3.4,5.6,0.9
2011/2/2,2.3,6.2,-0.5
2011/2/3,2.3,6.9,-1.5
2011/2/4,2.8,5.4,0.2
2011/2/5,3.1,6.1,0.4
2011/2/6,3.7,8.6,-2.2
2011/2/7,4.6,8.2,1.2
2011/2/8,2.1,4.5,-1.2
2011/2/9,3.4,8.6,1.1
2011/2/10,1.5,3.4,0.4
2011/2/11,1.7,4.0,-0.1
2011/2/12,1.3,3.3,0.2
2011/2/13,2.1,3.8,-0.1
2011/2/14,2.2,5.8,-1.2
2011/2/15,2.4,4.6,-0.1
2011/2/16,2.8,8.0,-1.0
2011/2/17,5.6,10.7,-0.3
2011/2/18,4.6,7.5,2.0
2011/2/19,3.2,6.1,0.1
2011/2/20,3.5,10.5,-1.6
2011/2/21,4.0,7.0,0.6
2011/2/22,3.9,8.6,-1.9
2011/2/23,8.1,14.8,1.3
2011/2/24,11.0,18.3,5.7
2011/2/25,6.4,11.3,1.8
2011/2/26,2.5,6.0,0.4
2011/2/27,3.3,6.8,-0.5
2011/2/28,4.5,6.3,2.8
2011/3/1,4.3,6.1,3.0
2011/3/2,2.6,5.2,-0.8
2011/3/3,-0.1,2.7,-2.4
2011/3/4,0.3,2.2,-1.8
2011/3/5,3.6,7.4,1.0
2011/3/6,5.6,11.0,-0.4
2011/3/7,4.6,7.3,3.2
2011/3/8,3.3,7.6,0.2
2011/3/9,1.9,5.9,0.0
2011/3/10,1.7,5.4,-1.7
2011/3/11,1.6,4.7,-0.6
2011/3/12,4.9,8.5,1.7
2011/3/13,7.7,14.9,1.2
2011/3/14,8.9,17.1,3.4
2011/3/15,4.5,7.3,0.5
2011/3/16,1.3,4.2,-2.0
2011/3/17,1.0,4.7,-1.7
2011/3/18,2.3,6.3,-1.6
2011/3/19,7.3,13.9,0.4
2011/3/20,8.4,14.3,4.6
2011/3/21,7.3,8.3,5.7
2011/3/22,6.3,9.7,3.9
2011/3/23,3.0,6.7,0.1
2011/3/24,2.6,8.7,-1.0
2011/3/25,3.8,7.4,0.3
2011/3/26,3.3,6.4,1.0
2011/3/27,3.5,7.0,1.1
2011/3/28,4.2,9.7,-1.7
2011/3/29,6.9,14.1,0.4
2011/3/30,7.0,12.4,3.1
2011/3/31,6.8,9.9,4.6
2011/4/1,9.0,15.6,2.3
2011/4/2,6.8,9.4,3.7
2011/4/3,5.5,9.2,3.5
2011/4/4,5.5,8.8,2.7
2011/4/5,7.1,12.4,1.0
2011/4/6,8.8,15.0,2.1
2011/4/7,12.8,19.3,6.1
2011/4/8,10.8,17.3,8.9
2011/4/9,9.0,10.9,7.0
2011/4/10,10.8,17.2,4.9
2011/4/11,6.5,9.0,4.2
2011/4/12,7.7,11.4,3.3
2011/4/13,10.5,15.8,3.4
2011/4/14,13.2,19.5,6.1
2011/4/15,15.4,21.5,8.8
2011/4/16,10.4,15.9,7.4
2011/4/17,8.7,11.8,6.5
2011/4/18,10.5,14.1,4.1
2011/4/19,7.7,12.9,4.8
2011/4/20,7.5,11.5,4.4
2011/4/21,10.1,14.3,5.7
2011/4/22,14.1,17.9,9.2
2011/4/23,13.9,17.7,9.0
2011/4/24,11.0,15.3,7.7
2011/4/25,9.9,13.9,6.6
2011/4/26,11.3,18.2,5.9
2011/4/27,14.9,20.6,11.0
2011/4/28,11.0,14.5,8.2
2011/4/29,10.5,13.6,7.6
2011/4/30,13.7,17.9,9.1
2011/5/1,16.1,19.6,13.3
