ダウンロードした時刻：2019/10/10 16:14:23

,奈良,奈良,奈良
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,6.4,12.6,1.6
1988/12/2,5.5,13.0,1.6
1988/12/3,6.3,14.0,-1.2
1988/12/4,7.0,9.0,4.0
1988/12/5,5.8,10.3,2.4
1988/12/6,4.8,11.3,0.6
1988/12/7,4.7,13.5,-1.7
1988/12/8,7.1,16.3,0.0
1988/12/9,6.5,15.9,2.9
1988/12/10,4.4,8.9,0.1
1988/12/11,5.2,10.5,0.5
1988/12/12,4.5,12.4,-0.8
1988/12/13,4.0,11.9,-1.4
1988/12/14,6.6,14.9,-0.2
1988/12/15,3.8,7.1,0.5
1988/12/16,1.9,5.2,-1.7
1988/12/17,3.1,7.8,0.0
1988/12/18,4.9,10.9,-0.1
1988/12/19,7.6,13.0,1.3
1988/12/20,8.5,13.9,4.4
1988/12/21,7.8,13.2,4.1
1988/12/22,5.1,9.3,1.6
1988/12/23,3.9,10.9,-1.4
1988/12/24,6.4,12.5,-0.5
1988/12/25,5.7,8.9,2.9
1988/12/26,4.2,9.5,0.3
1988/12/27,4.4,11.9,-1.8
1988/12/28,4.2,8.2,1.6
1988/12/29,3.4,5.9,1.4
1988/12/30,3.7,10.4,-0.8
1988/12/31,4.5,10.4,-1.8
1989/1/1,4.8,8.6,1.2
1989/1/2,4.6,12.1,-0.6
1989/1/3,5.0,11.5,-1.2
1989/1/4,3.5,7.6,-0.5
1989/1/5,2.1,8.4,-2.2
1989/1/6,3.7,9.9,-3.1
1989/1/7,8.5,14.6,2.8
1989/1/8,11.0,15.0,8.4
1989/1/9,10.9,13.7,9.5
1989/1/10,10.0,15.0,6.2
1989/1/11,8.1,12.5,2.1
1989/1/12,8.2,10.9,4.3
1989/1/13,4.3,7.0,1.0
1989/1/14,4.4,7.5,1.1
1989/1/15,2.8,7.0,-1.8
1989/1/16,2.4,9.6,-2.9
1989/1/17,4.4,12.0,-1.0
1989/1/18,4.7,9.6,-1.5
1989/1/19,11.2,13.2,7.4
1989/1/20,12.6,16.4,9.8
1989/1/21,7.6,11.6,4.5
1989/1/22,6.2,10.0,2.9
1989/1/23,7.5,11.6,3.9
1989/1/24,5.2,9.9,0.8
1989/1/25,4.3,10.7,-1.0
1989/1/26,3.6,5.5,0.4
1989/1/27,4.5,9.0,0.7
1989/1/28,0.6,3.9,-1.5
1989/1/29,1.6,5.7,-1.9
1989/1/30,4.0,10.8,-1.5
1989/1/31,6.7,14.1,-1.4
1989/2/1,5.6,9.3,1.7
1989/2/2,2.4,6.1,-0.5
1989/2/3,1.5,6.6,-1.3
1989/2/4,2.2,7.9,-1.9
1989/2/5,4.3,10.5,0.3
1989/2/6,4.8,11.7,-1.3
1989/2/7,5.5,12.3,-0.1
1989/2/8,6.3,9.2,1.4
1989/2/9,9.2,12.6,6.4
1989/2/10,4.1,6.5,0.8
1989/2/11,3.2,8.1,0.4
1989/2/12,3.0,8.0,-1.2
1989/2/13,2.8,9.3,-2.3
1989/2/14,4.1,10.4,-0.7
1989/2/15,6.5,16.0,-2.7
1989/2/16,9.7,11.8,6.9
1989/2/17,9.6,13.0,7.8
1989/2/18,7.5,12.4,5.0
1989/2/19,5.3,11.9,-0.1
1989/2/20,6.2,15.3,-1.3
1989/2/21,6.8,7.8,6.1
1989/2/22,6.0,10.8,3.5
1989/2/23,5.4,9.2,1.4
1989/2/24,6.7,7.7,4.7
1989/2/25,10.2,15.9,7.0
1989/2/26,5.2,8.8,0.4
1989/2/27,5.9,15.3,-1.7
1989/2/28,12.0,19.8,3.8
1989/3/1,7.7,13.8,0.4
1989/3/2,8.2,17.7,-1.6
1989/3/3,12.1,18.1,8.3
1989/3/4,11.1,18.2,6.5
1989/3/5,5.9,10.5,1.5
1989/3/6,6.7,13.6,0.0
1989/3/7,5.7,10.4,1.8
1989/3/8,4.2,9.2,-0.5
1989/3/9,3.0,9.6,-2.4
1989/3/10,4.9,12.2,-1.4
1989/3/11,6.4,13.3,-0.7
1989/3/12,9.2,17.3,1.5
1989/3/13,8.8,11.7,6.0
1989/3/14,11.4,17.5,8.0
1989/3/15,8.7,15.1,3.3
1989/3/16,7.4,13.7,1.1
1989/3/17,5.8,9.5,2.7
1989/3/18,5.3,11.9,1.5
1989/3/19,6.2,13.7,1.2
1989/3/20,5.4,12.6,-0.7
1989/3/21,6.3,12.2,1.3
1989/3/22,6.8,11.8,4.2
1989/3/23,7.6,14.0,3.7
1989/3/24,9.4,13.4,4.9
1989/3/25,9.2,13.3,3.9
1989/3/26,7.4,14.2,0.8
1989/3/27,7.8,12.0,3.7
1989/3/28,7.1,13.0,3.4
1989/3/29,8.0,14.6,2.4
1989/3/30,9.9,18.3,2.2
1989/3/31,10.2,14.8,6.9
