ダウンロードした時刻：2019/10/10 16:01:19

,館山,館山,館山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,11.4,16.4,5.9
1991/12/2,10.7,17.2,5.2
1991/12/3,13.0,17.7,7.2
1991/12/4,10.9,17.0,5.9
1991/12/5,11.0,14.7,5.5
1991/12/6,12.8,18.9,4.8
1991/12/7,12.6,18.9,7.7
1991/12/8,10.5,14.8,6.2
1991/12/9,8.7,13.3,3.4
1991/12/10,7.5,12.0,3.6
1991/12/11,15.2,18.3,5.0
1991/12/12,8.9,14.5,3.4
1991/12/13,5.6,11.7,-0.1
1991/12/14,6.3,13.5,1.9
1991/12/15,8.2,15.0,1.1
1991/12/16,8.6,15.3,3.0
1991/12/17,11.0,17.2,4.4
1991/12/18,14.2,19.5,10.8
1991/12/19,9.2,11.1,7.1
1991/12/20,7.0,10.4,4.3
1991/12/21,7.7,14.0,2.0
1991/12/22,7.8,15.3,2.9
1991/12/23,8.9,16.2,1.7
1991/12/24,13.0,17.2,7.1
1991/12/25,8.5,12.1,5.1
1991/12/26,3.8,5.2,0.9
1991/12/27,3.6,7.1,0.3
1991/12/28,8.4,13.7,4.1
1991/12/29,7.4,10.1,3.7
1991/12/30,4.4,10.1,-1.4
1991/12/31,4.5,10.9,-2.6
1992/1/1,6.6,12.8,2.2
1992/1/2,5.9,13.0,0.7
1992/1/3,6.8,13.3,1.7
1992/1/4,6.6,12.7,1.9
1992/1/5,5.7,12.2,-0.5
1992/1/6,6.9,10.1,3.8
1992/1/7,6.7,9.0,3.4
1992/1/8,7.9,15.6,2.3
1992/1/9,7.1,8.6,6.3
1992/1/10,6.9,12.3,2.5
1992/1/11,4.8,11.2,-0.8
1992/1/12,5.0,10.5,0.4
1992/1/13,9.1,15.3,-0.2
1992/1/14,9.3,12.9,4.4
1992/1/15,4.0,8.1,1.3
1992/1/16,4.0,6.5,-0.1
1992/1/17,7.7,12.5,1.3
1992/1/18,8.2,10.7,6.5
1992/1/19,4.5,9.7,0.4
1992/1/20,4.4,10.7,-0.9
1992/1/21,4.9,11.5,-1.7
1992/1/22,10.6,14.2,7.6
1992/1/23,7.3,11.4,0.6
1992/1/24,4.2,9.9,-1.4
1992/1/25,5.6,11.2,-1.5
1992/1/26,6.8,11.3,2.6
1992/1/27,7.5,12.8,1.4
1992/1/28,8.0,13.5,0.6
1992/1/29,12.7,16.3,8.3
1992/1/30,9.2,13.6,6.1
1992/1/31,6.3,9.0,2.5
1992/2/1,3.6,7.2,1.2
1992/2/2,3.5,10.2,-2.9
1992/2/3,10.7,15.9,0.0
1992/2/4,12.5,16.6,6.4
1992/2/5,5.8,9.1,2.3
1992/2/6,5.6,10.3,0.3
1992/2/7,8.1,13.9,1.7
1992/2/8,4.7,9.7,1.5
1992/2/9,4.2,10.0,-0.4
1992/2/10,6.5,11.3,0.5
1992/2/11,6.1,11.8,-0.4
1992/2/12,8.6,12.5,1.3
1992/2/13,9.7,13.9,3.8
1992/2/14,9.6,13.3,2.1
1992/2/15,7.3,12.4,-0.5
1992/2/16,9.3,14.4,4.4
1992/2/17,6.5,10.5,1.9
1992/2/18,6.8,11.4,1.3
1992/2/19,8.6,12.0,3.3
1992/2/20,6.2,10.3,2.1
1992/2/21,3.7,7.6,-0.7
1992/2/22,3.3,9.6,-2.2
1992/2/23,4.3,11.2,-2.9
1992/2/24,5.3,9.3,1.0
1992/2/25,5.8,10.6,-0.7
1992/2/26,4.7,11.1,-1.6
1992/2/27,6.7,13.9,-1.4
1992/2/28,9.6,15.5,1.5
1992/2/29,15.9,18.5,12.3
1992/3/1,16.3,18.8,13.0
1992/3/2,10.4,13.0,7.4
1992/3/3,6.0,7.5,5.2
1992/3/4,7.6,11.6,2.2
1992/3/5,7.8,10.4,5.2
1992/3/6,8.4,13.4,5.3
1992/3/7,7.4,12.0,2.8
1992/3/8,9.0,14.1,4.2
1992/3/9,9.4,16.0,1.3
1992/3/10,11.5,14.7,9.3
1992/3/11,11.6,15.6,8.4
1992/3/12,11.0,13.6,8.3
1992/3/13,12.3,17.3,3.8
1992/3/14,13.5,18.3,7.3
1992/3/15,16.3,20.1,7.9
1992/3/16,12.7,17.3,8.5
1992/3/17,5.2,8.5,3.7
1992/3/18,5.1,7.5,3.8
1992/3/19,9.9,12.2,7.1
1992/3/20,11.7,16.3,7.4
1992/3/21,6.4,10.8,3.0
1992/3/22,7.5,12.5,2.2
1992/3/23,5.6,9.1,1.7
1992/3/24,9.3,14.4,4.2
1992/3/25,11.2,15.7,7.8
1992/3/26,11.0,12.8,9.3
1992/3/27,9.1,11.0,6.5
1992/3/28,10.8,13.3,5.7
1992/3/29,11.5,12.7,9.8
1992/3/30,14.3,19.8,10.9
1992/3/31,13.2,18.4,9.0
