ダウンロードした時刻：2017/07/24 15:39:26

,高田,高田,高田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/1/1,2.3,7.0,-0.9
2007/1/2,3.0,5.8,-1.1
2007/1/3,3.6,7.5,2.0
2007/1/4,3.7,7.4,1.2
2007/1/5,5.0,10.3,1.5
2007/1/6,5.7,8.1,3.7
2007/1/7,4.2,6.7,1.2
2007/1/8,4.1,6.3,1.5
2007/1/9,2.3,5.7,0.3
2007/1/10,2.5,6.6,0.6
2007/1/11,0.8,1.9,0.2
2007/1/12,2.1,5.2,0.4
2007/1/13,1.6,4.0,0.3
2007/1/14,2.1,5.0,0.3
2007/1/15,2.8,6.6,0.8
2007/1/16,5.8,11.3,0.9
2007/1/17,4.7,6.3,3.4
2007/1/18,4.7,10.1,1.4
2007/1/19,3.8,5.1,1.7
2007/1/20,3.1,7.3,0.7
2007/1/21,4.5,10.8,-0.2
2007/1/22,4.3,9.3,-1.6
2007/1/23,5.6,8.2,2.5
2007/1/24,3.1,7.5,0.7
2007/1/25,4.7,6.6,2.4
2007/1/26,6.2,11.3,2.0
2007/1/27,5.2,11.6,2.5
2007/1/28,4.7,9.7,0.6
2007/1/29,5.6,10.7,1.9
2007/1/30,5.8,13.0,1.0
2007/1/31,5.7,9.4,0.7
2007/2/1,1.8,4.9,0.3
2007/2/2,1.0,2.6,0.1
2007/2/3,3.6,9.1,-1.9
2007/2/4,3.0,5.9,-1.2
2007/2/5,4.1,10.4,-1.3
2007/2/6,7.7,15.0,0.6
2007/2/7,6.0,10.2,1.7
2007/2/8,5.3,10.7,-0.2
2007/2/9,6.1,8.2,3.7
2007/2/10,7.4,12.2,1.7
2007/2/11,4.3,7.0,1.1
2007/2/12,3.3,7.4,0.6
2007/2/13,5.3,10.5,2.1
2007/2/14,10.4,16.1,2.2
2007/2/15,2.9,7.7,0.7
2007/2/16,2.9,4.8,1.4
2007/2/17,4.7,9.7,0.1
2007/2/18,4.8,7.1,3.7
2007/2/19,4.1,7.5,0.0
2007/2/20,3.6,10.4,-1.9
2007/2/21,5.5,13.1,-1.5
2007/2/22,8.2,14.9,0.7
2007/2/23,9.5,12.7,4.6
2007/2/24,2.6,5.5,-0.6
2007/2/25,1.5,7.6,-3.6
2007/2/26,3.2,10.1,-3.6
2007/2/27,6.2,14.1,-2.4
2007/2/28,5.3,7.7,3.3
2007/3/1,4.8,9.7,-0.6
2007/3/2,4.2,11.1,-2.1
2007/3/3,6.7,15.6,-1.4
2007/3/4,11.1,16.9,7.2
2007/3/5,16.0,22.8,9.4
2007/3/6,5.8,9.4,-0.1
2007/3/7,0.1,1.0,-0.9
2007/3/8,1.8,5.8,-0.1
2007/3/9,3.0,7.2,0.0
2007/3/10,6.1,11.4,-0.6
2007/3/11,2.9,8.9,0.5
2007/3/12,1.5,3.6,0.1
2007/3/13,3.5,5.9,1.0
2007/3/14,4.0,7.2,1.0
2007/3/15,4.2,7.3,-0.4
2007/3/16,2.7,7.8,-1.5
2007/3/17,2.1,5.0,0.4
2007/3/18,1.1,3.7,-0.5
2007/3/19,3.5,7.2,0.6
2007/3/20,1.9,6.8,-0.8
2007/3/21,4.4,9.7,0.1
2007/3/22,7.6,15.4,-0.1
2007/3/23,8.1,14.0,3.1
2007/3/24,12.2,17.2,2.6
2007/3/25,10.6,17.1,5.5
2007/3/26,6.4,11.8,2.7
2007/3/27,12.7,19.6,2.7
2007/3/28,9.8,15.3,6.4
2007/3/29,11.5,18.8,6.6
2007/3/30,7.4,9.9,2.8
2007/3/31,8.7,15.6,2.6
2007/4/1,13.2,17.0,10.0
2007/4/2,9.6,12.8,6.0
2007/4/3,5.4,9.6,1.6
2007/4/4,4.7,11.1,0.8
2007/4/5,5.5,10.5,2.3
2007/4/6,7.3,13.7,0.4
2007/4/7,9.7,16.9,1.3
2007/4/8,10.3,16.6,4.8
2007/4/9,9.5,13.6,7.2
2007/4/10,10.3,17.9,3.1
2007/4/11,8.4,12.2,3.9
2007/4/12,8.9,14.8,1.2
2007/4/13,14.4,23.8,8.5
2007/4/14,13.6,18.3,10.4
2007/4/15,10.5,13.4,8.6
2007/4/16,9.3,11.6,7.5
2007/4/17,8.2,10.7,6.1
2007/4/18,9.1,12.9,4.9
2007/4/19,10.7,16.2,6.6
2007/4/20,14.6,22.3,3.5
2007/4/21,16.9,19.4,11.4
2007/4/22,16.9,24.2,10.9
2007/4/23,11.6,13.8,7.5
2007/4/24,11.3,17.5,5.0
2007/4/25,13.5,18.7,9.6
2007/4/26,10.8,20.2,6.8
2007/4/27,9.9,15.8,3.7
2007/4/28,8.8,14.4,3.5
2007/4/29,14.0,24.3,3.8
2007/4/30,15.8,25.4,5.5
2007/5/1,17.3,21.2,11.1
