ダウンロードした時刻：2019/10/10 15:50:09

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,5.5,12.3,0.8
1988/12/2,6.4,11.9,1.6
1988/12/3,6.2,11.3,1.0
1988/12/4,6.7,11.1,2.3
1988/12/5,8.8,16.7,3.6
1988/12/6,6.2,12.2,1.3
1988/12/7,7.1,14.4,1.7
1988/12/8,8.2,15.1,2.8
1988/12/9,8.9,13.7,4.6
1988/12/10,6.8,13.1,2.0
1988/12/11,5.7,12.4,0.4
1988/12/12,6.5,13.0,2.1
1988/12/13,7.6,11.9,3.5
1988/12/14,7.7,12.7,1.9
1988/12/15,5.6,11.8,0.7
1988/12/16,2.4,7.6,-1.6
1988/12/17,2.1,6.0,-1.2
1988/12/18,5.2,12.2,-2.0
1988/12/19,6.0,11.9,1.6
1988/12/20,9.4,17.5,3.1
1988/12/21,5.7,10.4,1.9
1988/12/22,4.2,9.6,0.9
1988/12/23,3.6,9.4,-1.0
1988/12/24,4.6,10.3,-1.2
1988/12/25,4.9,7.7,1.2
1988/12/26,3.9,10.1,-1.2
1988/12/27,3.7,10.3,-1.8
1988/12/28,2.7,7.5,0.0
1988/12/29,3.1,7.4,-1.6
1988/12/30,3.6,9.2,-2.0
1988/12/31,5.5,12.9,-0.8
1989/1/1,5.7,9.6,2.5
1989/1/2,7.0,14.2,1.9
1989/1/3,7.0,14.0,0.5
1989/1/4,3.7,8.0,0.6
1989/1/5,3.4,7.8,-1.3
1989/1/6,5.4,11.8,-0.3
1989/1/7,6.1,10.3,2.6
1989/1/8,7.6,9.5,5.3
1989/1/9,7.4,8.5,6.5
1989/1/10,9.2,13.1,6.6
1989/1/11,9.7,13.3,5.6
1989/1/12,7.6,11.6,3.7
1989/1/13,6.0,10.3,2.2
1989/1/14,3.9,6.6,0.5
1989/1/15,2.9,5.8,0.1
1989/1/16,3.0,9.5,-1.7
1989/1/17,4.3,12.5,-1.3
1989/1/18,6.0,11.5,-0.1
1989/1/19,9.1,13.2,4.7
1989/1/20,10.6,13.5,7.9
1989/1/21,8.1,11.7,4.1
1989/1/22,5.9,10.9,3.2
1989/1/23,1.6,3.7,0.5
1989/1/24,5.2,9.3,2.2
1989/1/25,3.7,8.3,-0.7
1989/1/26,4.0,7.7,0.4
1989/1/27,5.1,14.0,0.9
1989/1/28,0.8,4.6,-1.8
1989/1/29,2.2,6.5,-1.1
1989/1/30,6.0,12.7,0.1
1989/1/31,6.5,13.1,0.8
1989/2/1,6.5,9.6,3.4
1989/2/2,2.6,7.8,-1.0
1989/2/3,2.0,6.8,-1.8
1989/2/4,2.7,7.1,-1.4
1989/2/5,4.2,9.6,-1.6
1989/2/6,5.7,12.5,0.0
1989/2/7,7.2,13.7,2.4
1989/2/8,7.1,12.0,1.8
1989/2/9,8.8,15.3,5.4
1989/2/10,3.6,6.3,1.9
1989/2/11,2.6,7.4,-1.2
1989/2/12,3.4,10.3,-1.8
1989/2/13,2.8,8.4,-1.7
1989/2/14,5.1,9.6,-0.9
1989/2/15,4.8,11.0,-1.1
1989/2/16,8.2,13.4,3.0
1989/2/17,7.7,9.5,5.8
1989/2/18,4.9,6.7,3.5
1989/2/19,6.6,12.6,2.8
1989/2/20,6.0,10.7,0.1
1989/2/21,7.6,12.1,3.7
1989/2/22,4.6,10.8,1.6
1989/2/23,3.6,7.8,-1.7
1989/2/24,3.5,6.3,0.8
1989/2/25,3.8,4.6,3.2
1989/2/26,5.9,11.0,2.8
1989/2/27,6.4,11.9,-0.1
1989/2/28,8.6,12.5,4.0
1989/3/1,9.2,16.4,4.4
1989/3/2,5.5,12.1,-0.6
1989/3/3,6.5,10.7,1.6
1989/3/4,11.4,17.2,6.3
1989/3/5,6.5,10.8,3.9
1989/3/6,6.2,11.9,1.2
1989/3/7,3.0,6.2,0.4
1989/3/8,3.8,9.4,0.4
1989/3/9,3.6,10.0,-1.9
1989/3/10,6.5,13.1,0.0
1989/3/11,7.9,14.9,1.1
1989/3/12,9.7,16.4,2.4
1989/3/13,9.4,14.7,4.7
1989/3/14,12.3,19.1,6.5
1989/3/15,9.0,14.5,5.5
1989/3/16,7.0,11.3,2.4
1989/3/17,5.6,10.2,1.7
1989/3/18,5.7,10.6,1.5
1989/3/19,5.6,11.2,-0.6
1989/3/20,6.9,12.7,3.4
1989/3/21,8.7,15.7,2.8
1989/3/22,6.9,10.8,4.2
1989/3/23,8.0,13.6,2.5
1989/3/24,6.3,8.0,4.9
1989/3/25,8.9,14.8,4.9
1989/3/26,10.5,18.2,4.0
1989/3/27,8.8,11.7,6.7
1989/3/28,6.4,9.1,5.0
1989/3/29,8.4,14.9,2.7
1989/3/30,9.5,16.1,1.7
1989/3/31,9.0,12.4,5.4
